configuration_id,resource_name,acquisition_count,total_wait_ns,total_cross_tenant_wait_ns,mean_wait_ns,max_wait_ns
cfg_0100110,reset,2455,49076.828659007944,49076.828659007944,19.99056157189733,80.0
cfg_0100110,switch_path,2455,45.18161281102857,45.18161281102857,0.018403915605306954,9.853239814779954
cfg_0100111,endpoint,2455,439987.4630901856,0.0,179.22096256219373,1265.3282665131264
cfg_0100111,feedforward,2455,4073.976239894713,4073.976239894713,1.659460790181146,25.0
cfg_0100111,link,2455,0.0,0.0,0.0,0.0
cfg_0100111,readout,2455,0.0,0.0,0.0,0.0
cfg_0100111,reset,2455,31890.957577321115,31890.957577321115,12.99020675247296,80.0
cfg_0100111,switch_path,2455,57.19340321201844,57.19340321201844,0.02329670191935578,14.34541931828062
cfg_0101000,endpoint,2455,122668.55408697337,0.0,49.96682447534557,644.85323981478
cfg_0101000,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0101000,link,2455,0.0,0.0,0.0,0.0
cfg_0101000,readout,2455,12802.875038367729,12802.875038367729,5.215020382227181,55.0
cfg_0101000,reset,2455,0.0,0.0,0.0,0.0
cfg_0101000,switch_path,2455,1583.5230261978786,1583.5230261978786,0.6450195626060605,14.966755579713208
cfg_0101001,endpoint,2455,157053.2740425175,0.0,63.972820383917515,529.3813849296707
cfg_0101001,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0101001,link,2455,0.0,0.0,0.0,0.0
cfg_0101001,readout,2455,5013.697926403733,5013.697926403733,2.0422394812235165,55.0
cfg_0101001,reset,2455,0.0,0.0,0.0,0.0
cfg_0101001,switch_path,2455,203.61335837664274,203.61335837664274,0.08293823151798074,14.236826737922456
cfg_0101010,endpoint,2455,830661.7873718011,0.0,338.3551068724241,2047.124827968768
cfg_0101010,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0101010,link,2455,0.0,0.0,0.0,0.0
cfg_0101010,readout,2455,18499.197205120643,18499.197205120643,7.5353145438373295,55.0
cfg_0101010,reset,2455,34641.10587203433,34641.10587203433,14.110430090441682,50.0
cfg_0101010,switch_path,2455,45.18161281102857,45.18161281102857,0.018403915605306954,9.853239814779954
cfg_0101011,endpoint,2455,439987.4630901856,0.0,179.22096256219373,1265.3282665131264
cfg_0101011,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0101011,link,2455,0.0,0.0,0.0,0.0
cfg_0101011,readout,2455,14526.706994960226,14526.706994960226,5.917192258639603,55.0
cfg_0101011,reset,2455,21438.2268222556,21438.2268222556,8.732475284014502,50.0
cfg_0101011,switch_path,2455,57.19340321201844,57.19340321201844,0.02329670191935578,14.34541931828062
cfg_0101100,endpoint,2455,122668.55408697337,0.0,49.96682447534557,644.85323981478
cfg_0101100,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0101100,link,2455,0.0,0.0,0.0,0.0
cfg_0101100,readout,2455,12802.875038367729,12802.875038367729,5.215020382227181,55.0
cfg_0101100,reset,2455,0.0,0.0,0.0,0.0
cfg_0101100,switch_path,2455,1583.5230261978786,1583.5230261978786,0.6450195626060605,14.966755579713208
cfg_0101101,endpoint,2455,157053.2740425175,0.0,63.972820383917515,529.3813849296707
cfg_0101101,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0101101,link,2455,0.0,0.0,0.0,0.0
cfg_0101101,readout,2455,5013.697926403733,5013.697926403733,2.0422394812235165,55.0
cfg_0101101,reset,2455,0.0,0.0,0.0,0.0
cfg_0101101,switch_path,2455,203.61335837664274,203.61335837664274,0.08293823151798074,14.236826737922456
cfg_0101110,endpoint,2455,830661.7873718011,0.0,338.3551068724241,2047.124827968768
cfg_0101110,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0101110,link,2455,0.0,0.0,0.0,0.0
cfg_0101110,readout,2455,18499.197205120643,18499.197205120643,7.5353145438373295,55.0
cfg_0101110,reset,2455,34641.10587203433,34641.10587203433,14.110430090441682,50.0
cfg_0101110,switch_path,2455,45.18161281102857,45.18161281102857,0.018403915605306954,9.853239814779954
cfg_0101111,endpoint,2455,439987.4630901856,0.0,179.22096256219373,1265.3282665131264
cfg_0101111,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0101111,link,2455,0.0,0.0,0.0,0.0
cfg_0101111,readout,2455,14526.706994960226,14526.706994960226,5.917192258639603,55.0
cfg_0101111,reset,2455,21438.2268222556,21438.2268222556,8.732475284014502,50.0
cfg_0101111,switch_path,2455,57.19340321201844,57.19340321201844,0.02329670191935578,14.34541931828062
cfg_0110000,endpoint,2455,562951.3165137762,0.0,229.30807189970517,2007.124827968768
cfg_0110000,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0110000,link,2455,31932.876245349787,31932.876245349787,13.007281566333926,65.00000000000045
cfg_0110000,readout,2455,0.0,0.0,0.0,0.0
cfg_0110000,reset,2455,0.0,0.0,0.0,0.0
cfg_0110000,switch_path,2455,2084.6251835264047,2084.6251835264047,0.8491344943081078,13.92247402337307
cfg_0110001,endpoint,2455,158551.56618137646,0.0,64.58312268080508,529.3813849296707
cfg_0110001,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0110001,link,2455,6484.593487729209,6484.593487729209,2.641382276060778,65.0
cfg_0110001,readout,2455,0.0,0.0,0.0,0.0
cfg_0110001,reset,2455,0.0,0.0,0.0,0.0
cfg_0110001,switch_path,2455,277.2521859825197,277.2521859825197,0.11293368064461087,15.0
cfg_0110010,endpoint,2455,830661.7873718011,0.0,338.3551068724241,2047.124827968768
cfg_0110010,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0110010,link,2455,24856.295419004247,24856.295419004247,10.124763918128004,65.0
cfg_0110010,readout,2455,0.0,0.0,0.0,0.0
cfg_0110010,reset,2455,28284.007658150727,28284.007658150727,11.520980716151008,40.0
cfg_0110010,switch_path,2455,45.18161281102857,45.18161281102857,0.018403915605306954,9.853239814779954
cfg_0110011,endpoint,2455,439987.4630901856,0.0,179.22096256219373,1265.3282665131264
cfg_0110011,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0110011,link,2455,18257.13925368761,18257.13925368761,7.436716600280085,65.0
cfg_0110011,readout,2455,0.0,0.0,0.0,0.0
cfg_0110011,reset,2455,17707.794563528216,17707.794563528216,7.212950942374019,40.0
cfg_0110011,switch_path,2455,57.19340321201844,57.19340321201844,0.02329670191935578,14.34541931828062
cfg_0110100,endpoint,2455,562951.3165137762,0.0,229.30807189970517,2007.124827968768
cfg_0110100,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0110100,link,2455,31932.876245349787,31932.876245349787,13.007281566333926,65.00000000000045
cfg_0110100,readout,2455,0.0,0.0,0.0,0.0
cfg_0110100,reset,2455,0.0,0.0,0.0,0.0
cfg_0110100,switch_path,2455,2084.6251835264047,2084.6251835264047,0.8491344943081078,13.92247402337307
cfg_0110101,endpoint,2455,158551.56618137646,0.0,64.58312268080508,529.3813849296707
cfg_0110101,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0110101,link,2455,6484.593487729209,6484.593487729209,2.641382276060778,65.0
cfg_0110101,readout,2455,0.0,0.0,0.0,0.0
cfg_0110101,reset,2455,0.0,0.0,0.0,0.0
cfg_0110101,switch_path,2455,277.2521859825197,277.2521859825197,0.11293368064461087,15.0
cfg_0110110,endpoint,2455,830661.7873718011,0.0,338.3551068724241,2047.124827968768
cfg_0110110,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0110110,link,2455,24856.295419004247,24856.295419004247,10.124763918128004,65.0
cfg_0110110,readout,2455,0.0,0.0,0.0,0.0
cfg_0110110,reset,2455,28284.007658150727,28284.007658150727,11.520980716151008,40.0
cfg_0110110,switch_path,2455,45.18161281102857,45.18161281102857,0.018403915605306954,9.853239814779954
cfg_0110111,endpoint,2455,439987.4630901856,0.0,179.22096256219373,1265.3282665131264
cfg_0110111,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0110111,link,2455,18257.13925368761,18257.13925368761,7.436716600280085,65.0
cfg_0110111,readout,2455,0.0,0.0,0.0,0.0
cfg_0110111,reset,2455,17707.794563528216,17707.794563528216,7.212950942374019,40.0
cfg_0110111,switch_path,2455,57.19340321201844,57.19340321201844,0.02329670191935578,14.34541931828062
cfg_0111000,endpoint,2455,562951.3165137762,0.0,229.30807189970517,2007.124827968768
cfg_0111000,feedforward,2455,0.0,0.0,0.0,0.0
cfg_0111000,link,2455,31932.876245349787,31932.876245349787,13.007281566333926,65.00000000000045
cfg_0111000,readout,2455,0.0,0.0,0.0,0.0
