subexperiment,allocation_granularity,trial_count,successful_victim_trial_count,victim_failure_rate,mean_positive_delay_detection_probability,mean_negative_speedup_detection_probability,mean_signed_timing_change_probability,mean_failure_only_detection_probability,mean_delay_or_failure_detection_probability,mean_signed_timing_or_failure_detection_probability,mean_full_observable_change_probability,mean_signed_turnaround_change_ns,mean_absolute_turnaround_change_ns,mean_total_absolute_turnaround_change_ns,mean_signed_cq_queue_change_ns,mean_absolute_cq_queue_change_ns,mean_successful_victim_slowdown_ratio,max_successful_victim_slowdown_ratio,mean_request_failure_rate,mean_cq_service_utilization,mean_cq_reset_occupancy_fraction,mean_cq_reservation_occupancy_fraction,mean_cq_allocation_hold_fraction,mean_aggregate_resource_demand_nonphysical,fraction_aggregate_resource_demand_exceeds_one,mean_epr_unused_fraction,total_epr_prefetched_pairs,total_epr_used_pairs,total_epr_unused_pairs,mean_grant_fairness,mean_inverse_wait_fairness,successful_victim_trial_fraction,aggregate_epr_unused_fraction
core_policy_capacity_tenancy,per_operation,2400,1797,0.25125,0.0025173611111111113,0.0005295138888888888,0.003046875,0.025,0.027517361111111114,0.028046875,0.39944444444444444,7.007451923076923,7.738185541310542,362.14708333333334,7.007451923076923,7.738185541310542,1.0602798265144928,2.9458128078817736,0.10972800322907791,0.10131626854231883,0.04605284933741762,0.3399119465177818,0.0,0.4872810643975183,0.0275,,0,0,0,0.758669438285511,0.41342014396025834,0.74875,
epr_coordination_granularity,per_job,600,169,0.7183333333333334,0.0003125,0.033125,0.0334375,0.0,0.0003125,0.0334375,0.2573611111111111,-1.640625,1.671875,80.25,0.0,0.0,1.068179477009337,1.8156277436347674,0.2224827117919504,0.09647375361727724,0.04903488175845391,0.5443026286510014,0.07380495690928557,0.7636162209360181,0.16833333333333333,0.24880975616776776,71544,31676,17543,0.707170162991134,0.3334636171345139,0.2816666666666667,0.24520574751202057
epr_coordination_granularity,per_layer,600,548,0.08666666666666667,0.00048611111111111104,0.009444444444444445,0.009930555555555555,0.0,0.00048611111111111104,0.009930555555555555,0.39743055555555556,-0.3663194444444445,0.578125,27.75,0.09722222222222221,0.09722222222222221,1.2115904477111836,3.0,0.04233572450241093,0.12396573107718048,0.061752514746013044,0.4069515095297912,0.02817141372163673,0.6208411690746215,0.0,0.2766766118089278,87922,32702,24207,0.7429752961796403,0.3135912752645585,0.9133333333333333,0.2753235822660995
epr_coordination_granularity,per_operation,600,575,0.041666666666666664,0.0010416666666666667,0.010069444444444445,0.011111111111111112,0.0,0.0010416666666666667,0.011111111111111112,0.4135763888888889,1.3475,2.4031944444444444,115.35333333333334,1.8110416666666667,1.8632638888888888,1.1458644121661112,2.4423645320197043,0.03996554953848596,0.1241207917570158,0.06173347403150645,0.46048401681501727,0.026999966573163735,0.6733382491767034,0.0,0.276203642040235,88348,32308,24169,0.7354398488038617,0.3112402885423354,0.9583333333333334,0.2735658984923258
reservation_reset,per_operation,1350,1080,0.2,0.06799382716049383,0.0013117283950617284,0.06930555555555555,0.0,0.06799382716049383,0.06930555555555555,0.38418209876543213,83.35101851851852,83.60358024691358,4012.9718518518516,83.35101851851852,83.60358024691358,1.1282993766257026,13.34248366013072,0.07434317820535404,0.12632298593283023,0.09034533071844392,0.420006320965069,0.0,0.6366746376163431,0.06518518518518518,,0,0,0,0.7321330268394404,0.40356889414644787,0.8,
