tenancy_model,trial_count,acceptance_probability,placement_adjustment_probability,shared_module_probability,communication_qubit_overlap_probability,local_route_overlap_probability,reset_pipeline_overlap_probability,module_wide_lock_overlap_probability,unconditional_mean_node_only_leakage_ns,unconditional_mean_hub4_leakage_ns,conditional_mean_node_only_leakage_ns,conditional_mean_hub4_leakage_ns,mean_node_only_endpoint_wait_ns,mean_node_only_detection_probability,mean_hub4_detection_probability,mean_victim_slowdown_ratio,mean_compute_utilization,mean_communication_utilization,mean_isolation_overhead_fraction,mean_hub_only_leakage_component_ns
time_sliced_module_sharing,6480,0.6666666666666666,0.0,1.0,0.6666666666666666,0.17962962962962964,0.3333333333333333,0.3333333333333333,41.74514531893004,41.74514531893004,62.61771797839506,62.61771797839506,159.074893904321,0.23215663580246912,0.23215663580246912,1.007782811698883,0.26493055555555556,0.52,0.018055555555555554,0.0
