tenancy_model,actual_sharing_condition,resource_category,trial_count,mean_node_only_blocked_time_ns,mean_hub4_blocked_time_ns
time_sliced_module_sharing,time_sliced_shared_module,time_slice,4320,0.0,0.0
time_sliced_module_sharing,time_sliced_shared_module,hub,4320,0.0,0.0
time_sliced_module_sharing,time_sliced_shared_module,switch_path,4320,12.695891203703702,12.695891203703702
time_sliced_module_sharing,time_sliced_shared_module,endpoint_module,4320,62.30324074074074,62.30324074074074
time_sliced_module_sharing,time_sliced_shared_module,communication_qubit,4320,96.77165316358025,96.77165316358025
time_sliced_module_sharing,time_sliced_shared_module,local_routing,4320,44.293812692901234,44.293812692901234
time_sliced_module_sharing,time_sliced_shared_module,reset_pipeline,4320,68.36863425925925,68.36863425925925
