decision_mode,trial_count,mean_absolute_timing_change_ns,std_absolute_timing_change_ns,mean_positive_delay_fraction,mean_negative_speedup_fraction,mean_observable_change_fraction,mean_before_leakage_ns,mean_transient_leakage_ns,mean_after_leakage_ns,mean_transient_amplification,reconfiguration_detection_accuracy,path_change_detection_accuracy,path_localization_before_accuracy,path_localization_after_accuracy,mean_victim_slowdown_ratio,mean_rerouting_additional_victim_latency_ns,mean_switching_overhead_ns,mean_state_transfer_overhead_ns,mean_redirected_victim_fraction,mean_hub_utilization,mean_link_utilization,mean_communication_qubit_utilization
deterministic,1215,63.982133058984914,104.41404041385792,0.20063443072702333,1.7146776406035663e-05,0.20065157750342935,67.52832722832723,59.47304526748971,50.743165383490506,2.243462093963259,0.508641975308642,0.4156378600823045,0.11851851851851852,0.08641975308641975,1.0092750518596734,-146.6567901234568,229.7119341563786,80.24691358024691,0.16036675825947858,0.1574009100198526,0.10987312494907214,0.16612093976616987
randomized,450,67.54518518518518,188.20424299984393,0.19597222222222221,0.0,0.19597222222222221,75.74499389499388,80.36222222222223,50.91635591834583,4.134506272651173,0.56,0.4711111111111111,0.3111111111111111,0.15555555555555556,1.0028969010632682,248.5511111111111,266.0,216.66666666666666,0.11334581446650412,0.19839147520657952,0.14009603908885893,0.16420515186011544
