rerouting_threshold,trial_count,mean_absolute_timing_change_ns,std_absolute_timing_change_ns,mean_positive_delay_fraction,mean_negative_speedup_fraction,mean_observable_change_fraction,mean_before_leakage_ns,mean_transient_leakage_ns,mean_after_leakage_ns,mean_transient_amplification,reconfiguration_detection_accuracy,path_change_detection_accuracy,path_localization_before_accuracy,path_localization_after_accuracy,mean_victim_slowdown_ratio,mean_rerouting_additional_victim_latency_ns,mean_switching_overhead_ns,mean_state_transfer_overhead_ns,mean_redirected_victim_fraction,mean_hub_utilization,mean_link_utilization,mean_communication_qubit_utilization
1,180,71.91122685185185,105.07473271778562,0.20810185185185187,0.0,0.20810185185185187,56.439743589743586,41.13194444444444,62.93384766825224,0.963973811270371,0.4222222222222222,0.4666666666666667,0.0,0.044444444444444446,1.0114161758480824,-406.97222222222223,190.0,0.0,0.2654272611169163,0.12910866286866363,0.09222631269930748,0.1678045748751881
2,1305,63.215724776500636,139.09965041083942,0.19730204342273308,1.5964240102171135e-05,0.19731800766283525,71.99264030988168,71.31513409961686,47.93563249234858,3.2572521441777758,0.5432950191570881,0.43448275862068964,0.21762452107279692,0.12183908045977011,1.0065557600192439,64.5478927203065,258.23754789272033,149.42528735632183,0.11595943581674854,0.1793967311460009,0.1250243179096008,0.16505225782302607
4,180,70.51712962962964,103.52108467382618,0.2056712962962963,0.0,0.2056712962962963,66.79230769230769,44.18194444444445,59.34007289664606,0.9005829593206879,0.4722222222222222,0.36666666666666664,0.0,0.044444444444444446,1.010903416723365,-429.55555555555554,153.33333333333334,0.0,0.2597069836293974,0.12869986697328367,0.09323107358447086,0.16739577897980812
