protocol_context,spatial_mode,split,schedule_profile,hidden_victim_region,probe_region,probe_count,mean_excess_ns,mean_abs_excess_ns,delayed_fraction,mean_positive_excess_ns,failure_transition_fraction
direct_coherent_all_shared_local_route,global_only_control,train,synchronization_bursty,module_3,module_1,96,11.826267107359852,11.826267107359852,0.22916666666666666,11.826267107359852,0.0
direct_coherent_all_shared_local_route,global_only_control,train,synchronization_bursty,module_3,module_2,96,12.231608798527015,12.231608798527015,0.2604166666666667,12.231608798527015,0.0
direct_coherent_all_shared_local_route,global_only_control,train,synchronization_bursty,module_3,module_3,96,13.631847410876679,13.631847410876679,0.2604166666666667,13.631847410876679,0.0
direct_coherent_all_shared_local_route,global_only_control,train,synchronization_bursty,module_3,module_4,96,12.69779575518725,12.69779575518725,0.3125,12.69779575518725,0.0
direct_coherent_all_shared_local_route,global_only_control,train,synchronization_bursty,module_4,module_1,96,11.826267107359852,11.826267107359852,0.22916666666666666,11.826267107359852,0.0
direct_coherent_all_shared_local_route,global_only_control,train,synchronization_bursty,module_4,module_2,96,12.231608798527015,12.231608798527015,0.2604166666666667,12.231608798527015,0.0
direct_coherent_all_shared_local_route,global_only_control,train,synchronization_bursty,module_4,module_3,96,13.631847410876679,13.631847410876679,0.2604166666666667,13.631847410876679,0.0
direct_coherent_all_shared_local_route,global_only_control,train,synchronization_bursty,module_4,module_4,96,12.69779575518725,12.69779575518725,0.3125,12.69779575518725,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_1,module_1,48,76.32025655382627,76.32025655382627,0.5625,76.32025655382627,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_1,module_2,48,10.650270940818666,10.650270940818666,0.16666666666666666,10.650270940818666,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_1,module_3,48,13.590006929934907,13.590006929934907,0.22916666666666666,13.590006929934907,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_1,module_4,48,14.11770064064723,14.11770064064723,0.3333333333333333,14.11770064064723,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_2,module_1,48,6.1184311269117115,6.1184311269117115,0.22916666666666666,6.1184311269117115,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_2,module_2,48,91.0603669916382,91.0603669916382,0.6041666666666666,91.0603669916382,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_2,module_3,48,13.590006929934907,13.590006929934907,0.22916666666666666,13.590006929934907,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_2,module_4,48,14.11770064064723,14.11770064064723,0.3333333333333333,14.11770064064723,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_3,module_1,48,6.1184311269117115,6.1184311269117115,0.22916666666666666,6.1184311269117115,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_3,module_2,48,10.650270940818666,10.650270940818666,0.16666666666666666,10.650270940818666,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_3,module_3,48,96.45325446068705,96.45325446068705,0.625,96.45325446068705,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_3,module_4,48,14.11770064064723,14.11770064064723,0.3333333333333333,14.11770064064723,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_4,module_1,48,6.1184311269117115,6.1184311269117115,0.22916666666666666,6.1184311269117115,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_4,module_2,48,10.650270940818666,10.650270940818666,0.16666666666666666,10.650270940818666,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_4,module_3,48,13.590006929934907,13.590006929934907,0.22916666666666666,13.590006929934907,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,dense_periodic,module_4,module_4,48,96.68407619034302,96.68407619034302,0.6458333333333334,96.68407619034302,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_1,module_1,48,49.71668542403978,49.71668542403978,0.3958333333333333,49.71668542403978,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_1,module_2,48,6.01659013287571,6.01659013287571,0.125,6.01659013287571,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_1,module_3,48,3.303236808448579,3.303236808448579,0.0625,3.303236808448579,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_1,module_4,48,4.3465395216587694,4.3465395216587694,0.08333333333333333,4.3465395216587694,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_2,module_1,48,7.190978545846245,7.190978545846245,0.10416666666666667,7.190978545846245,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_2,module_2,48,43.527683724404426,43.527683724404426,0.25,43.527683724404426,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_2,module_3,48,3.303236808448579,3.303236808448579,0.0625,3.303236808448579,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_2,module_4,48,4.3465395216587694,4.3465395216587694,0.08333333333333333,4.3465395216587694,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_3,module_1,48,7.190978545846245,7.190978545846245,0.10416666666666667,7.190978545846245,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_3,module_2,48,6.01659013287571,6.01659013287571,0.125,6.01659013287571,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_3,module_3,48,26.884542379733304,26.884542379733304,0.2708333333333333,26.884542379733304,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_3,module_4,48,4.3465395216587694,4.3465395216587694,0.08333333333333333,4.3465395216587694,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_4,module_1,48,7.190978545846245,7.190978545846245,0.10416666666666667,7.190978545846245,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_4,module_2,48,6.01659013287571,6.01659013287571,0.125,6.01659013287571,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_4,module_3,48,3.303236808448579,3.303236808448579,0.0625,3.303236808448579,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,sparse_periodic,module_4,module_4,48,36.33980415068947,36.33980415068947,0.25,36.33980415068947,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_1,module_1,48,1287.4195004918745,1287.4195004918745,0.6875,1287.4195004918745,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_1,module_2,48,8.945408841081393,8.945408841081393,0.20833333333333334,8.945408841081393,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_1,module_3,48,13.868825997201645,13.868825997201645,0.3333333333333333,13.868825997201645,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_1,module_4,48,6.261935386803107,6.261935386803107,0.1875,6.261935386803107,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_2,module_1,48,11.231178462012243,11.231178462012243,0.2916666666666667,11.231178462012243,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_2,module_2,48,1261.2441671205322,1261.2441671205322,0.7291666666666666,1261.2441671205322,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_2,module_3,48,13.868825997201645,13.868825997201645,0.3333333333333333,13.868825997201645,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_2,module_4,48,6.261935386803107,6.261935386803107,0.1875,6.261935386803107,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_3,module_1,48,11.231178462012243,11.231178462012243,0.2916666666666667,11.231178462012243,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_3,module_2,48,8.945408841081393,8.945408841081393,0.20833333333333334,8.945408841081393,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_3,module_3,48,1317.1364793355367,1317.1364793355367,0.8541666666666666,1317.1364793355367,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_3,module_4,48,6.261935386803107,6.261935386803107,0.1875,6.261935386803107,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_4,module_1,48,11.231178462012243,11.231178462012243,0.2916666666666667,11.231178462012243,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_4,module_2,48,8.945408841081393,8.945408841081393,0.20833333333333334,8.945408841081393,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_4,module_3,48,13.868825997201645,13.868825997201645,0.3333333333333333,13.868825997201645,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,test,synchronization_bursty,module_4,module_4,48,1184.5704547470257,1184.5704547470257,0.6666666666666666,1184.5704547470257,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_1,module_1,96,95.99311250307233,95.99311250307233,0.6145833333333334,95.99311250307233,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_1,module_2,96,17.389828367470802,17.389828367470802,0.2916666666666667,17.389828367470802,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_1,module_3,96,9.566754495789958,9.566754495789958,0.17708333333333334,9.566754495789958,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_1,module_4,96,9.615441807229322,9.615441807229322,0.16666666666666666,9.615441807229322,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_2,module_1,96,12.302660379300912,12.302660379300912,0.23958333333333334,12.302660379300912,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_2,module_2,96,97.06854023166125,97.06854023166125,0.5729166666666666,97.06854023166125,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_2,module_3,96,9.566754495789958,9.566754495789958,0.17708333333333334,9.566754495789958,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_2,module_4,96,9.615441807229322,9.615441807229322,0.16666666666666666,9.615441807229322,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_3,module_1,96,12.302660379300912,12.302660379300912,0.23958333333333334,12.302660379300912,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_3,module_2,96,17.389828367470802,17.389828367470802,0.2916666666666667,17.389828367470802,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_3,module_3,96,83.57702308794829,83.57702308794829,0.6145833333333334,83.57702308794829,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_3,module_4,96,9.615441807229322,9.615441807229322,0.16666666666666666,9.615441807229322,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_4,module_1,96,12.302660379300912,12.302660379300912,0.23958333333333334,12.302660379300912,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_4,module_2,96,17.389828367470802,17.389828367470802,0.2916666666666667,17.389828367470802,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_4,module_3,96,9.566754495789958,9.566754495789958,0.17708333333333334,9.566754495789958,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,dense_periodic,module_4,module_4,96,65.90960086848567,65.90960086848567,0.5,65.90960086848567,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_1,module_1,96,33.06841723447999,33.06841723447999,0.2604166666666667,33.06841723447999,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_1,module_2,96,1.5518684009829353,1.5518684009829353,0.0625,1.5518684009829353,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_1,module_3,96,5.058788100969596,5.058788100969596,0.125,5.058788100969596,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_1,module_4,96,4.459149086789945,4.459149086789945,0.09375,4.459149086789945,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_2,module_1,96,4.19169200560647,4.19169200560647,0.07291666666666667,4.19169200560647,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_2,module_2,96,25.494401000718323,25.494401000718323,0.20833333333333334,25.494401000718323,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_2,module_3,96,5.058788100969596,5.058788100969596,0.125,5.058788100969596,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_2,module_4,96,4.459149086789945,4.459149086789945,0.09375,4.459149086789945,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_3,module_1,96,4.19169200560647,4.19169200560647,0.07291666666666667,4.19169200560647,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_3,module_2,96,1.5518684009829353,1.5518684009829353,0.0625,1.5518684009829353,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_3,module_3,96,47.923241875002226,47.923241875002226,0.3229166666666667,47.923241875002226,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_3,module_4,96,4.459149086789945,4.459149086789945,0.09375,4.459149086789945,0.0
direct_coherent_all_shared_local_route,hybrid_local_global,train,sparse_periodic,module_4,module_1,96,4.19169200560647,4.19169200560647,0.07291666666666667,4.19169200560647,0.0
