base_schedule_id,repeat_id,schedule_profile,victim_request_index,release_ns
base_0000,0,sparse_periodic,0,418.9446280168349
base_0000,0,sparse_periodic,1,1391.331452310235
base_0000,0,sparse_periodic,2,2373.02464437132
base_0000,0,sparse_periodic,3,3343.852107649361
base_0000,0,sparse_periodic,4,4324.935995205458
base_0000,0,sparse_periodic,5,5296.279808740838
base_0000,0,sparse_periodic,6,6270.045831376997
base_0000,0,sparse_periodic,7,7247.578433588558
base_0000,0,sparse_periodic,8,8226.848489601069
base_0000,0,sparse_periodic,9,9197.918630268447
base_0000,0,sparse_periodic,10,10177.684374597515
base_0000,0,sparse_periodic,11,11153.395408156004
base_0000,0,sparse_periodic,12,12128.989932728507
base_0000,0,sparse_periodic,13,13100.444346983424
base_0000,0,sparse_periodic,14,14078.50605217799
base_0000,0,sparse_periodic,15,15055.13536166848
base_0000,0,sparse_periodic,16,16025.016583347317
base_0000,0,sparse_periodic,17,17006.33196026297
base_0000,0,sparse_periodic,18,17977.60235433542
base_0000,0,sparse_periodic,19,18950.471139148303
base_0000,0,sparse_periodic,20,19930.967044177396
base_0000,1,sparse_periodic,0,421.6119120432021
base_0000,1,sparse_periodic,1,1396.6587135518064
base_0000,1,sparse_periodic,2,2377.1362421941944
base_0000,1,sparse_periodic,3,3346.605412665662
base_0000,1,sparse_periodic,4,4326.873915872693
base_0000,1,sparse_periodic,5,5297.176152141173
base_0000,1,sparse_periodic,6,6275.7214833965345
base_0000,1,sparse_periodic,7,7249.82049812261
base_0000,1,sparse_periodic,8,8226.613867111797
base_0000,1,sparse_periodic,9,9204.746046719887
base_0000,1,sparse_periodic,10,10180.677687236894
base_0000,1,sparse_periodic,11,11149.283963046008
base_0000,1,sparse_periodic,12,12130.134302476234
base_0000,1,sparse_periodic,13,13100.192215333424
base_0000,1,sparse_periodic,14,14075.377679200074
base_0000,1,sparse_periodic,15,15058.158737990856
base_0000,1,sparse_periodic,16,16026.941498525115
base_0000,1,sparse_periodic,17,17004.536227434586
base_0000,1,sparse_periodic,18,17982.902394489563
base_0000,1,sparse_periodic,19,18956.659503578798
base_0000,1,sparse_periodic,20,19928.312219970005
base_0001,0,dense_periodic,0,368.4154725244048
base_0001,0,dense_periodic,1,843.4911660833644
base_0001,0,dense_periodic,2,1316.5802697603258
base_0001,0,dense_periodic,3,1796.3494962154898
base_0001,0,dense_periodic,4,2266.3029498802534
base_0001,0,dense_periodic,5,2746.6854506892682
base_0001,0,dense_periodic,6,3217.1102041880763
base_0001,0,dense_periodic,7,3694.6504423155607
base_0001,0,dense_periodic,8,4175.806521439912
base_0001,0,dense_periodic,9,4651.579626259564
base_0001,0,dense_periodic,10,5124.863924440864
base_0001,0,dense_periodic,11,5601.888488035024
base_0001,0,dense_periodic,12,6077.629355904837
base_0001,0,dense_periodic,13,6553.712894992253
base_0001,0,dense_periodic,14,7028.578201845656
base_0001,0,dense_periodic,15,7502.433108613962
base_0001,0,dense_periodic,16,7978.000120153057
base_0001,0,dense_periodic,17,8454.305596773347
base_0001,0,dense_periodic,18,8937.104986012662
base_0001,0,dense_periodic,19,9409.383612920281
base_0001,0,dense_periodic,20,9885.23193459534
base_0001,0,dense_periodic,21,10361.683690037078
base_0001,0,dense_periodic,22,10837.658530541928
base_0001,0,dense_periodic,23,11312.805119122142
base_0001,0,dense_periodic,24,11788.060692514504
base_0001,0,dense_periodic,25,12264.099121763418
base_0001,0,dense_periodic,26,12741.258664436902
base_0001,0,dense_periodic,27,13216.360900688578
base_0001,0,dense_periodic,28,13697.565906733691
base_0001,0,dense_periodic,29,14166.77068814215
base_0001,0,dense_periodic,30,14648.853281170792
base_0001,0,dense_periodic,31,15124.700468699977
base_0001,0,dense_periodic,32,15594.67664913929
base_0001,0,dense_periodic,33,16071.90564151746
base_0001,0,dense_periodic,34,16547.352533457357
base_0001,0,dense_periodic,35,17024.196387844786
base_0001,0,dense_periodic,36,17505.35896790455
base_0001,0,dense_periodic,37,17974.962489216738
base_0001,0,dense_periodic,38,18454.339718948184
base_0001,0,dense_periodic,39,18929.63409079754
base_0001,0,dense_periodic,40,19408.354596070847
base_0001,0,dense_periodic,41,19885.794922843685
base_0001,1,dense_periodic,0,362.5610144541734
base_0001,1,dense_periodic,1,832.831573467439
base_0001,1,dense_periodic,2,1311.1439864000665
base_0001,1,dense_periodic,3,1787.9932424137994
base_0001,1,dense_periodic,4,2264.4726834311437
base_0001,1,dense_periodic,5,2741.860261456482
base_0001,1,dense_periodic,6,3219.1648175592804
base_0001,1,dense_periodic,7,3688.2714401496128
base_0001,1,dense_periodic,8,4170.914439407806
base_0001,1,dense_periodic,9,4646.418603779402
base_0001,1,dense_periodic,10,5122.863616812851
base_0001,1,dense_periodic,11,5596.553929950074
base_0001,1,dense_periodic,12,6067.780758799503
base_0001,1,dense_periodic,13,6545.51146819675
base_0001,1,dense_periodic,14,7027.103581099017
base_0001,1,dense_periodic,15,7497.904587474926
base_0001,1,dense_periodic,16,7974.622187091632
base_0001,1,dense_periodic,17,8453.302416005148
base_0001,1,dense_periodic,18,8924.95581083193
base_0001,1,dense_periodic,19,9402.837308143186
base_0001,1,dense_periodic,20,9882.34601638989
base_0001,1,dense_periodic,21,10354.574400045058
base_0001,1,dense_periodic,22,10828.622789842297
base_0001,1,dense_periodic,23,11310.396514227306
base_0001,1,dense_periodic,24,11780.608131311104
base_0001,1,dense_periodic,25,12260.482647489658
base_0001,1,dense_periodic,26,12738.337253027627
base_0001,1,dense_periodic,27,13212.941521735398
base_0001,1,dense_periodic,28,13689.988315098357
base_0001,1,dense_periodic,29,14164.640636749114
base_0001,1,dense_periodic,30,14637.44421125527
base_0001,1,dense_periodic,31,15113.699247509778
base_0001,1,dense_periodic,32,15592.469247033583
base_0001,1,dense_periodic,33,16065.4539260953
base_0001,1,dense_periodic,34,16540.611417308497
base_0001,1,dense_periodic,35,17023.176679045526
base_0001,1,dense_periodic,36,17495.479997074523
base_0001,1,dense_periodic,37,17969.892975065806
base_0001,1,dense_periodic,38,18446.39043881911
base_0001,1,dense_periodic,39,18926.10472229551
base_0001,1,dense_periodic,40,19401.86846503103
base_0001,1,dense_periodic,41,19875.437145931373
base_0002,0,synchronization_bursty,0,120.37702028312563
base_0002,0,synchronization_bursty,1,178.34779041553685
base_0002,0,synchronization_bursty,2,235.1116895181259
base_0002,0,synchronization_bursty,3,291.21670843374187
base_0002,0,synchronization_bursty,4,345.02365471540406
base_0002,0,synchronization_bursty,5,398.3097034073292
base_0002,0,synchronization_bursty,6,1705.4938363291876
base_0002,0,synchronization_bursty,7,1756.6513096031533
base_0002,0,synchronization_bursty,8,1816.462115009699
base_0002,0,synchronization_bursty,9,1867.556914284852
base_0002,0,synchronization_bursty,10,1929.5466791283764
base_0002,0,synchronization_bursty,11,1982.2314577499262
base_0002,0,synchronization_bursty,12,3287.0507010167557
base_0002,0,synchronization_bursty,13,3339.317493774286
base_0002,0,synchronization_bursty,14,3402.4983099734236
base_0002,0,synchronization_bursty,15,3456.535278075514
base_0002,0,synchronization_bursty,16,3510.3721359023975
base_0002,0,synchronization_bursty,17,3562.3562828783442
base_0002,0,synchronization_bursty,18,4869.290377668156
base_0002,0,synchronization_bursty,19,4922.903537306042
base_0002,0,synchronization_bursty,20,4981.771522753965
base_0002,0,synchronization_bursty,21,5033.4980722521
base_0002,0,synchronization_bursty,22,5088.6025949363575
base_0002,0,synchronization_bursty,23,5145.572103952886
base_0002,0,synchronization_bursty,24,6454.279287996587
base_0002,0,synchronization_bursty,25,6504.548572487211
base_0002,0,synchronization_bursty,26,6566.782376347683
base_0002,0,synchronization_bursty,27,6616.054054383149
base_0002,0,synchronization_bursty,28,6672.252010644043
base_0002,0,synchronization_bursty,29,6732.014395468559
base_0002,0,synchronization_bursty,30,8032.874908054807
base_0002,0,synchronization_bursty,31,8094.9541580821115
base_0002,0,synchronization_bursty,32,8148.387118111382
base_0002,0,synchronization_bursty,33,8203.600638480033
base_0002,0,synchronization_bursty,34,8254.348698797354
base_0002,0,synchronization_bursty,35,8310.73956336771
base_0002,0,synchronization_bursty,36,9616.394674062722
base_0002,0,synchronization_bursty,37,9675.04206682586
base_0002,0,synchronization_bursty,38,9731.477344682027
base_0002,0,synchronization_bursty,39,9787.4999063672
base_0002,0,synchronization_bursty,40,9842.547521081395
base_0002,0,synchronization_bursty,41,9894.383923929643
base_0002,0,synchronization_bursty,42,11204.269826680504
base_0002,0,synchronization_bursty,43,11253.019592255854
base_0002,0,synchronization_bursty,44,11314.355192152658
base_0002,0,synchronization_bursty,45,11364.043429511134
base_0002,0,synchronization_bursty,46,11424.340126186706
base_0002,0,synchronization_bursty,47,11475.476150660077
base_0002,0,synchronization_bursty,48,12779.82975514361
base_0002,0,synchronization_bursty,49,12841.348501048617
base_0002,0,synchronization_bursty,50,12890.994623433962
base_0002,0,synchronization_bursty,51,12951.427842294273
base_0002,0,synchronization_bursty,52,13009.852686368386
base_0002,0,synchronization_bursty,53,13065.566206832138
base_0002,0,synchronization_bursty,54,14367.466094508152
base_0002,0,synchronization_bursty,55,14423.808489723924
base_0002,0,synchronization_bursty,56,14478.217844224197
base_0002,0,synchronization_bursty,57,14536.117436702621
base_0002,0,synchronization_bursty,58,14592.23921869251
base_0002,0,synchronization_bursty,59,14644.9761886627
base_0002,0,synchronization_bursty,60,15950.787725627342
base_0002,0,synchronization_bursty,61,16001.63665912658
base_0002,0,synchronization_bursty,62,16061.4703439332
base_0002,0,synchronization_bursty,63,16114.43674785698
base_0002,0,synchronization_bursty,64,16169.741474689165
base_0002,0,synchronization_bursty,65,16226.136488813221
base_0002,0,synchronization_bursty,66,17535.350474511175
base_0002,0,synchronization_bursty,67,17583.833841388685
base_0002,0,synchronization_bursty,68,17645.51298169569
base_0002,0,synchronization_bursty,69,17696.046621175392
base_0002,0,synchronization_bursty,70,17754.276529865678
