tenancy_model,trial_count,acceptance_probability,placement_adjustment_probability,shared_module_probability,communication_qubit_overlap_probability,local_route_overlap_probability,reset_pipeline_overlap_probability,module_wide_lock_overlap_probability,unconditional_mean_node_only_leakage_ns,unconditional_mean_hub4_leakage_ns,conditional_mean_node_only_leakage_ns,conditional_mean_hub4_leakage_ns,mean_node_only_endpoint_wait_ns,mean_node_only_detection_probability,mean_hub4_detection_probability,mean_victim_slowdown_ratio,mean_compute_utilization,mean_communication_utilization,mean_isolation_overhead_fraction,mean_hub_only_leakage_component_ns
dedicated_communication_interface,6480,0.35555555555555557,0.0,1.0,0.0,0.09537037037037037,0.17777777777777778,0.17777777777777778,13.629163451646091,13.629163451646091,38.33202220775463,38.33202220775463,27.15038158275463,0.16434280960648148,0.16434280960648148,1.0139591727561372,0.23203125000000002,0.4166666666666667,0.015234375000000001,0.0
hybrid_shared_pipeline,6480,0.35555555555555557,0.0,1.0,0.0,0.09537037037037037,0.35555555555555557,0.17777777777777778,16.694444444444443,16.694444444444443,46.953125,46.953125,27.97309027777778,0.201171875,0.201171875,1.0170138711203078,0.23203125000000002,0.4166666666666667,0.015234375000000001,0.0
module_exclusive,6480,0.7222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2625,0.65,0.0,0.0
shared_communication_interface,6480,0.5925925925925926,0.0,1.0,0.5925925925925926,0.15787037037037038,0.2962962962962963,0.2962962962962963,26.248038837448558,26.248038837448558,44.29356553819444,44.29356553819444,59.70095486111111,0.1927951388888889,0.1927951388888889,1.0169606790692856,0.23203125,0.52,0.015234375,0.0
spatial_qubit_partitioning,6480,0.5925925925925926,0.0,1.0,0.42824074074074076,0.1529320987654321,0.2962962962962963,0.2962962962962963,24.79922196502058,24.79922196502058,41.84868706597222,41.84868706597222,47.306640625,0.18151041666666667,0.18151041666666667,1.0157551206740711,0.23203125,0.5473697916666667,0.015234375,0.0
time_sliced_module_sharing,6480,0.6666666666666666,0.0,1.0,0.6666666666666666,0.17962962962962964,0.3333333333333333,0.3333333333333333,253.5507008744856,253.5507008744856,380.3260513117284,380.3260513117284,227.2832272376543,0.7067997685185186,0.7067997685185186,1.0094185473627357,0.26493055555555556,0.52,0.018055555555555554,0.0
