protocol_context,graph_mode,best_state_model,dynamic_state_accuracy,dynamic_state_macro_f1,remote_edge_identity_accuracy,remote_edge_identity_macro_f1,remote_edge_identity_chance,stable_interior_accuracy_gt_one_scan,best_graph_model,exact_graph_match,mean_graph_edge_f1,mean_graph_jaccard,boundary_recall_one_scan,boundary_precision_one_scan,boundary_mae_ns,matching_mean_abs_excess_ns,nonmatching_mean_abs_excess_ns,diagonal_contrast_ns
direct_coherent_dynamic_graph,edge_localized,random_forest,0.5283564814814815,0.530301344593018,0.562874251497006,0.6610596657149973,0.16666666666666666,0.5810185185185185,random_forest,0.2777777777777778,0.8038800705467373,0.7064814814814815,0.9166666666666666,0.19939577039274925,867.9321312403715,172.19723907204326,0.0,172.19723907204326
direct_coherent_dynamic_graph,global_only_control,hist_gradient_boosting,0.3802083333333333,0.21427015326413032,0.1437125748502994,0.15731790976596013,0.16666666666666666,0.4363425925925926,logistic_regression,0.05555555555555555,0.5764991181657848,0.44999999999999996,0.9444444444444444,0.1784776902887139,798.7570243027933,9.10736181586035,8.963824461784203,0.1435373540761482
entanglement_assisted_dynamic_graph,edge_localized,random_forest,0.5237268518518519,0.5279883557161057,0.47704590818363274,0.6034263823159959,0.16666666666666666,0.5613425925925926,random_forest,0.5555555555555556,0.9119047619047619,0.8537037037037037,0.875,0.20257234726688103,896.2894408556208,120.69377440528845,1.7204301075268817,118.97334429776157
entanglement_assisted_dynamic_graph,global_only_control,random_forest,0.38773148148148145,0.19232462512161133,0.11077844311377245,0.13006396998919742,0.16666666666666666,0.42592592592592593,random_forest,0.1111111111111111,0.6322751322751323,0.49351851851851847,0.8194444444444444,0.17933130699088146,816.8185320276497,4.163725714191225,4.102245740331574,0.06147997385965098
