protocol_context,graph_mode,remote_profile,true_active_edge,probe_edge,probe_count,mean_excess_ns,mean_abs_excess_ns,mean_positive_excess_ns,delayed_fraction,speedup_fraction,failure_transition_fraction
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_2--module_4,module_1--module_3,7,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_2--module_4,module_1--module_4,10,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_2--module_4,module_2--module_3,6,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_2--module_4,module_2--module_4,7,-127.05067738287887,138.66890135946596,5.809111988293547,0.14285714285714285,0.5714285714285714,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_2--module_4,module_3--module_4,10,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_3--module_4,module_1--module_2,17,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_3--module_4,module_1--module_3,18,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_3--module_4,module_1--module_4,14,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_3--module_4,module_2--module_3,18,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_3--module_4,module_2--module_4,18,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,dense_periodic,module_3--module_4,module_3--module_4,17,-72.9112618534467,82.92068418236934,5.004711164461321,0.11764705882352941,0.35294117647058826,0.0
entanglement_assisted_dynamic_graph,edge_localized,sparse_periodic,module_1--module_2,module_1--module_2,9,-181.74485120865353,191.5884821246798,4.921815458013144,0.1111111111111111,0.7777777777777778,0.0
entanglement_assisted_dynamic_graph,edge_localized,sparse_periodic,module_1--module_2,module_1--module_3,12,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,sparse_periodic,module_1--module_2,module_1--module_4,12,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,sparse_periodic,module_1--module_2,module_2--module_3,11,0.0,0.0,0.0,0.0,0.0,0.0
entanglement_assisted_dynamic_graph,edge_localized,sparse_periodic,module_1--module_2,module_2--module_4,10,0.0,0.0,0.0,0.0,0.0,0.0
