graph_instance_id,repeat_id,phase_index,active_edge,remote_profile,phase_local_request_index,victim_request_index,release_ns,protocol_context,graph_mode
graph_0005,1,2,module_2--module_3,dense_periodic,11,20,19972.195510036156,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,2,module_2--module_3,dense_periodic,12,21,20442.983308047296,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,0,22,20832.487097077974,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,1,23,20903.613956591347,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,2,24,20984.18855485506,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,3,25,21052.198736648723,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,4,26,22499.257410716444,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,5,27,22575.69339867966,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,6,28,22650.947296173315,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,7,29,22731.709528138814,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,8,30,24180.944536728515,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,9,31,24251.869550493146,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,10,32,24321.47017925246,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,11,33,24404.099405386667,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,12,34,25846.552789473764,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,13,35,25926.9285550886,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,14,36,26001.08263411562,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,3,module_3--module_4,synchronization_bursty,15,37,26067.686864204643,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,5,module_1--module_3,sparse_periodic,0,38,33622.77231118244,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,5,module_1--module_3,sparse_periodic,1,39,34743.73599213007,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,5,module_1--module_3,sparse_periodic,2,40,35859.55009718734,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,5,module_1--module_3,sparse_periodic,3,41,36969.08338455491,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,5,module_1--module_3,sparse_periodic,4,42,38086.18820632823,direct_coherent_dynamic_graph,edge_localized
graph_0005,1,5,module_1--module_3,sparse_periodic,5,43,39205.8601242701,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,0,0,238.76816669786058,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,1,1,760.3928268331226,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,2,2,1271.1551345448206,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,3,3,1780.823495600581,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,4,4,2296.8793960475646,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,5,5,2803.598018185862,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,6,6,3319.2062669609695,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,7,7,3835.0088552212155,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,8,8,4349.16639544966,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,9,9,4858.014891773501,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,10,10,5369.743666177676,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,0,module_1--module_3,dense_periodic,11,11,5886.660109389661,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,0,12,24158.33006187913,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,1,13,24220.531517803403,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,2,14,24295.20923286977,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,3,15,24357.375896507878,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,4,16,24427.958801766603,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,5,17,25636.82271062467,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,6,18,25700.456082569035,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,7,19,25767.644672729908,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,8,20,25841.03302273423,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,9,21,25904.200181701275,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,10,22,27113.156946806357,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,11,23,27180.140496247488,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,12,24,27249.539800868886,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,13,25,27318.55533553129,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,14,26,27382.37987491206,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,15,27,28593.959494556108,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,16,28,28664.55135602928,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,17,29,28725.90555930881,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,18,30,28797.028021323193,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,19,31,28868.087659541532,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,20,32,30068.291621452106,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,21,33,30141.632272234874,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,22,34,30210.770442571964,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,23,35,30275.34689123916,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,24,36,30343.041802589945,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,25,37,31546.865024661627,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,26,38,31612.50813214201,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,27,39,31683.280127941503,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,28,40,31758.067486461845,direct_coherent_dynamic_graph,edge_localized
graph_0006,0,2,module_1--module_2,synchronization_bursty,29,41,31822.539585241022,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,0,0,288.89984681984726,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,1,1,776.5590360481249,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,2,2,1270.5944742659444,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,3,3,1766.1759008720585,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,4,4,2257.700761400184,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,5,5,2750.0774873485825,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,6,6,3244.847248196862,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,7,7,3739.232169993204,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,8,8,4237.74731637755,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,9,9,4728.853805388052,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,10,10,5215.179425734442,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,11,11,5710.101929501854,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,0,module_1--module_3,dense_periodic,12,12,6202.7203078434195,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,0,13,24169.08331968607,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,1,14,24230.392543219434,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,2,15,24298.54364122217,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,3,16,24360.070729850635,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,4,17,24420.337972362053,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,5,18,25650.250967370503,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,6,19,25715.559184719834,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,7,20,25782.198205473233,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,8,21,25844.947345334967,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,9,22,25911.916334541307,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,10,23,27141.297452953633,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,11,24,27209.64467722579,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,12,25,27270.209468225123,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,13,26,27337.31058305587,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,14,27,27404.97031175873,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,15,28,28631.765524175808,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,16,29,28704.95201669621,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,17,30,28768.18381572419,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,18,31,28831.348504695674,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,19,32,28895.64933240678,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,20,33,30126.11561514502,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,21,34,30192.469988131186,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,22,35,30251.462405971834,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,23,36,30322.96241539032,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,24,37,30388.57082373255,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,25,38,31620.35142522046,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,26,39,31678.82931132944,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,27,40,31740.714919920156,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,28,41,31809.412893866647,direct_coherent_dynamic_graph,edge_localized
graph_0006,1,2,module_1--module_2,synchronization_bursty,29,42,31876.0239527204,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,0,0,8412.287921928162,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,1,1,8467.051716706466,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,2,2,8528.24506416677,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,3,3,9916.23942327286,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,4,4,9979.203355248113,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,5,5,10043.863967014682,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,6,6,11427.976828002918,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,7,7,11484.332024225443,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,8,8,11549.033979926495,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,9,9,12938.72463862667,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,10,10,12991.83598107588,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,11,11,13053.342897702689,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,12,12,14439.219224644039,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,13,13,14500.957076313718,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,1,module_1--module_3,synchronization_bursty,14,14,14564.555422393383,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,0,15,15307.90774993058,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,1,16,15859.241674181678,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,2,17,16413.392254041515,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,3,18,16959.389878481583,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,4,19,17509.221759524735,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,5,20,18062.370144356977,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,6,21,18607.451904777485,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,7,22,19166.166696787244,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,8,23,19716.57301236351,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,9,24,20262.596642318207,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,10,25,20809.623445335692,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,11,26,21368.677441575466,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,12,27,21910.670214974605,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,13,28,22468.556007586103,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,14,29,23019.63917910759,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,15,30,23564.941993752283,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,16,31,24119.335223220176,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,2,module_2--module_3,dense_periodic,17,32,24663.108300942968,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,4,module_2--module_4,sparse_periodic,0,33,31773.8038415712,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,4,module_2--module_4,sparse_periodic,1,34,32840.97150694743,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,4,module_2--module_4,sparse_periodic,2,35,33904.990584496816,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,4,module_2--module_4,sparse_periodic,3,36,34965.002202812095,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,4,module_2--module_4,sparse_periodic,4,37,36029.9175737625,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,4,module_2--module_4,sparse_periodic,5,38,37090.93549482454,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,4,module_2--module_4,sparse_periodic,6,39,38155.22717542452,direct_coherent_dynamic_graph,edge_localized
graph_0007,0,4,module_2--module_4,sparse_periodic,7,40,39216.02659424261,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,0,0,8390.906689054644,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,1,1,8473.51822659508,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,2,2,8568.48144181171,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,3,3,8656.630276614727,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,4,4,8747.97064846556,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,5,5,9917.114934814485,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,6,6,10006.433073681817,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,7,7,10094.717509294758,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,8,8,10183.672082660414,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,9,9,10276.493856030227,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,10,10,11438.044436949167,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,11,11,11526.075579304845,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,12,12,11619.55494687559,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,13,13,11709.75787285179,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,14,14,11798.88154758267,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,15,15,12970.345376421235,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,16,16,13061.451551288239,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,17,17,13148.684625357542,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,18,18,13240.17453115374,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,19,19,13326.200363668124,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,20,20,14493.344825200249,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,21,21,14587.4468856584,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,22,22,14668.8680800672,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,23,23,14765.80172264814,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,1,module_1--module_3,synchronization_bursty,24,24,14853.153654900585,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,0,25,15128.13195315751,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,1,26,15640.362165823517,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,2,27,16148.350260236622,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,3,28,16654.509326012027,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,4,29,17166.77965541444,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,5,30,17672.5947219651,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,6,31,18188.657181140305,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,7,32,18692.280723403856,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,8,33,19208.714310983556,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,9,34,19715.61311256579,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,10,35,20220.98085774479,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,11,36,20732.629650713578,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,12,37,21241.89220381735,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,13,38,21747.116795536505,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,14,39,22264.71556870519,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,15,40,22769.607284457987,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,16,41,23275.46461186044,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,17,42,23793.12152585696,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,18,43,24300.76358157912,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,2,module_2--module_3,dense_periodic,19,44,24813.03723095665,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,4,module_2--module_4,sparse_periodic,0,45,31745.099217409464,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,4,module_2--module_4,sparse_periodic,1,46,32765.08280328091,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,4,module_2--module_4,sparse_periodic,2,47,33795.27155318649,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,4,module_2--module_4,sparse_periodic,3,48,34824.57271288999,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,4,module_2--module_4,sparse_periodic,4,49,35843.3910870551,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,4,module_2--module_4,sparse_periodic,5,50,36867.223109589606,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,4,module_2--module_4,sparse_periodic,6,51,37890.20919195109,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,4,module_2--module_4,sparse_periodic,7,52,38920.95660794771,direct_coherent_dynamic_graph,edge_localized
graph_0007,1,4,module_2--module_4,sparse_periodic,8,53,39943.79787387539,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,0,0,6224.242964678058,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,1,1,6302.331060494424,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,2,2,6387.141477574609,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,3,3,7836.560529661098,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,4,4,7918.738074187279,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,5,5,8002.215624075083,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,6,6,9458.006258935846,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,7,7,9531.093189585203,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,8,8,9619.32103843908,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,9,9,11071.805111994718,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,10,10,11153.037853552967,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,1,module_1--module_3,synchronization_bursty,11,11,11232.529818109073,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,2,module_3--module_4,sparse_periodic,0,12,12467.401302583921,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,2,module_3--module_4,sparse_periodic,1,13,13579.26377688656,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,2,module_3--module_4,sparse_periodic,2,14,14682.385075449789,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,2,module_3--module_4,sparse_periodic,3,15,15784.097045509085,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,2,module_3--module_4,sparse_periodic,4,16,16895.92385481164,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,0,17,17927.572332714382,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,1,18,18486.42033299542,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,2,19,19045.397069608523,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,3,20,19599.30767685162,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,4,21,20155.04451109386,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,5,22,20715.301363962804,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,6,23,21272.848857007106,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,7,24,21824.182211545434,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,8,25,22382.13987199218,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,9,26,22943.547594892083,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,10,27,23504.710100376557,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,11,28,24057.234624874636,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,12,29,24617.767292780867,direct_coherent_dynamic_graph,edge_localized
graph_0008,0,3,module_2--module_4,dense_periodic,13,30,25174.751181063966,direct_coherent_dynamic_graph,edge_localized
