task_name,source_task,target,model_name,sample_count,mae,rmse,r2
distillation_depth_estimation,distillation_depth_inference,distillation_depth,random_forest,108,0.17896296296296296,0.32285210465704184,0.8436497777777777
distillation_depth_estimation,distillation_depth_inference,distillation_depth,hist_gradient_boosting,108,0.21167324111990557,0.34344758516070595,0.8230656343709194
distillation_depth_estimation,distillation_depth_inference,distillation_depth,elastic_net,108,0.3959830513699491,0.4962733738143452,0.6305691076643907
retry_count_estimation,retry_policy_inference,actual_retry_count,random_forest,108,5.146394769787826,6.659513388758598,0.5252752291685363
retry_count_estimation,retry_policy_inference,actual_retry_count,hist_gradient_boosting,108,5.540999039741449,7.589441296182795,0.38343834336134464
retry_count_estimation,retry_policy_inference,actual_retry_count,elastic_net,108,5.268583606508503,6.794594073685629,0.5058214022776157
