alternate_path_count,trial_count,mean_absolute_timing_change_ns,std_absolute_timing_change_ns,mean_positive_delay_fraction,mean_negative_speedup_fraction,mean_observable_change_fraction,mean_before_leakage_ns,mean_transient_leakage_ns,mean_after_leakage_ns,mean_transient_amplification,reconfiguration_detection_accuracy,path_change_detection_accuracy,path_localization_before_accuracy,path_localization_after_accuracy,mean_victim_slowdown_ratio,mean_rerouting_additional_victim_latency_ns,mean_switching_overhead_ns,mean_state_transfer_overhead_ns,mean_redirected_victim_fraction,mean_hub_utilization,mean_link_utilization,mean_communication_qubit_utilization
1,240,60.113888888888894,97.62330242419993,0.20355902777777776,0.0,0.20355902777777776,90.5076923076923,89.56354166666667,43.568145161290325,0.6926610176676178,0.6041666666666666,1.0,1.0,0.2,1.0029943234304395,25.341666666666665,0.0,62.5,0.0,0.32984795279933715,0.1882730782430856,0.16332859332217883
2,330,48.401893939393936,77.37871381556296,0.18390151515151515,0.0,0.18390151515151515,73.72368742368742,78.40631313131313,28.730659518708535,3.6173750406619662,0.5272727272727272,0.3212121212121212,0.11818181818181818,0.14242424242424243,1.0047681536840132,141.07272727272726,210.3030303030303,272.72727272727275,0.09100711925947036,0.1672530192329027,0.14147085424219602,0.16117579480470187
4,1095,70.98964992389651,150.44104594802027,0.20312024353120242,1.902587519025875e-05,0.20313926940639268,64.0013715356181,55.756544901065446,59.020852624943466,2.946449186483754,0.5031963470319635,0.33881278538812787,0.0045662100456621,0.0730593607305936,1.009388735295839,-108.65388127853882,300.82191780821915,82.1917808219178,0.19709486615485672,0.13348060684783827,0.09558734586743738,0.16743596846582082
