path_selection_frequency,trial_count,mean_absolute_timing_change_ns,std_absolute_timing_change_ns,mean_positive_delay_fraction,mean_negative_speedup_fraction,mean_observable_change_fraction,mean_before_leakage_ns,mean_transient_leakage_ns,mean_after_leakage_ns,mean_transient_amplification,reconfiguration_detection_accuracy,path_change_detection_accuracy,path_localization_before_accuracy,path_localization_after_accuracy,mean_victim_slowdown_ratio,mean_rerouting_additional_victim_latency_ns,mean_switching_overhead_ns,mean_state_transfer_overhead_ns,mean_redirected_victim_fraction,mean_hub_utilization,mean_link_utilization,mean_communication_qubit_utilization
per_job,630,56.87645502645502,156.98303904820148,0.17331349206349206,0.0,0.17331349206349206,75.90818070818071,39.63373015873016,39.28181248780245,2.308372107128796,0.5,0.35873015873015873,0.17936507936507937,0.13333333333333333,1.0042002146626203,-31.107936507936508,15.396825396825397,309.5238095238095,0.15016219944380865,0.16606663197245627,0.12330419288298546,0.16012184660550144
per_layer,180,76.28032407407407,110.8140885766899,0.20115740740740742,0.0,0.20115740740740742,61.640598290598284,39.22083333333333,66.65672100372605,0.4298152230987806,0.45555555555555555,0.40555555555555556,0.0,0.027777777777777776,1.0078018158657227,-563.3055555555555,53.888888888888886,0.0,0.3311232536088858,0.1220629668125893,0.09238246396693853,0.16535227747057968
per_operation,855,68.50409356725146,115.38341468980906,0.21820175438596492,2.4366471734892787e-05,0.21822612085769982,66.91778163357111,89.34941520467837,55.92930345755599,3.572740466911656,0.5532163742690058,0.4888888888888889,0.2,0.10058479532163743,1.0099676390581203,63.92163742690059,443.7426900584795,0.0,0.10718930584326834,0.18002918988089847,0.11956558990968348,0.1696948384172843
