path_switching_cost_ns,trial_count,mean_absolute_timing_change_ns,std_absolute_timing_change_ns,mean_positive_delay_fraction,mean_negative_speedup_fraction,mean_observable_change_fraction,mean_before_leakage_ns,mean_transient_leakage_ns,mean_after_leakage_ns,mean_transient_amplification,reconfiguration_detection_accuracy,path_change_detection_accuracy,path_localization_before_accuracy,path_localization_after_accuracy,mean_victim_slowdown_ratio,mean_rerouting_additional_victim_latency_ns,mean_switching_overhead_ns,mean_state_transfer_overhead_ns,mean_redirected_victim_fraction,mean_hub_utilization,mean_link_utilization,mean_communication_qubit_utilization
0,75,45.95472222222222,63.03658925346221,0.18694444444444444,0.0,0.18694444444444444,62.12913308913309,62.85666666666667,33.234214982920676,14.875047568351896,0.48,0.3333333333333333,0.013333333333333334,0.08,1.004719393985143,-312.2133333333333,0.0,0.0,0.10383838383838384,0.13811490151736763,0.09318721213700686,0.16463338523643498
100,1515,63.83069306930693,129.80080200781305,0.19766226622662264,0.0,0.19766226622662264,70.5034949648811,62.82189218921893,49.45372088052201,1.9538120478897416,0.5188118811881188,0.4402640264026403,0.18613861386138614,0.1075907590759076,1.0074421611312452,-72.92607260726072,185.34653465346534,128.7128712871287,0.1522710029623652,0.1706827315857332,0.12016405725790065,0.16488142077199858
500,75,106.44694444444444,207.40034014444032,0.2463888888888889,0.0002777777777777778,0.24666666666666667,62.12913308913309,113.77777777777779,95.33803795315598,6.809072622387157,0.64,0.3333333333333333,0.013333333333333334,0.08,1.01258619767002,900.7866666666666,1573.3333333333333,0.0,0.09830372692441658,0.1543375140119117,0.1000196899615224,0.1811520505418379
