state_transfer_cost_ns,trial_count,mean_absolute_timing_change_ns,std_absolute_timing_change_ns,mean_positive_delay_fraction,mean_negative_speedup_fraction,mean_observable_change_fraction,mean_before_leakage_ns,mean_transient_leakage_ns,mean_after_leakage_ns,mean_transient_amplification,reconfiguration_detection_accuracy,path_change_detection_accuracy,path_localization_before_accuracy,path_localization_after_accuracy,mean_victim_slowdown_ratio,mean_rerouting_additional_victim_latency_ns,mean_switching_overhead_ns,mean_state_transfer_overhead_ns,mean_redirected_victim_fraction,mean_hub_utilization,mean_link_utilization,mean_communication_qubit_utilization
0,60,27.00972222222222,32.09166087782073,0.13819444444444443,0.0,0.13819444444444443,88.74871794871795,33.4,0.2946236559139785,0.4706819120962532,0.4,0.06666666666666667,0.06666666666666667,0.2,1.0008461875029562,1.3333333333333333,0.0,0.0,0.0,0.1515563493989257,0.12135216298058672,0.15340884010281855
500,1545,67.9104099244876,136.65527257856257,0.20422060409924486,1.3484358144552318e-05,0.20423408845738944,68.27334542480173,67.77135922330098,54.716744738074844,2.9363419886644992,0.5320388349514563,0.4588996763754045,0.1786407766990291,0.09773462783171522,1.0080334597741432,-81.63300970873786,258.12297734627833,48.54368932038835,0.15912700828167853,0.16979385604479652,0.11775300889091363,0.16655029083534634
2000,60,26.524305555555554,32.03907155932263,0.1357638888888889,0.0,0.1357638888888889,88.74871794871795,28.533333333333335,0.17096774193548386,0.35741632743269425,0.4,0.06666666666666667,0.06666666666666667,0.2,1.0018387814457503,995.05,0.0,2000.0,0.0,0.1515563493989257,0.12215893146353982,0.15340884010281855
