scenario_name,same_module,shared_components,shared_component_count,expected_mechanism,workload_name,trial_id,victim_phase_ns,probe_count,affected_probe_count,affected_probe_fraction,mean_excess_turnaround_ns,median_excess_turnaround_ns,p95_excess_turnaround_ns,max_excess_turnaround_ns,total_excess_turnaround_ns,attacker_baseline_mean_wait_ns,attacker_combined_mean_wait_ns,victim_request_count,victim_baseline_mean_latency_ns,victim_combined_mean_latency_ns,victim_mean_latency_slowdown,victim_baseline_makespan_ns,victim_combined_makespan_ns,victim_makespan_slowdown,max_causal_accounting_error_ns
shared_local_route_only,True,local_route,1,local_route_wait,periodic_sparse,1,311.6978592802601,48,3,0.0625,0.7311162050163205,0.0,7.603608532169125,11.697859280262492,35.09357784078338,0.0,0.7311162050163205,22,205.0,205.0,1.0,19105.000000000004,19105.000000000004,1.0,0.0
shared_communication_qubit_only,True,communication_qubit,1,communication_qubit_reuse_wait,periodic_sparse,1,311.6978592802601,48,10,0.20833333333333334,23.062054016721095,0.0,155.69785928026093,176.6978592802625,1106.9785928026126,0.0,23.062054016721095,22,205.0,243.1690575671656,1.186190524717881,19105.000000000004,19105.000000000004,1.0,0.0
shared_interconnect_port_only,True,interconnect_port,1,interconnect_port_wait,periodic_sparse,1,311.6978592802601,48,6,0.125,7.087232410032641,0.0,65.69785928026093,86.69785928026249,340.18715568156676,0.0,7.087232410032641,22,205.0,214.08240201447404,1.044304400070605,19105.000000000004,19105.000000000004,1.0,0.0
shared_reset_engine_only,True,reset_engine,1,late_reset_recovery_wait,periodic_sparse,1,311.6978592802601,48,3,0.0625,1.3561162050163205,0.0,14.103608532169112,21.69785928026249,65.09357784078338,0.0,1.3561162050163205,22,205.0,205.0,1.0,19105.000000000004,19105.000000000004,1.0,0.0
shared_endpoint_without_reset,True,local_route;communication_qubit;interconnect_port,3,active_endpoint_contention,periodic_sparse,1,311.6978592802601,48,10,0.20833333333333334,23.062054016721095,0.0,155.69785928026093,176.6978592802625,1106.9785928026126,0.0,23.062054016721095,22,205.0,243.1690575671656,1.186190524717881,19105.000000000004,19105.000000000004,1.0,0.0
shared_full_endpoint_pipeline,True,local_route;communication_qubit;interconnect_port;reset_engine,4,full_endpoint_pipeline_contention,periodic_sparse,1,311.6978592802601,48,10,0.20833333333333334,23.062054016721095,0.0,155.69785928026093,176.6978592802625,1106.9785928026126,0.0,23.062054016721095,22,205.0,243.1690575671656,1.186190524717881,19105.000000000004,19105.000000000004,1.0,0.0
separate_modules_control,False,none,0,no_cross_tenant_endpoint_contention,periodic_sparse,2,116.40546722325146,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,205.0,205.0,1.0,20005.0,20005.0,1.0,0.0
shared_module_fully_independent,True,none,0,module_colocation_without_pipeline_sharing,periodic_sparse,2,116.40546722325146,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,205.0,205.0,1.0,20005.0,20005.0,1.0,0.0
shared_local_route_only,True,local_route,1,local_route_wait,periodic_sparse,2,116.40546722325146,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,205.0,205.46885210131495,1.0022870834210484,20005.0,20005.0,1.0,0.0
shared_communication_qubit_only,True,communication_qubit,1,communication_qubit_reuse_wait,periodic_sparse,2,116.40546722325146,48,9,0.1875,19.013525104359758,0.0,140.40546722325166,161.40546722325234,912.6492050092684,0.0,19.013525104359758,23,205.0,254.32782002366213,1.240623512310547,20005.0,20053.594532776748,1.0024291193589976,0.0
