scenario_name,same_module,shared_components,shared_component_count,expected_mechanism,trial_count,mean_affected_probe_fraction,std_affected_probe_fraction,mean_excess_turnaround_ns,median_excess_turnaround_ns,mean_p95_excess_turnaround_ns,max_excess_turnaround_ns,mean_total_excess_turnaround_ns,attacker_baseline_mean_wait_ns,mean_victim_latency_slowdown,max_victim_latency_slowdown,mean_victim_makespan_slowdown,max_causal_accounting_error_ns
separate_modules_control,False,none,0,no_cross_tenant_endpoint_contention,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
shared_communication_qubit_only,True,communication_qubit,1,communication_qubit_reuse_wait,36,0.4016203703703704,0.1520862777855141,63.65075898766707,34.18766953003098,223.09437849266118,360.0,3055.2364314080196,0.0,1.3157000278347064,1.536898450162891,1.0064790497036513,9.094947017729282e-13
shared_endpoint_without_reset,True,local_route;communication_qubit;interconnect_port,3,active_endpoint_contention,36,0.4016203703703704,0.1520862777855141,70.87298120988929,34.18766953003098,264.3597619435323,555.0,3401.903098074686,0.0,1.2853704856941406,1.443440570567713,1.0045822679794558,9.094947017729282e-13
shared_full_endpoint_pipeline,True,local_route;communication_qubit;interconnect_port;reset_engine,4,full_endpoint_pipeline_contention,36,0.4016203703703704,0.1520862777855141,70.87298120988929,34.18766953003098,264.3597619435323,555.0,3401.903098074686,0.0,1.2853704856941406,1.443440570567713,1.0045822679794558,9.094947017729282e-13
shared_interconnect_port_only,True,interconnect_port,1,interconnect_port_wait,36,0.1730324074074074,0.053826644423666394,8.779011297534984,0.0,66.33336906646306,104.67618319384383,421.3925422816792,0.0,1.07703389675584,1.1399951260885146,1.0008515467336299,9.094947017729282e-13
shared_local_route_only,True,local_route,1,local_route_wait,36,0.11053240740740741,0.09692947705898186,8.577144642160818,0.0,53.18467432635912,244.69199003772724,411.70294282371924,0.0,1.0040791752284193,1.0153788517841764,1.00004541232481,9.094947017729282e-13
shared_module_fully_independent,True,none,0,module_colocation_without_pipeline_sharing,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
shared_reset_engine_only,True,reset_engine,1,late_reset_recovery_wait,36,0.06018518518518518,0.026247532847863003,1.153967209919059,0.0,7.632709979990906,39.676183193843826,55.390426076114835,0.0,1.0116254178729993,1.0386987255054554,1.0001565790192681,0.0
