scheduler_policy,queue_depth,tenant_count,hub_capacity,link_capacity,communication_qubits_per_module,priority_profile,decision_interval_ns,lookahead_window_ns,preemption_allowed,epr_prefetch_enabled,trial_count,mean_remote_latency_ns,p95_remote_latency_ns,p99_remote_latency_ns,mean_queue_delay_ns,p95_queue_delay_ns,mean_positive_delay_fraction,mean_negative_speedup_fraction,mean_failure_transition_fraction,mean_observable_change_fraction,mean_signed_attacker_change_ns,mean_absolute_attacker_change_ns,mean_victim_slowdown_ratio_successful_only,victim_success_probability,tenant_success_fairness,tenant_wait_fairness,hub_utilization,link_utilization,communication_qubit_utilization,scheduler_reordering_rate,deadline_miss_fraction,mean_phase_boundary_visibility,mean_preemption_count,mean_epr_expiration_fraction,mean_queue_occupancy,mean_maximum_queue_occupancy,request_rejection_fraction
endpoint_aware,32,4,2,1,2,equal,20,500,False,False,15,757.394299748896,2841.1999999999994,3170.4433333333336,643.0621106751946,2728.2999999999997,0.005555555555555555,0.0,0.2513888888888889,0.2569444444444444,7.472222222222222,7.472222222222222,1.0,0.4,0.8927740384282418,0.6338392524079614,0.29142811216728276,0.16999805847516658,0.11657124486691313,0.04201128664469786,0.33916102472269455,0.23890577507598784,0.0,0.0,3.031848914788741,24.333333333333332,0.22192273135669363
endpoint_aware,32,4,2,1,2,equal,20,2000,False,False,15,731.041741903028,2928.433333333333,3261.186666666667,616.454361967353,2815.433333333333,0.0027777777777777775,0.0027777777777777775,0.2513888888888889,0.2569444444444444,3.25,4.75,1.0175579862471942,0.4,0.9083811658712063,0.6061006195091324,0.29959898510189054,0.17634208604011897,0.11983959404075623,0.04496998497952828,0.32184610061033214,0.20919540229885056,0.0,0.0,3.0991369195326173,24.266666666666666,0.20844564240790656
endpoint_aware,32,4,2,1,2,equal,100,0,False,False,15,1672.2842516969074,5273.199999999999,5946.886666666667,1557.2473522624753,5160.066666666667,0.005555555555555555,0.005555555555555555,0.5097222222222222,0.5208333333333334,-0.5555555555555556,1.6666666666666667,1.0194931773879141,0.2,0.760314286067851,0.6412323430465846,0.2369086568883109,0.14244857708904768,0.09476346275532437,0.07278007826781965,0.5452042025021152,0.28063609879807566,0.0,0.0,5.877143375564634,27.933333333333334,0.37601078167115903
endpoint_aware,32,4,2,1,2,equal,100,500,False,False,15,1513.1214355528778,5598.249999999999,6198.6,1397.6092750110981,5484.083333333332,0.005555555555555555,0.0027777777777777775,0.5097222222222222,0.5180555555555555,0.2777777777777778,0.8333333333333334,1.0368324125230204,0.2,0.8363881243700502,0.7087457370573704,0.2546999539183714,0.1573390485924431,0.10187998156734857,0.08745248066466885,0.49639719573068714,0.25874781324730767,0.0,0.0,6.015272302785039,28.0,0.3288409703504043
endpoint_aware,32,4,2,1,2,equal,100,2000,False,False,15,1519.7339048737258,5599.15,6319.213333333333,1404.5610397397118,5484.316666666667,0.013888888888888888,0.0027777777777777775,0.44583333333333336,0.4625,1.1111111111111112,1.6666666666666667,1.1323699009011767,0.2,0.8200668620291055,0.6532926148231534,0.25649516403766337,0.15541146205757908,0.10259806561506536,0.0790759280684896,0.4929211900791597,0.21861660079051384,0.0,0.0,6.027706557418426,28.0,0.325696316262354
first_come_first_served,32,4,2,1,2,equal,0,0,False,False,15,735.498211806874,2284.0366666666664,2549.006,620.7189851753343,2172.47,0.12916666666666668,0.0,0.3222222222222222,0.4513888888888889,104.57916666666667,104.57916666666667,1.00343865877795,0.4666666666666667,0.8680176288092807,0.6328854373784824,0.28500400455305924,0.16889054670673007,0.11400160182122371,0.015882430971717938,0.3780912479361246,0.6242573454913881,0.0,0.0,2.9333717813969566,24.666666666666668,0.24438454627133874
first_come_first_served,32,4,2,1,2,equal,0,500,False,False,15,758.1626793718186,2222.3833333333328,2506.425333333333,643.0603902828461,2108.7166666666662,0.11944444444444444,0.0,0.3861111111111111,0.5055555555555555,137.875,137.875,1.0001711547238703,0.5333333333333333,0.8842311302724895,0.6560827301897008,0.2855527603576075,0.17188929730078867,0.11422110414304301,0.012231103866281809,0.39739888721862154,0.7207480580884836,0.0,0.0,3.0229327744462604,24.666666666666668,0.24887690925426775
first_come_first_served,32,4,2,1,2,equal,0,2000,False,False,15,809.4786625779933,2337.62,2565.4506666666666,694.5994394707525,2223.9966666666664,0.1375,0.008333333333333333,0.3819444444444445,0.5277777777777778,139.60277777777776,140.45833333333334,1.0018145161290322,0.4,0.8495377405127053,0.577925016493069,0.27500498009462504,0.16374454550325862,0.11000199203785002,0.013962332170198861,0.4153630681989316,0.7145575818980074,0.0,0.0,3.1013316130694,24.666666666666668,0.27178796046720577
first_come_first_served,32,4,2,1,2,equal,20,0,False,False,15,736.2255003313442,2332.8666666666663,2629.1986666666667,621.6648399583635,2220.333333333333,0.19722222222222224,0.0,0.19166666666666668,0.3888888888888889,204.41666666666666,204.41666666666666,1.0,0.4,0.9309839692944536,0.7572554200816438,0.30632516639394186,0.18001082168526525,0.12253006655757677,0.011928863453478333,0.3354439351498175,0.6813032759202973,0.0,0.0,3.325340180023898,24.533333333333335,0.19092542677448338
first_come_first_served,32,4,2,1,2,equal,20,500,False,False,15,805.7649113500094,2376.6099999999997,2664.4593333333332,691.470409514633,2263.516666666666,0.1763888888888889,0.0013888888888888887,0.19305555555555556,0.37083333333333335,178.55555555555557,178.61111111111111,1.0,0.4,0.9072869641557209,0.6588092791146416,0.2963373831996606,0.1717393075914776,0.11853495327986424,0.016410022887987194,0.36049203337248875,0.6059657905715478,0.0,0.0,3.433240373290951,24.6,0.20799640610961365
first_come_first_served,32,4,2,1,2,equal,20,2000,False,False,15,779.4279064574989,2319.856666666666,2650.38,664.7989885913681,2207.2899999999995,0.15,0.0,0.2513888888888889,0.40138888888888885,167.3111111111111,167.3111111111111,1.0039370078740157,0.4,0.9053832776614557,0.7210843901930991,0.29568584886059834,0.17463460932137984,0.11827433954423934,0.013204124983745678,0.3634433183830717,0.4383383875438167,0.0,0.0,3.314715970442838,24.466666666666665,0.2192273135669362
first_come_first_served,32,4,2,1,2,equal,100,0,False,False,15,1863.2392340100787,4411.46,4794.392666666667,1747.9947802742251,4296.5599999999995,0.1486111111111111,0.009722222222222222,0.6305555555555556,0.788888888888889,559.1301169590644,564.6856725146198,1.0,0.2,0.7342582066862685,0.6492959323926347,0.21717308325552453,0.13330345282718917,0.08686923330220982,0.02419670235173369,0.6718100755453696,0.7324535237578716,0.0,0.0,6.246142201237762,27.933333333333334,0.42946990116801437
first_come_first_served,32,4,2,1,2,equal,100,500,False,False,15,1827.9807917991116,4365.986666666667,4752.720666666666,1712.5394902188912,4251.1866666666665,0.20833333333333334,0.004166666666666667,0.5555555555555556,0.7680555555555555,593.25,595.4722222222223,1.0,0.2,0.8035501768393474,0.7033032310541961,0.23581303666946077,0.14585761893229304,0.0943252146677843,0.01673043121669198,0.6453972121595462,0.7006781049824528,0.0,0.0,6.854828834160051,28.133333333333333,0.37960467205750226
first_come_first_served,32,4,2,1,2,equal,100,2000,False,False,15,1832.1387828427178,4409.8533333333335,4802.804000000001,1716.799593843764,4295.1033333333335,0.15694444444444444,0.0,0.6361111111111111,0.7930555555555556,778.8538011695906,778.8538011695906,1.0,0.2,0.760821405747994,0.7133022888360628,0.22160721888178286,0.13714806128394025,0.08864288755271314,0.01978727335338897,0.6585483022143364,0.6463172576216055,0.0,0.0,6.534055290013211,28.0,0.4191374663072776
link_aware,32,4,2,1,2,equal,0,0,False,False,15,784.2060607487722,2671.8233333333333,2935.0066666666667,669.4473394023463,2556.5899999999997,0.00972222222222222,0.0,0.38055555555555554,0.3902777777777777,2.3319444444444444,2.3319444444444444,1.0,0.4666666666666667,0.8318144402218184,0.4450924050553432,0.27690250834136276,0.163777561772966,0.11076100333654512,0.04586064041716212,0.38376597432716975,0.38589665653495436,0.0,0.0,2.9258098248554427,24.4,0.2663971248876909
