attacker_request_id,probe_id,window_name,observation_duration_ns,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
0,0,start_p5us,20000,25000,25030,25030,25525,25635,110,495,605,module_3,module_4,27,0,110,25140,495,495,True
1,1,start_p5us,20000,25420,25450,25450,26295,26405,110,845,955,module_3,module_4,34,0,110,25560,845,845,True
2,2,start_p5us,20000,25840,25870,25870,27065,27175,110,1195,1305,module_3,module_4,41,0,110,25980,1195,1195,True
3,3,start_p5us,20000,26260,26290,26290,27835,27945,110,1545,1655,module_3,module_4,48,0,110,26400,1545,1545,True
4,4,start_p5us,20000,26680,26710,26710,27945,28055,110,1235,1345,module_3,module_4,49,0,110,26820,1235,1235,True
5,5,start_p5us,20000,27100,27130,27130,28055,28165,110,925,1035,module_3,module_4,50,0,110,27240,925,925,True
6,6,start_p5us,20000,27520,27550,27550,28165,28275,110,615,725,module_3,module_4,51,0,110,27660,615,615,True
7,7,start_p5us,20000,27940,27970,27970,28275,28385,110,305,415,module_3,module_4,52,0,110,28080,305,305,True
8,8,start_p5us,20000,28360,28390,28390,28390,28500,110,0,110,module_3,module_4,53,0,110,28500,0,0,False
9,9,start_p5us,20000,28780,28810,28810,29625,29735,110,815,925,module_3,module_4,63,0,110,28920,815,815,True
10,10,start_p5us,20000,29200,29230,29230,29735,29845,110,505,615,module_3,module_4,64,0,110,29340,505,505,True
11,11,start_p5us,20000,29620,29650,29650,30835,30945,110,1185,1295,module_3,module_4,74,0,110,29760,1185,1185,True
12,12,start_p5us,20000,30040,30070,30070,31935,32045,110,1865,1975,module_3,module_4,84,0,110,30180,1865,1865,True
13,13,start_p5us,20000,30460,30490,30490,32045,32155,110,1555,1665,module_3,module_4,85,0,110,30600,1555,1555,True
14,14,start_p5us,20000,30880,30910,30910,32155,32265,110,1245,1355,module_3,module_4,86,0,110,31020,1245,1245,True
15,15,start_p5us,20000,31300,31330,31330,32265,32375,110,935,1045,module_3,module_4,87,0,110,31440,935,935,True
16,16,start_p5us,20000,31720,31750,31750,32375,32485,110,625,735,module_3,module_4,88,0,110,31860,625,625,True
17,17,start_p5us,20000,32140,32170,32170,32485,32595,110,315,425,module_3,module_4,89,0,110,32280,315,315,True
18,18,start_p5us,20000,32560,32590,32590,32595,32705,110,5,115,module_3,module_4,90,0,110,32700,5,5,True
19,19,start_p5us,20000,32980,33010,33010,33010,33120,110,0,110,module_3,module_4,91,0,110,33120,0,0,False
20,20,start_p5us,20000,33400,33430,33430,33430,33540,110,0,110,module_3,module_4,92,0,110,33540,0,0,False
21,21,start_p5us,20000,33820,33850,33850,33850,33960,110,0,110,module_3,module_4,93,0,110,33960,0,0,False
22,22,start_p5us,20000,34240,34270,34270,34270,34380,110,0,110,module_3,module_4,94,0,110,34380,0,0,False
23,23,start_p5us,20000,34660,34690,34690,34690,34800,110,0,110,module_3,module_4,95,0,110,34800,0,0,False
24,24,start_p5us,20000,35080,35110,35110,35110,35220,110,0,110,module_3,module_4,96,0,110,35220,0,0,False
25,25,start_p5us,20000,35500,35530,35530,35530,35640,110,0,110,module_3,module_4,97,0,110,35640,0,0,False
26,26,start_p5us,20000,35920,35950,35950,35950,36060,110,0,110,module_3,module_4,98,0,110,36060,0,0,False
27,27,start_p5us,20000,36340,36370,36370,36370,36480,110,0,110,module_3,module_4,99,0,110,36480,0,0,False
28,28,start_p5us,20000,36760,36790,36790,36790,36900,110,0,110,module_3,module_4,100,0,110,36900,0,0,False
29,29,start_p5us,20000,37180,37210,37210,37210,37320,110,0,110,module_3,module_4,101,0,110,37320,0,0,False
30,30,start_p5us,20000,37600,37630,37630,37630,37740,110,0,110,module_3,module_4,102,0,110,37740,0,0,False
31,31,start_p5us,20000,38020,38050,38050,38050,38160,110,0,110,module_3,module_4,103,0,110,38160,0,0,False
32,32,start_p5us,20000,38440,38470,38470,38470,38580,110,0,110,module_3,module_4,104,0,110,38580,0,0,False
33,33,start_p5us,20000,38860,38890,38890,38890,39000,110,0,110,module_3,module_4,105,0,110,39000,0,0,False
34,34,start_p5us,20000,39280,39310,39310,39310,39420,110,0,110,module_3,module_4,106,0,110,39420,0,0,False
35,35,start_p5us,20000,39700,39730,39730,39730,39840,110,0,110,module_3,module_4,107,0,110,39840,0,0,False
36,36,start_p5us,20000,40120,40150,40150,40150,40260,110,0,110,module_3,module_4,108,0,110,40260,0,0,False
37,37,start_p5us,20000,40540,40570,40570,40570,40680,110,0,110,module_3,module_4,109,0,110,40680,0,0,False
38,38,start_p5us,20000,40960,40990,40990,40990,41100,110,0,110,module_3,module_4,110,0,110,41100,0,0,False
39,39,start_p5us,20000,41380,41410,41410,41410,41520,110,0,110,module_3,module_4,111,0,110,41520,0,0,False
40,40,start_p5us,20000,41800,41830,41830,41830,41940,110,0,110,module_3,module_4,112,0,110,41940,0,0,False
41,41,start_p5us,20000,42220,42250,42250,42250,42360,110,0,110,module_3,module_4,113,0,110,42360,0,0,False
42,42,start_p5us,20000,42640,42670,42670,42670,42780,110,0,110,module_3,module_4,114,0,110,42780,0,0,False
43,43,start_p5us,20000,43060,43090,43090,43090,43200,110,0,110,module_3,module_4,115,0,110,43200,0,0,False
44,44,start_p5us,20000,43480,43510,43510,43510,43620,110,0,110,module_3,module_4,116,0,110,43620,0,0,False
45,45,start_p5us,20000,43900,43930,43930,43930,44040,110,0,110,module_3,module_4,117,0,110,44040,0,0,False
46,46,start_p5us,20000,44320,44350,44350,44350,44460,110,0,110,module_3,module_4,118,0,110,44460,0,0,False
47,47,start_p5us,20000,44740,44770,44770,44770,44880,110,0,110,module_3,module_4,119,0,110,44880,0,0,False
