run_type,victim_remote_event_id,victim_trace_step,op_name,qubits,source_module,target_modules,arrival_time_ns,service_start_time_ns,completion_time_ns,waiting_time_ns,turnaround_time_ns,service_time_ns
victim_present,0,21,cx,"1,5",module_0,module_1,605,605,715,0,110,110
victim_present,1,23,cx,"1,5",module_0,module_1,615,715,825,100,210,110
victim_present,2,49,cx,"2,8",module_0,module_1,745,825,935,80,190,110
victim_present,3,51,cx,"2,8",module_0,module_1,755,935,1045,180,290,110
victim_present,4,55,cx,"1,9",module_0,module_1,775,1045,1155,270,380,110
victim_present,5,57,cx,"1,9",module_0,module_1,785,1155,1265,370,480,110
victim_present,6,62,cx,"1,5",module_0,module_1,810,1265,1375,455,565,110
victim_present,7,63,cx,"3,9",module_0,module_1,815,1375,1485,560,670,110
victim_present,8,65,cx,"1,5",module_0,module_1,825,1485,1595,660,770,110
victim_present,9,75,cx,"3,9",module_0,module_1,875,1595,1705,720,830,110
victim_present,10,86,cx,"1,9",module_0,module_1,930,1705,1815,775,885,110
victim_present,11,88,cx,"1,9",module_0,module_1,940,1815,1925,875,985,110
victim_present,12,96,cx,"4,10",module_0,module_2,980,1925,2035,945,1055,110
victim_present,13,98,cx,"4,10",module_0,module_2,990,2035,2145,1045,1155,110
victim_present,14,99,cx,"8,10",module_1,module_2,995,2145,2255,1150,1260,110
victim_present,15,101,cx,"8,10",module_1,module_2,1005,2255,2365,1250,1360,110
victim_present,16,115,cx,"0,11",module_0,module_2,1075,2475,2585,1400,1510,110
victim_present,17,117,cx,"0,11",module_0,module_2,1085,2585,2695,1500,1610,110
victim_present,18,125,cx,"3,9",module_0,module_1,1125,2695,2805,1570,1680,110
victim_present,19,127,cx,"3,9",module_0,module_1,1135,2805,2915,1670,1780,110
victim_present,20,141,cx,"4,12",module_0,module_2,1205,2915,3025,1710,1820,110
victim_present,21,143,cx,"4,12",module_0,module_2,1215,3025,3135,1810,1920,110
victim_present,22,148,cx,"4,10",module_0,module_2,1240,3135,3245,1895,2005,110
victim_present,23,150,cx,"4,10",module_0,module_2,1250,3245,3355,1995,2105,110
victim_present,24,154,cx,"2,13",module_0,module_2,1270,3355,3465,2085,2195,110
victim_present,25,156,cx,"2,13",module_0,module_2,1280,3465,3575,2185,2295,110
victim_present,26,161,cx,"2,8",module_0,module_1,1305,3575,3685,2270,2380,110
victim_present,27,163,cx,"2,8",module_0,module_1,1315,3685,3795,2370,2480,110
victim_present,28,164,cx,"8,10",module_1,module_2,1320,3795,3905,2475,2585,110
victim_present,29,166,cx,"8,10",module_1,module_2,1330,3905,4015,2575,2685,110
victim_present,30,185,cx,"0,11",module_0,module_2,1425,4015,4125,2590,2700,110
victim_present,31,187,cx,"0,11",module_0,module_2,1435,4125,4235,2690,2800,110
victim_present,32,197,cx,"2,13",module_0,module_2,1485,4345,4455,2860,2970,110
victim_present,33,199,cx,"2,13",module_0,module_2,1495,4455,4565,2960,3070,110
victim_present,34,220,cx,"6,14",module_1,module_2,1600,4565,4675,2965,3075,110
victim_present,35,222,cx,"6,14",module_1,module_2,1610,4675,4785,3065,3175,110
victim_present,36,243,cx,"4,12",module_0,module_2,1715,4785,4895,3070,3180,110
victim_present,37,245,cx,"4,12",module_0,module_2,1725,4895,5005,3170,3280,110
victim_present,38,255,cx,"6,14",module_1,module_2,1775,5005,5115,3230,3340,110
victim_present,39,257,cx,"6,14",module_1,module_2,1785,5115,5225,3330,3440,110
victim_present,40,275,barrier,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",module_0,"module_1,module_2",1875,5335,5455,3460,3580,120
