profile_name,method,sample_count,chance_accuracy,accuracy,balanced_accuracy,macro_f1,mean_template_margin_ns
clean,nearest_clean_template,11,0.09090909090909091,1.0,1.0,1.0,45.39772727272727
timestamp_5ns,nearest_clean_template,110,0.09090909090909091,1.0,1.0,1.0,44.83623172605585
timestamp_20ns,nearest_clean_template,110,0.09090909090909091,1.0,1.0,1.0,43.14454560493314
scheduler_5ns,nearest_clean_template,110,0.09090909090909091,0.9727272727272728,0.9727272727272727,0.9720995117414556,44.273106060606054
scheduler_20ns,nearest_clean_template,110,0.09090909090909091,0.9636363636363636,0.9636363636363636,0.9621212121212122,40.95378787878789
combined_5ns,nearest_clean_template,110,0.09090909090909091,0.9727272727272728,0.9727272727272727,0.9720995117414556,43.98441800253527
combined_20ns,nearest_clean_template,110,0.09090909090909091,0.9090909090909091,0.9090909090909091,0.898989898989899,39.97963345451271
combined_50ns,nearest_clean_template,110,0.09090909090909091,0.7909090909090909,0.7909090909090909,0.7755327285687816,34.235178629383114
