scenario_name,scenario_family,link_capacity,shared_backend_components,backend_capacity,workload_name,trial_id,victim_phase_ns,probe_count,affected_probe_count,affected_probe_fraction,mean_excess_turnaround_ns,p95_excess_turnaround_ns,max_excess_turnaround_ns,direct_critical_affected_fraction,reset_reuse_affected_fraction,other_reuse_affected_fraction,mean_direct_cross_tenant_critical_wait_ns,mean_reset_reuse_cascade_ns,mean_postcompletion_wait_ns,longest_affected_run,affected_gap_cv,autocorr_lag1,victim_mean_request_slowdown,victim_makespan_slowdown
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,0,594.1504913967401,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,1,129.64180581814963,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,2,417.21428942408545,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,3,628.4650487727806,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,4,367.0125364734358,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,5,415.54157174050437,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,6,235.0222309653707,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,7,375.4908194870964,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,8,266.77247324875657,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
isolated_backend_link2,isolated_backend,2,,1,synchronization_bursty,9,357.20102251331497,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,0,480.71560829821397,48,6,0.125,3.0869025129972365,29.77572725557461,42.69125821495618,0.0625,0.0,0.0625,2.6372012564986185,0.0,0.0,2,1.0272053760058488,0.08830346973137758,1.0267184956226816,1.002181654018972
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,1,630.4463403419877,48,5,0.10416666666666667,2.7124671084078877,10.458843226466975,68.58371070053909,0.08333333333333333,0.0,0.020833333333333332,2.0128064688133236,0.0,0.0,2,0.8193033839148954,0.3383782940886165,1.0288273085491897,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,2,184.0725379784687,48,6,0.125,3.4626477440486574,32.878565771322016,45.67235878456995,0.0625,0.0,0.0625,2.825073872024319,0.0,0.0,2,1.0272053760058488,0.1359479534459825,1.0173357521839113,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,3,317.15754733141074,48,6,0.125,4.956361342578172,44.83603669055287,59.585405006055225,0.0625,0.0,0.0625,3.571930671289086,0.0,0.0,2,1.0272053760058488,0.2580790956584029,1.0119041021796016,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,4,371.10561707714817,48,6,0.125,4.164821549067729,38.417065113775266,53.282269087618715,0.0625,0.0,0.0625,3.1761607745338645,0.0,0.0,2,1.0272053760058488,0.20486822298174506,1.0145744522195534,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,5,485.8776153986558,48,6,0.125,3.605560704328847,33.98415390690943,47.431498661224396,0.0625,0.0,0.0625,2.8965303521644237,0.0,0.0,2,1.0272053760058488,0.15200929479552128,1.0236062392525294,1.0016857464551912
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,6,546.1810346387633,48,6,0.125,3.4857797089412466,32.41440219905976,46.843556966021424,0.0625,0.0,0.0625,2.8366398544706235,0.0,0.0,2,1.0272053760058488,0.1392751885213394,1.0174574295164693,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,7,609.4099524431582,48,6,0.125,4.013813098833755,36.412499674084074,51.14925123362991,0.0625,0.0,0.0625,3.1006565494168776,0.0,0.0,2,1.0272053760058488,0.1921086785858576,1.0159775252093197,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,8,672.1465561717492,48,6,0.125,4.369974181802054,39.4076777002761,54.85339833548824,0.0625,0.0,0.0625,3.2787370909010085,0.0,0.0,2,1.0272053760058488,0.22083121813660442,1.014085044105504,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,sparse_periodic,9,270.3170724214532,48,5,0.10416666666666667,2.7946640589267417,12.791207651001695,67.65176590683677,0.08333333333333333,0.0,0.020833333333333332,2.114418935867642,0.0,0.0,2,0.8137703743822468,0.322962738979093,1.0278609550955375,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,dense_periodic,0,176.3217694043617,48,11,0.22916666666666666,6.829008652723512,44.4499918825793,66.64597743749255,0.14583333333333334,0.0,0.08333333333333333,5.357303886743854,0.0,0.0,3,0.9134109297721474,0.2804482964671429,1.026361039276239,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,dense_periodic,1,441.1257097459797,48,12,0.25,7.58116906945732,46.62746205506896,68.87759001521954,0.16666666666666666,0.0,0.08333333333333333,5.8891688807612255,0.0,0.0,3,0.8397046919925204,0.2641305321416936,1.0260165107395798,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,dense_periodic,2,612.5992388755034,48,11,0.22916666666666666,5.664226606016314,39.37212930082555,59.96283702216488,0.14583333333333334,0.0,0.08333333333333333,4.682884506771444,0.0,0.0,3,0.9134109297721474,0.2162055235854844,1.0281108020744967,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,dense_periodic,3,488.3481337513038,48,9,0.1875,4.550459785854646,35.39086504128863,58.06653798397747,0.14583333333333334,0.0,0.041666666666666664,4.238625136242159,0.0,0.0,3,0.7929746933325981,0.10769838856970201,1.0269753256214922,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,dense_periodic,4,481.6688238878753,48,9,0.1875,5.313635524162767,37.889881206390314,63.557886840259016,0.14583333333333334,0.0,0.041666666666666664,4.590582205757879,0.0,0.0,3,0.7929746933325981,0.2121363313314595,1.0267598787079635,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,dense_periodic,5,372.037539820366,48,10,0.20833333333333334,5.53639197016264,37.44339208396742,61.16524831601782,0.14583333333333334,0.0,0.0625,4.570775104714841,0.0,0.0,3,0.8634593969478328,0.20354167526468772,1.0280109406616653,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,dense_periodic,6,314.28699693015824,48,10,0.20833333333333334,6.299174542574558,40.431481471107084,66.66193471655879,0.14583333333333334,0.0,0.0625,5.070591038414913,0.0,0.0,3,0.8634593969478328,0.2624989025312712,1.0277596498106545,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,dense_periodic,7,119.58153997500267,48,10,0.20833333333333334,5.360911446096338,36.4153382634371,62.29172816894061,0.14583333333333334,0.0,0.0625,4.394930694557918,0.0,0.0,3,0.8634593969478328,0.21762017721535104,1.0295024956903656,1.0
shared_readout_capacity1_link2,readout,2,readout_engine,1,dense_periodic,8,556.2680291509504,48,11,0.22916666666666666,6.666151440278033,40.888729489214654,68.90820716193593,0.14583333333333334,0.0,0.08333333333333333,5.298580848277585,0.0,0.0,3,0.9024435894464342,0.2839156303101393,1.0270505722354415,1.0006818792103596
