trace_id,scenario_name,scenario_family,link_capacity,shared_backend_components,backend_capacity,workload_name,trial_id,victim_phase_ns,mean_excess_ns,std_excess_ns,p95_excess_ns,max_excess_ns,affected_fraction,positive_mean_ns,longest_affected_run,affected_gap_cv,autocorr_lag1,segment1_mean_ns,segment2_mean_ns,segment3_mean_ns
shared_conditional_control_capacity1_link1::sparse_periodic::trial8,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,8,672.1465561717492,5.837275069536465,16.070195664667104,49.4076777002761,64.85339833548824,0.1875,31.13213370419448,2.0,1.1072015700875824,0.2821047676205857,5.905112842451587,6.0191209801392915,5.5875913860185165
shared_conditional_control_capacity1_link1::sparse_periodic::trial9,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,sparse_periodic,9,270.3170724214532,3.9957425153191743,13.316730103750482,22.791207651001695,77.65176590683677,0.125,31.965940122553395,3.0,0.9775252199076787,0.33612825026036175,9.399607599636795,1.1512969371655117,1.4363230091552168
shared_conditional_control_capacity1_link1::synchronization_bursty::trial0,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,0,594.1504913967401,3.691289855342992,13.08000910168781,29.887729075383923,73.67491411089395,0.125,29.530318842743934,3.0,0.5,0.3151247075881796,0.0,11.073869566028975,0.0
shared_conditional_control_capacity1_link1::synchronization_bursty::trial1,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,1,129.64180581814963,2.4280957287021088,10.148266569715949,17.313704321961687,61.14370535011949,0.08333333333333333,29.137148744425303,2.0,0.46770717334674267,0.2652243567767041,0.0,7.284287186106326,0.0
shared_conditional_control_capacity1_link1::synchronization_bursty::trial2,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,2,417.21428942408545,1.6437354311901988,7.511854588642368,8.97740579033712,48.8113935235956,0.0625,26.29976689904318,2.0,0.5,0.20020249088290235,4.931206293570597,0.0,0.0
shared_conditional_control_capacity1_link1::synchronization_bursty::trial3,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,3,628.4650487727806,1.7311078175633081,7.764743201925626,9.581442721264082,49.74068110963708,0.0625,27.69772508101293,2.0,0.5,0.20281017998521386,0.0,4.030085138704635,1.163238313985289
shared_conditional_control_capacity1_link1::synchronization_bursty::trial4,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,4,367.0125364734358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shared_conditional_control_capacity1_link1::synchronization_bursty::trial5,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,5,415.54157174050437,1.4992377114512483,6.952112187607833,6.721549424281905,45.34084526812603,0.0625,23.987803383219973,2.0,0.5,0.15475993214925113,4.497713134353745,0.0,0.0
shared_conditional_control_capacity1_link1::synchronization_bursty::trial6,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,6,235.0222309653707,3.758264738497701,13.075508373579371,29.563333039779142,72.26891572803834,0.125,30.066117907981607,3.0,0.5,0.30401294090464226,0.0,6.987921699007188,4.286872516485914
shared_conditional_control_capacity1_link1::synchronization_bursty::trial7,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,7,375.4908194870964,0.1718314688238015,1.1780171997355628,0.0,8.247910503542471,0.020833333333333332,8.247910503542471,1.0,0.0,-0.021739130434782608,0.5154944064714044,0.0,0.0
shared_conditional_control_capacity1_link1::synchronization_bursty::trial8,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,8,266.77247324875657,4.312988829027215,14.257598060503744,34.0678263172436,77.17355448631133,0.125,34.50391063221772,3.0,0.5,0.33725130024312383,0.0,0.0,12.938966487081643
shared_conditional_control_capacity1_link1::synchronization_bursty::trial9,shared_conditional_control_capacity1_link1,conditional_control,1,conditional_control_engine,1,synchronization_bursty,9,357.20102251331497,2.726170806032087,12.748402865519713,5.602176382733694,78.6187328965134,0.0625,43.61873289651339,3.0,0.0,0.44150651969180293,0.0,0.0,8.178512418096261
shared_conditional_control_capacity1_link2::dense_periodic::trial0,shared_conditional_control_capacity1_link2,conditional_control,2,conditional_control_engine,1,dense_periodic,0,176.3217694043617,0.5390818401688572,2.693863842271291,0.0,16.645977437492547,0.041666666666666664,12.937964164052573,1.0,0.0,-0.040932822838815504,0.0,0.5768719306632875,1.0403735898432842
