trace_id,probe_index,release_ns,attacker_only_completion_ns,combined_completion_ns,attacker_only_turnaround_ns,combined_turnaround_ns,excess_turnaround_ns,affected
isolated_backend_link1::synchronization_bursty::trial7,10,4230.0,4495.0,4495.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,11,4650.0,4915.0,4915.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,12,5070.0,5335.0,5335.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,13,5490.0,5755.0,5755.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,14,5910.0,6175.0,6175.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,15,6330.0,6595.0,6595.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,16,6750.0,7015.0,7015.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,17,7170.0,7435.0,7435.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,18,7590.0,7855.0,7855.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,19,8010.0,8275.0,8275.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,20,8430.0,8695.0,8695.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,21,8850.0,9115.0,9115.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,22,9270.0,9535.0,9535.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,23,9690.0,9955.0,9955.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,24,10110.0,10375.0,10375.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,25,10530.0,10795.0,10795.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,26,10950.0,11215.0,11215.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,27,11370.0,11635.0,11635.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,28,11790.0,12055.0,12055.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,29,12210.0,12475.0,12475.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,30,12630.0,12895.0,12895.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,31,13050.0,13315.0,13315.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,32,13470.0,13735.0,13735.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,33,13890.0,14155.0,14155.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,34,14310.0,14575.0,14575.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,35,14730.0,14995.0,14995.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,36,15150.0,15415.0,15415.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,37,15570.0,15835.0,15835.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,38,15990.0,16255.0,16255.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,39,16410.0,16675.0,16675.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,40,16830.0,17095.0,17095.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,41,17250.0,17515.0,17515.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,42,17670.0,17935.0,17935.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,43,18090.0,18355.0,18355.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,44,18510.0,18775.0,18775.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,45,18930.0,19195.0,19195.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,46,19350.0,19615.0,19615.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial7,47,19770.0,20035.0,20035.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,0,30.0,295.0,295.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,1,450.0,715.0,715.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,2,870.0,1135.0,1135.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,3,1290.0,1555.0,1555.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,4,1710.0,1975.0,1975.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,5,2130.0,2395.0,2395.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,6,2550.0,2815.0,2815.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,7,2970.0,3235.0,3235.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,8,3390.0,3655.0,3655.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,9,3810.0,4075.0,4075.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,10,4230.0,4495.0,4495.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,11,4650.0,4915.0,4915.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,12,5070.0,5335.0,5335.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,13,5490.0,5755.0,5755.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,14,5910.0,6175.0,6175.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,15,6330.0,6595.0,6595.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,16,6750.0,7015.0,7015.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,17,7170.0,7435.0,7435.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,18,7590.0,7855.0,7855.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,19,8010.0,8275.0,8275.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,20,8430.0,8695.0,8695.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,21,8850.0,9115.0,9115.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,22,9270.0,9535.0,9535.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,23,9690.0,9955.0,9955.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,24,10110.0,10375.0,10375.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,25,10530.0,10795.0,10795.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,26,10950.0,11215.0,11215.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,27,11370.0,11635.0,11635.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,28,11790.0,12055.0,12055.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,29,12210.0,12475.0,12475.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,30,12630.0,12895.0,12895.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,31,13050.0,13315.0,13315.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,32,13470.0,13735.0,13812.173554486311,265.0,342.17355448631133,77.17355448631133,True
isolated_backend_link1::synchronization_bursty::trial8,33,13890.0,14155.0,14197.173554486311,265.0,307.17355448631133,42.17355448631133,True
isolated_backend_link1::synchronization_bursty::trial8,34,14310.0,14575.0,14582.173554486311,265.0,272.17355448631133,7.173554486311332,True
isolated_backend_link1::synchronization_bursty::trial8,35,14730.0,14995.0,14995.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,36,15150.0,15415.0,15463.244234594127,265.0,313.2442345941272,48.24423459412719,True
isolated_backend_link1::synchronization_bursty::trial8,37,15570.0,15835.0,15848.244234594127,265.0,278.2442345941272,13.244234594127192,True
isolated_backend_link1::synchronization_bursty::trial8,38,15990.0,16255.0,16255.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,39,16410.0,16675.0,16675.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,40,16830.0,17095.0,17114.014331146118,265.0,284.0143311461179,19.01433114611791,True
isolated_backend_link1::synchronization_bursty::trial8,41,17250.0,17515.0,17515.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,42,17670.0,17935.0,17935.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,43,18090.0,18355.0,18355.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,44,18510.0,18775.0,18775.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,45,18930.0,19195.0,19195.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,46,19350.0,19615.0,19615.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial8,47,19770.0,20035.0,20035.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,0,30.0,295.0,295.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,1,450.0,715.0,715.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,2,870.0,1135.0,1135.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,3,1290.0,1555.0,1555.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,4,1710.0,1975.0,1975.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,5,2130.0,2395.0,2395.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,6,2550.0,2815.0,2815.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,7,2970.0,3235.0,3235.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,8,3390.0,3655.0,3655.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,9,3810.0,4075.0,4075.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,10,4230.0,4495.0,4495.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,11,4650.0,4915.0,4915.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,12,5070.0,5335.0,5335.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,13,5490.0,5755.0,5755.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,14,5910.0,6175.0,6175.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,15,6330.0,6595.0,6595.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,16,6750.0,7015.0,7015.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,17,7170.0,7435.0,7435.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,18,7590.0,7855.0,7855.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,19,8010.0,8275.0,8275.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,20,8430.0,8695.0,8695.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,21,8850.0,9115.0,9115.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,22,9270.0,9535.0,9535.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,23,9690.0,9955.0,9955.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,24,10110.0,10375.0,10375.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,25,10530.0,10795.0,10795.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,26,10950.0,11215.0,11215.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,27,11370.0,11635.0,11635.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,28,11790.0,12055.0,12055.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,29,12210.0,12475.0,12475.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,30,12630.0,12895.0,12895.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,31,13050.0,13315.0,13315.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,32,13470.0,13735.0,13735.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,33,13890.0,14155.0,14155.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,34,14310.0,14575.0,14575.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,35,14730.0,14995.0,14995.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,36,15150.0,15415.0,15415.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,37,15570.0,15835.0,15835.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,38,15990.0,16255.0,16255.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,39,16410.0,16675.0,16675.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,40,16830.0,17095.0,17095.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,41,17250.0,17515.0,17515.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,42,17670.0,17935.0,17935.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,43,18090.0,18355.0,18355.0,265.0,265.0,0.0,False
isolated_backend_link1::synchronization_bursty::trial9,44,18510.0,18775.0,18853.618732896513,265.0,343.6187328965134,78.6187328965134,True
isolated_backend_link1::synchronization_bursty::trial9,45,18930.0,19195.0,19238.618732896513,265.0,308.6187328965134,43.61873289651339,True
isolated_backend_link1::synchronization_bursty::trial9,46,19350.0,19615.0,19623.618732896513,265.0,273.6187328965134,8.618732896513393,True
isolated_backend_link1::synchronization_bursty::trial9,47,19770.0,20035.0,20035.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,0,30.0,295.0,295.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,1,450.0,715.0,715.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,2,870.0,1135.0,1135.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,3,1290.0,1555.0,1555.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,4,1710.0,1975.0,1975.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,5,2130.0,2395.0,2395.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,6,2550.0,2815.0,2815.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,7,2970.0,3235.0,3235.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,8,3390.0,3655.0,3655.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,9,3810.0,4075.0,4075.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,10,4230.0,4495.0,4495.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,11,4650.0,4915.0,4915.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,12,5070.0,5335.0,5335.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,13,5490.0,5755.0,5755.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,14,5910.0,6175.0,6227.227037665685,265.0,317.2270376656852,52.2270376656852,True
shared_readout_capacity1_link1::sparse_periodic::trial0,15,6330.0,6595.0,6612.227037665685,265.0,282.2270376656852,17.227037665685202,True
shared_readout_capacity1_link1::sparse_periodic::trial0,16,6750.0,7015.0,7015.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,17,7170.0,7435.0,7435.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,18,7590.0,7855.0,7855.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,19,8010.0,8275.0,8275.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,20,8430.0,8695.0,8695.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,21,8850.0,9115.0,9115.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,22,9270.0,9535.0,9535.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,23,9690.0,9955.0,9955.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,24,10110.0,10375.0,10375.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,25,10530.0,10795.0,10795.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,26,10950.0,11215.0,11215.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,27,11370.0,11635.0,11635.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,28,11790.0,12055.0,12055.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,29,12210.0,12475.0,12526.667364431292,265.0,316.6673644312923,51.6673644312923,True
shared_readout_capacity1_link1::sparse_periodic::trial0,30,12630.0,12895.0,12911.667364431292,265.0,281.6673644312923,16.6673644312923,True
shared_readout_capacity1_link1::sparse_periodic::trial0,31,13050.0,13315.0,13315.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,32,13470.0,13735.0,13735.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,33,13890.0,14155.0,14155.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,34,14310.0,14575.0,14575.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,35,14730.0,14995.0,14995.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,36,15150.0,15415.0,15415.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,37,15570.0,15835.0,15835.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,38,15990.0,16255.0,16255.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,39,16410.0,16675.0,16675.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,40,16830.0,17095.0,17095.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,41,17250.0,17515.0,17515.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,42,17670.0,17935.0,17935.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,43,18090.0,18355.0,18355.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,44,18510.0,18775.0,18827.691258214956,265.0,317.6912582149562,52.69125821495618,True
shared_readout_capacity1_link1::sparse_periodic::trial0,45,18930.0,19195.0,19212.691258214956,265.0,282.6912582149562,17.69125821495618,True
shared_readout_capacity1_link1::sparse_periodic::trial0,46,19350.0,19615.0,19615.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial0,47,19770.0,20035.0,20035.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,0,30.0,295.0,295.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,1,450.0,715.0,715.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,2,870.0,1135.0,1135.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,3,1290.0,1555.0,1555.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,4,1710.0,1975.0,1975.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,5,2130.0,2395.0,2395.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,6,2550.0,2815.0,2815.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,7,2970.0,3235.0,3235.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,8,3390.0,3655.0,3673.201733773554,265.0,283.2017337735542,18.201733773554224,True
shared_readout_capacity1_link1::sparse_periodic::trial1,9,3810.0,4075.0,4075.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,10,4230.0,4495.0,4495.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,11,4650.0,4915.0,4915.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,12,5070.0,5335.0,5335.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,13,5490.0,5755.0,5755.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,14,5910.0,6175.0,6175.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,15,6330.0,6595.0,6595.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,16,6750.0,7015.0,7015.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,17,7170.0,7435.0,7435.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,18,7590.0,7855.0,7855.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,19,8010.0,8275.0,8275.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,20,8430.0,8695.0,8695.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,21,8850.0,9115.0,9115.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,22,9270.0,9535.0,9535.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,23,9690.0,9955.0,9973.155056173988,265.0,283.15505617398776,18.15505617398776,True
shared_readout_capacity1_link1::sparse_periodic::trial1,24,10110.0,10375.0,10375.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,25,10530.0,10795.0,10795.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,26,10950.0,11215.0,11215.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,27,11370.0,11635.0,11635.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,28,11790.0,12055.0,12055.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,29,12210.0,12475.0,12475.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,30,12630.0,12895.0,12895.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,31,13050.0,13315.0,13315.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,32,13470.0,13735.0,13735.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,33,13890.0,14155.0,14155.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,34,14310.0,14575.0,14575.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,35,14730.0,14995.0,14995.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,36,15150.0,15415.0,15415.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,37,15570.0,15835.0,15835.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,38,15990.0,16255.0,16276.674209854958,265.0,286.67420985495846,21.674209854958463,True
shared_readout_capacity1_link1::sparse_periodic::trial1,39,16410.0,16675.0,16675.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,40,16830.0,17095.0,17173.58371070054,265.0,343.5837107005391,78.58371070053909,True
shared_readout_capacity1_link1::sparse_periodic::trial1,41,17250.0,17515.0,17558.58371070054,265.0,308.5837107005391,43.583710700539086,True
shared_readout_capacity1_link1::sparse_periodic::trial1,42,17670.0,17935.0,17943.58371070054,265.0,273.5837107005391,8.583710700539086,True
shared_readout_capacity1_link1::sparse_periodic::trial1,43,18090.0,18355.0,18355.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,44,18510.0,18775.0,18775.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,45,18930.0,19195.0,19195.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,46,19350.0,19615.0,19615.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial1,47,19770.0,20035.0,20035.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,0,30.0,295.0,295.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,1,450.0,715.0,715.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,2,870.0,1135.0,1135.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,3,1290.0,1555.0,1555.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,4,1710.0,1975.0,1975.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,5,2130.0,2395.0,2395.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,6,2550.0,2815.0,2815.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,7,2970.0,3235.0,3235.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,8,3390.0,3655.0,3655.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,9,3810.0,4075.0,4130.095432923794,265.0,320.09543292379385,55.09543292379385,True
shared_readout_capacity1_link1::sparse_periodic::trial2,10,4230.0,4495.0,4515.095432923794,265.0,285.09543292379385,20.09543292379385,True
shared_readout_capacity1_link1::sparse_periodic::trial2,11,4650.0,4915.0,4915.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,12,5070.0,5335.0,5335.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,13,5490.0,5755.0,5755.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,14,5910.0,6175.0,6175.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,15,6330.0,6595.0,6595.0,265.0,265.0,0.0,False
shared_readout_capacity1_link1::sparse_periodic::trial2,16,6750.0,7015.0,7015.0,265.0,265.0,0.0,False
