subexperiment,allocation_policy,communication_qubits_per_module,trial_count,successful_victim_trial_count,victim_failure_rate,mean_positive_delay_detection_probability,mean_negative_speedup_detection_probability,mean_signed_timing_change_probability,mean_failure_only_detection_probability,mean_delay_or_failure_detection_probability,mean_signed_timing_or_failure_detection_probability,mean_full_observable_change_probability,mean_signed_turnaround_change_ns,mean_absolute_turnaround_change_ns,mean_total_absolute_turnaround_change_ns,mean_signed_cq_queue_change_ns,mean_absolute_cq_queue_change_ns,mean_successful_victim_slowdown_ratio,max_successful_victim_slowdown_ratio,mean_request_failure_rate,mean_cq_service_utilization,mean_cq_reset_occupancy_fraction,mean_cq_reservation_occupancy_fraction,mean_cq_allocation_hold_fraction,mean_aggregate_resource_demand_nonphysical,fraction_aggregate_resource_demand_exceeds_one,mean_epr_unused_fraction,total_epr_prefetched_pairs,total_epr_used_pairs,total_epr_unused_pairs,mean_grant_fairness,mean_inverse_wait_fairness,successful_victim_trial_fraction,aggregate_epr_unused_fraction
core_policy_capacity_tenancy,priority_allocation,4,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7694444444444444,0.0,0.0,0.0,0.0,0.0,1.0182064630878875,1.3936039360393604,0.0,0.0740868634189308,0.03367584700860487,0.31975589637532004,0.0,0.4275186068028557,0.0,,0,0,0,0.8055181787340238,0.34582035961668106,1.0,
core_policy_capacity_tenancy,priority_allocation,8,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7923611111111111,0.0,0.0,0.0,0.0,0.0,1.000504869615604,1.007701421800948,0.0,0.037007044368641356,0.016821383803927857,0.18615705762070112,0.0,0.2399854857932703,0.0,,0,0,0,0.8055181787340238,0.544867906142287,1.0,
core_policy_capacity_tenancy,random_allocation,1,60,0,1.0,0.0,0.0020833333333333333,0.0020833333333333333,0.0,0.0,0.0020833333333333333,0.0020833333333333333,-1.6010416666666667,1.6010416666666667,76.85,-1.6010416666666667,1.6010416666666667,,,0.3608743437420312,0.15978704320200973,0.07263047418273168,0.46377302906717693,0.0,0.6961905464519184,0.0,,0,0,0,0.6780601605976206,0.3132657561285283,0.0,
core_policy_capacity_tenancy,random_allocation,2,60,56,0.06666666666666667,0.0,0.0024305555555555556,0.0024305555555555556,0.0,0.0,0.0024305555555555556,0.20416666666666666,-0.7194444444444444,0.7194444444444444,34.53333333333333,-0.7194444444444444,0.7194444444444444,1.198225085731099,2.9458128078817736,0.021600663339118354,0.1375823364956656,0.06253742567984795,0.43850792454494414,0.0,0.6386276867204577,0.0,,0,0,0,0.7931828707634024,0.30453245870067136,0.9333333333333333,
core_policy_capacity_tenancy,random_allocation,4,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2236111111111111,0.0,0.0,0.0,0.0,0.0,1.0205138994225267,1.4747826086956521,0.0,0.07400239040932857,0.03363745018605842,0.3007893816420821,0.0,0.4084292222374691,0.0,,0,0,0,0.8055181787340238,0.34165907090258835,1.0,
core_policy_capacity_tenancy,random_allocation,8,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284722222222222,0.0,0.0,0.0,0.0,0.0,1.0007617671997326,1.0168361978253244,0.0,0.036988630865229015,0.016813014029649524,0.17849878720446485,0.0,0.23230043209934337,0.0,,0,0,0,0.8055181787340238,0.5790675875212081,1.0,
core_policy_capacity_tenancy,round_robin,1,60,0,1.0,0.0,0.0017361111111111112,0.0017361111111111112,0.0,0.0,0.0017361111111111112,0.0017361111111111112,-1.3055555555555556,1.3055555555555556,62.666666666666664,-1.3055555555555556,1.3055555555555556,,,0.3583243200939311,0.15971686156428713,0.07259857343831232,0.46341388113893306,0.0,0.6957293161415324,0.0,,0,0,0,0.6804330478958424,0.3063230107335938,0.0,
core_policy_capacity_tenancy,round_robin,2,60,58,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.29375,0.0,0.0,0.0,0.0,0.0,1.1732070271782296,1.7015717092337916,0.021961850566716644,0.1371985396747223,0.06236297257941918,0.4778311198073049,0.0,0.6773926320614464,0.0,,0,0,0,0.7889571238326915,0.30547088880437123,0.9666666666666667,
core_policy_capacity_tenancy,round_robin,4,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6822916666666666,0.0,0.0,0.0,0.0,0.0,1.0110096896574174,1.1507024265644956,0.0,0.07409366594348513,0.03367893906522047,0.3125952981417994,0.0,0.42036790315050504,0.0,,0,0,0,0.8055181787340238,0.340434980446148,1.0,
core_policy_capacity_tenancy,round_robin,8,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7701388888888889,0.0,0.0,0.0,0.0,0.0,1.001119543290607,1.0177782942133395,0.0,0.03696814361733551,0.01680370164424339,0.18126137277576576,0.0,0.23503321803734467,0.0,,0,0,0,0.8055181787340238,0.5831764212748394,1.0,
