subexperiment,allocation_coordination,trial_count,successful_victim_trial_count,victim_failure_rate,mean_positive_delay_detection_probability,mean_negative_speedup_detection_probability,mean_signed_timing_change_probability,mean_failure_only_detection_probability,mean_delay_or_failure_detection_probability,mean_signed_timing_or_failure_detection_probability,mean_full_observable_change_probability,mean_signed_turnaround_change_ns,mean_absolute_turnaround_change_ns,mean_total_absolute_turnaround_change_ns,mean_signed_cq_queue_change_ns,mean_absolute_cq_queue_change_ns,mean_successful_victim_slowdown_ratio,max_successful_victim_slowdown_ratio,mean_request_failure_rate,mean_cq_service_utilization,mean_cq_reset_occupancy_fraction,mean_cq_reservation_occupancy_fraction,mean_cq_allocation_hold_fraction,mean_aggregate_resource_demand_nonphysical,fraction_aggregate_resource_demand_exceeds_one,mean_epr_unused_fraction,total_epr_prefetched_pairs,total_epr_used_pairs,total_epr_unused_pairs,mean_grant_fairness,mean_inverse_wait_fairness,successful_victim_trial_fraction,aggregate_epr_unused_fraction
core_policy_capacity_tenancy,global,2400,1797,0.25125,0.0025173611111111113,0.0005295138888888888,0.003046875,0.025,0.027517361111111114,0.028046875,0.39944444444444444,7.007451923076923,7.738185541310542,362.14708333333334,7.007451923076923,7.738185541310542,1.0602798265144928,2.9458128078817736,0.10972800322907791,0.10131626854231883,0.04605284933741762,0.3399119465177818,0.0,0.4872810643975183,0.0275,,0,0,0,0.758669438285511,0.41342014396025834,0.74875,
epr_coordination_granularity,global,900,646,0.2822222222222222,0.000625,0.016666666666666666,0.017291666666666667,0.0,0.000625,0.017291666666666667,0.3576851851851852,0.44009259259259237,2.106759259259259,101.12444444444445,1.2502777777777778,1.2502777777777778,1.1795405829188517,3.0,0.09393255613421647,0.11603402300721596,0.05801639918360404,0.46907359793423226,0.0,0.6431240201250522,0.03333333333333333,0.2573745689593167,125022,48162,31919,0.7298238239956243,0.31875873380071584,0.7177777777777777,0.2553070659563917
epr_coordination_granularity,local,900,646,0.2822222222222222,0.0006018518518518518,0.018425925925925925,0.01902777777777778,0.0,0.0006018518518518518,0.01902777777777778,0.35456018518518523,-0.8797222222222222,0.9953703703703705,47.77777777777778,0.021898148148148146,0.05671296296296296,1.147620305557651,2.9340974212034383,0.1092567677543484,0.11367282796043306,0.056997514507044905,0.4720851720629744,0.08598422480272401,0.7287397393331765,0.07888888888888888,0.277085437718637,122792,48524,34000,0.7272330479874665,0.32010472016022273,0.7177777777777777,0.2768910026711838
reservation_reset,global,1350,1080,0.2,0.06799382716049383,0.0013117283950617284,0.06930555555555555,0.0,0.06799382716049383,0.06930555555555555,0.38418209876543213,83.35101851851852,83.60358024691358,4012.9718518518516,83.35101851851852,83.60358024691358,1.1282993766257026,13.34248366013072,0.07434317820535404,0.12632298593283023,0.09034533071844392,0.420006320965069,0.0,0.6366746376163431,0.06518518518518518,,0,0,0,0.7321330268394404,0.40356889414644787,0.8,
