subexperiment,tenants_sharing_module,trial_count,successful_victim_trial_count,victim_failure_rate,mean_positive_delay_detection_probability,mean_negative_speedup_detection_probability,mean_signed_timing_change_probability,mean_failure_only_detection_probability,mean_delay_or_failure_detection_probability,mean_signed_timing_or_failure_detection_probability,mean_full_observable_change_probability,mean_signed_turnaround_change_ns,mean_absolute_turnaround_change_ns,mean_total_absolute_turnaround_change_ns,mean_signed_cq_queue_change_ns,mean_absolute_cq_queue_change_ns,mean_successful_victim_slowdown_ratio,max_successful_victim_slowdown_ratio,mean_request_failure_rate,mean_cq_service_utilization,mean_cq_reset_occupancy_fraction,mean_cq_reservation_occupancy_fraction,mean_cq_allocation_hold_fraction,mean_aggregate_resource_demand_nonphysical,fraction_aggregate_resource_demand_exceeds_one,mean_epr_unused_fraction,total_epr_prefetched_pairs,total_epr_used_pairs,total_epr_unused_pairs,mean_grant_fairness,mean_inverse_wait_fairness,successful_victim_trial_fraction,aggregate_epr_unused_fraction
core_policy_capacity_tenancy,2,600,456,0.24,0.0017708333333333332,0.0,0.0017708333333333332,0.025,0.026770833333333334,0.026770833333333334,0.38416666666666666,5.461538461538462,5.461538461538462,255.6,5.461538461538462,5.461538461538462,1.0423507383765342,1.9982638888888888,0.07709664404914726,0.08660782011098149,0.03936719095953701,0.2897889586863898,0.0,0.4157639697569083,0.015,,0,0,0,0.8877061377552079,0.5588011658725746,0.76,
core_policy_capacity_tenancy,3,600,456,0.24,0.0014930555555555556,0.0,0.0014930555555555556,0.025,0.026493055555555558,0.026493055555555558,0.385625,3.880448717948718,3.880448717948718,181.605,3.880448717948718,3.880448717948718,1.0540462050159851,1.9982638888888888,0.09073959128152832,0.0937727059726382,0.042623957260290064,0.3170964039355886,0.0,0.45349306716851684,0.02,,0,0,0,0.7752503623404845,0.45690279392624084,0.76,
core_policy_capacity_tenancy,4,600,457,0.23833333333333334,0.002638888888888889,0.0003125,0.0029513888888888892,0.025,0.027638888888888886,0.027951388888888887,0.4045486111111111,6.846652421652421,7.193019943019942,336.6333333333333,6.846652421652421,7.193019943019942,1.0602051883457415,2.9211822660098523,0.10208820243639977,0.10185103852272702,0.04629592660123953,0.34476414988864834,0.0,0.492911115012615,0.025,,0,0,0,0.7264189726013621,0.37719801918474966,0.7616666666666667,
core_policy_capacity_tenancy,8,600,428,0.2866666666666667,0.004166666666666667,0.0018055555555555555,0.0059722222222222225,0.025,0.029166666666666667,0.03097222222222222,0.4234375,11.841168091168091,14.417735042735043,674.75,11.841168091168091,14.417735042735043,1.0861029695924083,2.9458128078817736,0.1689875751492363,0.12303350956292862,0.05592432252860389,0.4079982735605004,0.0,0.5869561056520329,0.05,,0,0,0,0.6453022804449895,0.26077859685746846,0.7133333333333334,
epr_coordination_granularity,4,1800,1292,0.2822222222222222,0.000613425925925926,0.017546296296296296,0.018159722222222223,0.0,0.000613425925925926,0.018159722222222223,0.3561226851851852,-0.21981481481481485,1.551064814814815,74.45111111111112,0.6360879629629629,0.6534953703703704,1.1635804442382511,3.0,0.10159466194428243,0.11485342548382452,0.05750695684532447,0.4705793849986033,0.042992112401362005,0.6859318797291143,0.05611111111111111,0.26723000333897684,247814,96686,65919,0.7285284359915453,0.3194317269804693,0.7177777777777777,0.2660019207954353
reservation_reset,4,1350,1080,0.2,0.06799382716049383,0.0013117283950617284,0.06930555555555555,0.0,0.06799382716049383,0.06930555555555555,0.38418209876543213,83.35101851851852,83.60358024691358,4012.9718518518516,83.35101851851852,83.60358024691358,1.1282993766257026,13.34248366013072,0.07434317820535404,0.12632298593283023,0.09034533071844392,0.420006320965069,0.0,0.6366746376163431,0.06518518518518518,,0,0,0,0.7321330268394404,0.40356889414644787,0.8,
