subexperiment,epr_prefetch_enabled,trial_count,successful_victim_trial_count,victim_failure_rate,mean_positive_delay_detection_probability,mean_negative_speedup_detection_probability,mean_signed_timing_change_probability,mean_failure_only_detection_probability,mean_delay_or_failure_detection_probability,mean_signed_timing_or_failure_detection_probability,mean_full_observable_change_probability,mean_signed_turnaround_change_ns,mean_absolute_turnaround_change_ns,mean_total_absolute_turnaround_change_ns,mean_signed_cq_queue_change_ns,mean_absolute_cq_queue_change_ns,mean_successful_victim_slowdown_ratio,max_successful_victim_slowdown_ratio,mean_request_failure_rate,mean_cq_service_utilization,mean_cq_reset_occupancy_fraction,mean_cq_reservation_occupancy_fraction,mean_cq_allocation_hold_fraction,mean_aggregate_resource_demand_nonphysical,fraction_aggregate_resource_demand_exceeds_one,mean_epr_unused_fraction,total_epr_prefetched_pairs,total_epr_used_pairs,total_epr_unused_pairs,mean_grant_fairness,mean_inverse_wait_fairness,successful_victim_trial_fraction,aggregate_epr_unused_fraction
core_policy_capacity_tenancy,False,2400,1797,0.25125,0.0025173611111111113,0.0005295138888888888,0.003046875,0.025,0.027517361111111114,0.028046875,0.39944444444444444,7.007451923076923,7.738185541310542,362.14708333333334,7.007451923076923,7.738185541310542,1.0602798265144928,2.9458128078817736,0.10972800322907791,0.10131626854231883,0.04605284933741762,0.3399119465177818,0.0,0.4872810643975183,0.0275,,0,0,0,0.758669438285511,0.41342014396025834,0.74875,
epr_coordination_granularity,False,900,639,0.29,0.0002546296296296296,0.0,0.0002546296296296296,0.0,0.0002546296296296296,0.0002546296296296296,0.33523148148148146,0.06925925925925926,0.06925925925925926,3.3244444444444445,0.06925925925925926,0.06925925925925926,1.1608173745763994,3.0,0.10339552156150827,0.12628254696675925,0.05740115771216326,0.4723019407334567,0.043505902841090065,0.6994915482534694,0.05555555555555555,,0,0,0,0.7276756743735844,0.320516297636538,0.71,
epr_coordination_granularity,True,900,653,0.27444444444444444,0.0009722222222222222,0.03509259259259259,0.03606481481481482,0.0,0.0009722222222222222,0.03606481481481482,0.37701388888888887,-0.5088888888888891,3.03287037037037,145.57777777777778,1.2029166666666666,1.2377314814814815,1.166284275040584,2.9340974212034383,0.09979380232705659,0.10342430400088977,0.057612755978485676,0.46885682926374994,0.04247832196163395,0.6723722112047593,0.056666666666666664,0.26723000333897684,247814,96686,65919,0.7293811976095063,0.3183471563244005,0.7255555555555555,0.2660019207954353
reservation_reset,False,1350,1080,0.2,0.06799382716049383,0.0013117283950617284,0.06930555555555555,0.0,0.06799382716049383,0.06930555555555555,0.38418209876543213,83.35101851851852,83.60358024691358,4012.9718518518516,83.35101851851852,83.60358024691358,1.1282993766257026,13.34248366013072,0.07434317820535404,0.12632298593283023,0.09034533071844392,0.420006320965069,0.0,0.6366746376163431,0.06518518518518518,,0,0,0,0.7321330268394404,0.40356889414644787,0.8,
