subexperiment,communication_qubits_per_module,trial_count,successful_victim_trial_count,victim_failure_rate,mean_positive_delay_detection_probability,mean_negative_speedup_detection_probability,mean_signed_timing_change_probability,mean_failure_only_detection_probability,mean_delay_or_failure_detection_probability,mean_signed_timing_or_failure_detection_probability,mean_full_observable_change_probability,mean_signed_turnaround_change_ns,mean_absolute_turnaround_change_ns,mean_total_absolute_turnaround_change_ns,mean_signed_cq_queue_change_ns,mean_absolute_cq_queue_change_ns,mean_successful_victim_slowdown_ratio,max_successful_victim_slowdown_ratio,mean_request_failure_rate,mean_cq_service_utilization,mean_cq_reset_occupancy_fraction,mean_cq_reservation_occupancy_fraction,mean_cq_allocation_hold_fraction,mean_aggregate_resource_demand_nonphysical,fraction_aggregate_resource_demand_exceeds_one,mean_epr_unused_fraction,total_epr_prefetched_pairs,total_epr_used_pairs,total_epr_unused_pairs,mean_grant_fairness,mean_inverse_wait_fairness,successful_victim_trial_fraction,aggregate_epr_unused_fraction
core_policy_capacity_tenancy,1,600,98,0.8366666666666667,0.008993055555555556,0.001875,0.010868055555555556,0.1,0.10899305555555555,0.11086805555555555,0.18920138888888888,25.22368827160494,28.230324074074073,1219.55,25.22368827160494,28.230324074074073,1.2873415295644506,2.815947242206235,0.35885818750654014,0.1640766620223435,0.07458030091924703,0.4770564902396355,0.0,0.715713453181226,0.085,,0,0,0,0.6546985605190937,0.35861256702121963,0.16333333333333333,
core_policy_capacity_tenancy,2,600,553,0.07833333333333334,0.0010763888888888889,0.00024305555555555558,0.0013194444444444445,0.0,0.0010763888888888889,0.0013194444444444445,0.3803472222222222,4.627743055555555,4.771631944444445,229.03833333333333,4.627743055555555,4.771631944444445,1.1241548794393135,2.9458128078817736,0.05238097799991638,0.1330922447101516,0.060496474868250695,0.4353657752943612,0.0,0.6289544948727634,0.025,,0,0,0,0.7711290055968864,0.3482616860294004,0.9216666666666666,
core_policy_capacity_tenancy,4,600,573,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.5084027777777778,0.0,0.0,0.0,0.0,0.0,1.0195543215875629,1.7652173913043478,0.01958632566837115,0.07154028627569602,0.032518311943498156,0.2821326941081008,0.0,0.386191292327295,0.0,,0,0,0,0.7988281295384387,0.37907024502752795,0.955,
core_policy_capacity_tenancy,8,600,573,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.5198263888888889,0.0,0.0,0.0,0.0,0.0,1.00052548647402,1.0177782942133395,0.008086521741483927,0.036555881161084214,0.01661630961867461,0.1650928264290297,0.0,0.21826501720878852,0.0,,0,0,0,0.8100220574876255,0.5677360777628855,0.955,
epr_coordination_granularity,2,1800,1292,0.2822222222222222,0.000613425925925926,0.017546296296296296,0.018159722222222223,0.0,0.000613425925925926,0.018159722222222223,0.3561226851851852,-0.21981481481481485,1.551064814814815,74.45111111111112,0.6360879629629629,0.6534953703703704,1.1635804442382511,3.0,0.10159466194428243,0.11485342548382452,0.05750695684532447,0.4705793849986033,0.042992112401362005,0.6859318797291143,0.05611111111111111,0.26723000333897684,247814,96686,65919,0.7285284359915453,0.3194317269804693,0.7177777777777777,0.2660019207954353
reservation_reset,2,1350,1080,0.2,0.06799382716049383,0.0013117283950617284,0.06930555555555555,0.0,0.06799382716049383,0.06930555555555555,0.38418209876543213,83.35101851851852,83.60358024691358,4012.9718518518516,83.35101851851852,83.60358024691358,1.1282993766257026,13.34248366013072,0.07434317820535404,0.12632298593283023,0.09034533071844392,0.420006320965069,0.0,0.6366746376163431,0.06518518518518518,,0,0,0,0.7321330268394404,0.40356889414644787,0.8,
