victim_instance_id,phase_index,phase_label,remote_active,start_ns,end_ns,duration_ns,schedule_signature
victim_0028,4,synchronization_bursty,1,12266.77271178688,20000.0,7733.22728821312,eda694273d8a4e96
victim_0029,0,local_compute,0,0.0,3551.4949761622584,3551.4949761622584,5b37a61808a5efc6
victim_0029,1,dense_remote,1,3551.4949761622584,6819.847094847646,3268.3521186853877,5b37a61808a5efc6
victim_0029,2,sparse_remote,1,6819.847094847646,9877.26852969915,3057.4214348515034,5b37a61808a5efc6
victim_0029,3,synchronization_bursty,1,9877.26852969915,13591.5416402152,3714.273110516051,5b37a61808a5efc6
victim_0029,4,local_compute,0,13591.5416402152,16730.87345740204,3139.3318171868377,5b37a61808a5efc6
victim_0029,5,synchronization_bursty,1,16730.87345740204,20000.0,3269.126542597962,5b37a61808a5efc6
victim_0030,0,sparse_remote,1,0.0,3694.0306047635545,3694.0306047635545,a1bb966285675f1c
victim_0030,1,local_compute,0,3694.0306047635545,7745.454286294406,4051.423681530852,a1bb966285675f1c
victim_0030,2,synchronization_bursty,1,7745.454286294406,12271.764674924678,4526.3103886302715,a1bb966285675f1c
victim_0030,3,dense_remote,1,12271.764674924678,16471.322415143237,4199.557740218559,a1bb966285675f1c
victim_0030,4,sparse_remote,1,16471.322415143237,20000.0,3528.677584856763,a1bb966285675f1c
victim_0031,0,local_compute,0,0.0,4159.949493759739,4159.949493759739,89d0768d3975c228
victim_0031,1,dense_remote,1,4159.949493759739,8524.953030037665,4365.003536277925,89d0768d3975c228
victim_0031,2,sparse_remote,1,8524.953030037665,11172.11201804374,2647.1589880060747,89d0768d3975c228
victim_0031,3,synchronization_bursty,1,11172.11201804374,14427.950477163511,3255.838459119772,89d0768d3975c228
victim_0031,4,dense_remote,1,14427.950477163511,17846.27700177856,3418.3265246150477,89d0768d3975c228
victim_0031,5,local_compute,0,17846.27700177856,20000.0,2153.7229982214412,89d0768d3975c228
victim_0032,0,dense_remote,1,0.0,3710.9020152965722,3710.9020152965722,ac6b0d64b8a791ff
victim_0032,1,sparse_remote,1,3710.9020152965722,8228.27180705046,4517.3697917538875,ac6b0d64b8a791ff
victim_0032,2,synchronization_bursty,1,8228.27180705046,13346.630577100797,5118.358770050338,ac6b0d64b8a791ff
victim_0032,3,local_compute,0,13346.630577100797,17496.72335125167,4150.092774150871,ac6b0d64b8a791ff
victim_0032,4,synchronization_bursty,1,17496.72335125167,20000.0,2503.2766487483314,ac6b0d64b8a791ff
victim_0033,0,sparse_remote,1,0.0,3249.8097452288202,3249.8097452288202,20fe8bb38d318efa
victim_0033,1,local_compute,0,3249.8097452288202,6342.280648309543,3092.4709030807226,20fe8bb38d318efa
victim_0033,2,synchronization_bursty,1,6342.280648309543,9516.720032701098,3174.439384391555,20fe8bb38d318efa
victim_0033,3,dense_remote,1,9516.720032701098,16855.213469551265,7338.493436850167,20fe8bb38d318efa
victim_0033,4,local_compute,0,16855.213469551265,20000.0,3144.786530448735,20fe8bb38d318efa
victim_0034,0,dense_remote,1,0.0,2584.983901882975,2584.983901882975,6fa35dc5f94651f9
victim_0034,1,local_compute,0,2584.983901882975,5207.092213312335,2622.10831142936,6fa35dc5f94651f9
victim_0034,2,sparse_remote,1,5207.092213312335,8644.94250269917,3437.8502893868354,6fa35dc5f94651f9
victim_0034,3,synchronization_bursty,1,8644.94250269917,11529.039859917659,2884.0973572184885,6fa35dc5f94651f9
victim_0034,4,local_compute,0,11529.039859917659,16958.909792595652,5429.869932677993,6fa35dc5f94651f9
victim_0034,5,dense_remote,1,16958.909792595652,20000.0,3041.090207404348,6fa35dc5f94651f9
victim_0035,0,sparse_remote,1,0.0,5666.796589479767,5666.796589479767,35752ef83de038f1
victim_0035,1,synchronization_bursty,1,5666.796589479767,11193.313605806132,5526.517016326365,35752ef83de038f1
victim_0035,2,dense_remote,1,11193.313605806132,13748.01001582324,2554.696410017108,35752ef83de038f1
victim_0035,3,sparse_remote,1,13748.01001582324,16408.670686815945,2660.6606709927055,35752ef83de038f1
victim_0035,4,local_compute,0,16408.670686815945,20000.0,3591.3293131840546,35752ef83de038f1
