protocol_context,best_raw_model,phase_accuracy,phase_macro_f1,phase_macro_iou,remote_vs_local_f1,exact_boundary_recall,exact_boundary_precision,exact_boundary_mae_ns,remote_on_off_boundary_recall,remote_on_off_boundary_mae_ns
direct_coherent_all_shared,random_forest,0.8191287878787878,0.8216612053073217,0.6993098318801865,0.9569557080474111,0.5208333333333334,0.2617801047120419,345.22346257291167,0.75,243.48182855557363
entanglement_assisted_all_shared,random_forest,0.5037878787878788,0.5042744050792676,0.36990537807508317,0.7487473156764496,0.2604166666666667,0.11848341232227488,372.82818474862785,0.3181818181818182,374.17433894653135
