qaoa_label,num_qubits,profile_name,trial_id,attacker_request_id,probe_id,window_name,observation_duration_ns,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed,raw_excess_turnaround_time_ns,raw_excess_waiting_time_ns,detection_threshold_ns
qaoa_n7,7,clean,0,9,9,qaoa_n7_clean,20000,4780,4810,4810,4810,4920.0,110,0.0,110.0,module_3,module_4,34,0.0,110.0,4920.0,0.0,0.0,False,0.0,0.0,0.0
qaoa_n7,7,clean,0,10,10,qaoa_n7_clean,20000,5200,5230,5230,5230,5340.0,110,0.0,110.0,module_3,module_4,35,0.0,110.0,5340.0,0.0,0.0,False,0.0,0.0,0.0
qaoa_n7,7,clean,0,11,11,qaoa_n7_clean,20000,5620,5650,5650,5650,5760.0,110,0.0,110.0,module_3,module_4,36,0.0,110.0,5760.0,0.0,0.0,False,0.0,0.0,0.0
qaoa_n7,7,clean,0,12,12,qaoa_n7_clean,20000,6040,6070,6070,6070,6180.0,110,0.0,110.0,module_3,module_4,37,0.0,110.0,6180.0,0.0,0.0,False,0.0,0.0,0.0
qaoa_n7,7,clean,0,13,13,qaoa_n7_clean,20000,6460,6490,6490,6490,6600.0,110,0.0,110.0,module_3,module_4,38,0.0,110.0,6600.0,0.0,0.0,False,0.0,0.0,0.0
qaoa_n7,7,clean,0,14,14,qaoa_n7_clean,20000,6880,6910,6910,6910,7020.0,110,0.0,110.0,module_3,module_4,39,0.0,110.0,7020.0,0.0,0.0,False,0.0,0.0,0.0
qaoa_n7,7,clean,0,15,15,qaoa_n7_clean,20000,7300,7330,7330,7330,7440.0,110,0.0,110.0,module_3,module_4,40,0.0,110.0,7440.0,0.0,0.0,False,0.0,0.0,0.0
qaoa_n7,7,clean,0,16,16,qaoa_n7_clean,20000,7720,7750,7750,7750,7860.0,110,0.0,110.0,module_3,module_4,41,0.0,110.0,7860.0,0.0,0.0,False,0.0,0.0,0.0
qaoa_n7,7,clean,0,17,17,qaoa_n7_clean,20000,8140,8170,8170,8170,8280.0,110,0.0,110.0,module_3,module_4,42,0.0,110.0,8280.0,0.0,0.0,False,0.0,0.0,0.0
qaoa_n7,7,clean,0,18,18,qaoa_n7_clean,20000,8560,8590,8590,8590,8700.0,110,0.0,110.0,module_3,module_4,43,0.0,110.0,8700.0,0.0,0.0,False,0.0,0.0,0.0
