profile_name,method,sample_count,trial_count,feature_count,chance_accuracy,accuracy,balanced_accuracy,macro_f1
timestamp_5ns,random_forest,110,10,111,0.09090909090909091,1.0,1.0,1.0
timestamp_20ns,random_forest,110,10,111,0.09090909090909091,1.0,1.0,1.0
scheduler_5ns,random_forest,110,10,111,0.09090909090909091,1.0,1.0,1.0
scheduler_20ns,random_forest,110,10,111,0.09090909090909091,0.9272727272727272,0.9272727272727274,0.9257116620752984
combined_5ns,random_forest,110,10,111,0.09090909090909091,0.9818181818181818,0.9818181818181819,0.9818181818181819
combined_20ns,random_forest,110,10,111,0.09090909090909091,0.8818181818181818,0.8818181818181817,0.8783321941216677
combined_50ns,random_forest,110,10,111,0.09090909090909091,0.8363636363636363,0.8363636363636363,0.8329218362711185
