task_name,source_task,target,model_name,sample_count,mae,rmse,r2
distillation_depth_estimation,distillation_depth_inference,distillation_depth,random_forest,108,0.453378549382716,0.6146838922900483,0.43324556883873444
distillation_depth_estimation,distillation_depth_inference,distillation_depth,hist_gradient_boosting,108,0.4598539112966294,0.613945159085861,0.4346070124525552
distillation_depth_estimation,distillation_depth_inference,distillation_depth,elastic_net,108,0.5420816556554822,0.644538298779629,0.3768555721093927
retry_count_estimation,retry_policy_inference,actual_retry_count,random_forest,108,7.247253843584399,9.042005221029534,-0.174756253459877
retry_count_estimation,retry_policy_inference,actual_retry_count,hist_gradient_boosting,108,8.179603127364137,10.25311794945149,-0.5105328187193667
retry_count_estimation,retry_policy_inference,actual_retry_count,elastic_net,108,8.467852673229283,12.267728425183119,-1.16245244310055
