base_schedule_id,repeat_id,schedule_profile,victim_request_index,route_path,release_ns
base_0004,0,dense_periodic,38,probe_path_2,17119.118460299625
base_0004,0,dense_periodic,39,probe_path_0,17557.404068764536
base_0004,0,dense_periodic,40,probe_path_1,18004.04875133202
base_0004,0,dense_periodic,41,probe_path_2,18439.631473356858
base_0004,0,dense_periodic,42,probe_path_0,18886.563512456174
base_0004,0,dense_periodic,43,probe_path_1,19324.733171849526
base_0004,0,dense_periodic,44,probe_path_2,19772.471315733987
base_0004,1,dense_periodic,0,probe_path_0,305.31995370384334
base_0004,1,dense_periodic,1,probe_path_1,741.0549104988237
base_0004,1,dense_periodic,2,probe_path_2,1187.9845933269225
base_0004,1,dense_periodic,3,probe_path_0,1632.9120142914312
base_0004,1,dense_periodic,4,probe_path_1,2069.0516806855144
base_0004,1,dense_periodic,5,probe_path_2,2511.8332572447357
base_0004,1,dense_periodic,6,probe_path_0,2957.363692994925
base_0004,1,dense_periodic,7,probe_path_1,3400.3026789164546
base_0004,1,dense_periodic,8,probe_path_2,3838.6866441620455
base_0004,1,dense_periodic,9,probe_path_0,4285.891560108036
base_0004,1,dense_periodic,10,probe_path_1,4725.344848629081
base_0004,1,dense_periodic,11,probe_path_2,5167.29895360862
base_0004,1,dense_periodic,12,probe_path_0,5616.264185188867
base_0004,1,dense_periodic,13,probe_path_1,6052.4954335505045
base_0004,1,dense_periodic,14,probe_path_2,6496.205871171693
base_0004,1,dense_periodic,15,probe_path_0,6936.878301695843
base_0004,1,dense_periodic,16,probe_path_1,7382.3581366790395
base_0004,1,dense_periodic,17,probe_path_2,7827.884701638103
base_0004,1,dense_periodic,18,probe_path_0,8266.565951847038
base_0004,1,dense_periodic,19,probe_path_1,8710.609216893625
base_0004,1,dense_periodic,20,probe_path_2,9155.126437869141
base_0004,1,dense_periodic,21,probe_path_0,9592.163127598104
base_0004,1,dense_periodic,22,probe_path_1,10037.615983986974
base_0004,1,dense_periodic,23,probe_path_2,10481.982013653138
base_0004,1,dense_periodic,24,probe_path_0,10918.613409216632
base_0004,1,dense_periodic,25,probe_path_1,11365.026710377815
base_0004,1,dense_periodic,26,probe_path_2,11806.931579327758
base_0004,1,dense_periodic,27,probe_path_0,12251.986068370661
base_0004,1,dense_periodic,28,probe_path_1,12692.750772271282
base_0004,1,dense_periodic,29,probe_path_2,13134.84494941125
base_0004,1,dense_periodic,30,probe_path_0,13578.37294409072
base_0004,1,dense_periodic,31,probe_path_1,14016.352766106986
base_0004,1,dense_periodic,32,probe_path_2,14465.974681208954
base_0004,1,dense_periodic,33,probe_path_0,14905.99212265319
base_0004,1,dense_periodic,34,probe_path_1,15350.024009554028
base_0004,1,dense_periodic,35,probe_path_2,15791.578967906426
base_0004,1,dense_periodic,36,probe_path_0,16234.674279938035
base_0004,1,dense_periodic,37,probe_path_1,16671.904037625372
base_0004,1,dense_periodic,38,probe_path_2,17118.918998444184
base_0004,1,dense_periodic,39,probe_path_0,17557.346516391975
base_0004,1,dense_periodic,40,probe_path_1,18003.70793209042
base_0004,1,dense_periodic,41,probe_path_2,18447.46858273124
base_0004,1,dense_periodic,42,probe_path_0,18886.844452460013
base_0004,1,dense_periodic,43,probe_path_1,19330.096384290802
base_0004,1,dense_periodic,44,probe_path_2,19770.905265746056
base_0005,0,synchronization_bursty,0,probe_path_2,109.72545022362505
base_0005,0,synchronization_bursty,1,probe_path_0,163.2749781747487
base_0005,0,synchronization_bursty,2,probe_path_1,220.7797517824769
base_0005,0,synchronization_bursty,3,probe_path_2,274.31841733959226
base_0005,0,synchronization_bursty,4,probe_path_0,1521.2567289866513
base_0005,0,synchronization_bursty,5,probe_path_1,1577.6428397936636
base_0005,0,synchronization_bursty,6,probe_path_2,1631.4260190162233
base_0005,0,synchronization_bursty,7,probe_path_0,1688.0381873426554
base_0005,0,synchronization_bursty,8,probe_path_1,2931.1075583813317
base_0005,0,synchronization_bursty,9,probe_path_2,2986.2449381371016
base_0005,0,synchronization_bursty,10,probe_path_0,3042.75405242824
base_0005,0,synchronization_bursty,11,probe_path_1,3097.4411018574788
base_0005,0,synchronization_bursty,12,probe_path_2,4343.135338963608
base_0005,0,synchronization_bursty,13,probe_path_0,4397.111367433759
base_0005,0,synchronization_bursty,14,probe_path_1,4451.531239849876
base_0005,0,synchronization_bursty,15,probe_path_2,4511.809902566659
base_0005,0,synchronization_bursty,16,probe_path_0,5755.3214294486315
base_0005,0,synchronization_bursty,17,probe_path_1,5809.671784238193
base_0005,0,synchronization_bursty,18,probe_path_2,5862.850194578611
base_0005,0,synchronization_bursty,19,probe_path_0,5917.555746829156
base_0005,0,synchronization_bursty,20,probe_path_1,7166.123366587911
base_0005,0,synchronization_bursty,21,probe_path_2,7221.780540309617
base_0005,0,synchronization_bursty,22,probe_path_0,7272.8785491714025
base_0005,0,synchronization_bursty,23,probe_path_1,7333.061987571931
base_0005,0,synchronization_bursty,24,probe_path_2,8573.37320366293
base_0005,0,synchronization_bursty,25,probe_path_0,8629.358141075985
base_0005,0,synchronization_bursty,26,probe_path_1,8686.437820678824
base_0005,0,synchronization_bursty,27,probe_path_2,8744.966378211033
base_0005,0,synchronization_bursty,28,probe_path_0,9988.18716662113
base_0005,0,synchronization_bursty,29,probe_path_1,10042.62922185221
base_0005,0,synchronization_bursty,30,probe_path_2,10097.16407488065
base_0005,0,synchronization_bursty,31,probe_path_0,10152.89002667333
base_0005,0,synchronization_bursty,32,probe_path_1,11402.58970379694
base_0005,0,synchronization_bursty,33,probe_path_2,11458.156495024985
base_0005,0,synchronization_bursty,34,probe_path_0,11511.123259819493
base_0005,0,synchronization_bursty,35,probe_path_1,11564.516225129164
base_0005,0,synchronization_bursty,36,probe_path_2,12808.883471413717
base_0005,0,synchronization_bursty,37,probe_path_0,12868.700627625058
base_0005,0,synchronization_bursty,38,probe_path_1,12918.329113801316
base_0005,0,synchronization_bursty,39,probe_path_2,12980.120723060696
base_0005,0,synchronization_bursty,40,probe_path_0,14219.249596421812
base_0005,0,synchronization_bursty,41,probe_path_1,14274.72316528355
base_0005,0,synchronization_bursty,42,probe_path_2,14329.2110229845
base_0005,0,synchronization_bursty,43,probe_path_0,14390.234246816286
base_0005,0,synchronization_bursty,44,probe_path_1,15630.775222212074
base_0005,0,synchronization_bursty,45,probe_path_2,15688.645201781097
base_0005,0,synchronization_bursty,46,probe_path_0,15742.749538075066
base_0005,0,synchronization_bursty,47,probe_path_1,15802.737050887374
base_0005,0,synchronization_bursty,48,probe_path_2,17043.58853839829
base_0005,0,synchronization_bursty,49,probe_path_0,17101.060121665578
base_0005,0,synchronization_bursty,50,probe_path_1,17156.049090210734
base_0005,0,synchronization_bursty,51,probe_path_2,17209.221662876465
base_0005,0,synchronization_bursty,52,probe_path_0,18455.4670127218
base_0005,0,synchronization_bursty,53,probe_path_1,18510.952129694917
base_0005,0,synchronization_bursty,54,probe_path_2,18567.657939980967
base_0005,0,synchronization_bursty,55,probe_path_0,18623.681329044703
base_0005,0,synchronization_bursty,56,probe_path_1,19867.221623701007
base_0005,0,synchronization_bursty,57,probe_path_2,19917.72750563232
base_0005,0,synchronization_bursty,58,probe_path_0,19978.51147218627
base_0005,1,synchronization_bursty,0,probe_path_2,122.59783051397817
base_0005,1,synchronization_bursty,1,probe_path_0,178.593373545494
base_0005,1,synchronization_bursty,2,probe_path_1,230.055468480707
base_0005,1,synchronization_bursty,3,probe_path_2,286.8754062719382
base_0005,1,synchronization_bursty,4,probe_path_0,1533.5707180757126
base_0005,1,synchronization_bursty,5,probe_path_1,1589.3890572615726
base_0005,1,synchronization_bursty,6,probe_path_2,1643.7381844260035
base_0005,1,synchronization_bursty,7,probe_path_0,1700.6541919699341
base_0005,1,synchronization_bursty,8,probe_path_1,2942.092910155758
base_0005,1,synchronization_bursty,9,probe_path_2,3002.2757188491696
base_0005,1,synchronization_bursty,10,probe_path_0,3054.4599312251185
base_0005,1,synchronization_bursty,11,probe_path_1,3109.997990308141
base_0005,1,synchronization_bursty,12,probe_path_2,4355.57433125356
base_0005,1,synchronization_bursty,13,probe_path_0,4411.408106918415
base_0005,1,synchronization_bursty,14,probe_path_1,4469.5977381374305
base_0005,1,synchronization_bursty,15,probe_path_2,4520.2798742697105
base_0005,1,synchronization_bursty,16,probe_path_0,5765.303339295909
base_0005,1,synchronization_bursty,17,probe_path_1,5823.334403241369
base_0005,1,synchronization_bursty,18,probe_path_2,5878.369378492098
base_0005,1,synchronization_bursty,19,probe_path_0,5935.14289519538
base_0005,1,synchronization_bursty,20,probe_path_1,7178.220401906833
base_0005,1,synchronization_bursty,21,probe_path_2,7233.266440109959
base_0005,1,synchronization_bursty,22,probe_path_0,7289.067532788281
base_0005,1,synchronization_bursty,23,probe_path_1,7346.7725293941285
base_0005,1,synchronization_bursty,24,probe_path_2,8588.525254491944
