configuration_id,subexperiment,scheduler_policy,victim_qasm,victim_tag,trial_id,trace_seed,queue_depth,tenant_count,hub_capacity,link_capacity,communication_qubits_per_module,priority_profile,decision_interval_ns,lookahead_window_ns,preemption_allowed,epr_prefetch_enabled,attacker_probe_count,attacker_both_completed_count,positive_delay_probe_fraction,negative_speedup_probe_fraction,failure_transition_probe_fraction,recovery_transition_probe_fraction,any_timing_change_probe_fraction,any_observable_change_probe_fraction,mean_signed_attacker_change_ns,mean_absolute_attacker_change_ns,max_positive_attacker_delay_ns,max_attacker_speedup_ns,total_absolute_attacker_change_ns,attacker_detection_probability,victim_only_success,combined_victim_success,victim_slowdown_ns_successful_only,victim_slowdown_ratio_successful_only,attacker_only_request_count,attacker_only_completed_request_count,attacker_only_rejected_request_count,attacker_only_queue_admission_rate,attacker_only_request_success_rate,attacker_only_mean_remote_latency_ns,attacker_only_p95_remote_latency_ns,attacker_only_p99_remote_latency_ns,attacker_only_mean_queue_delay_ns,attacker_only_p95_queue_delay_ns,attacker_only_deadline_miss_fraction,attacker_only_reordering_rate,attacker_only_tenant_success_fairness,attacker_only_tenant_wait_fairness,attacker_only_hub_utilization,attacker_only_link_utilization,attacker_only_communication_qubit_utilization,attacker_only_epr_reservation_utilization,attacker_only_mean_queue_occupancy,attacker_only_maximum_queue_occupancy,attacker_only_scheduler_decision_count,attacker_only_scheduler_idle_decision_count,attacker_only_preemption_event_count,attacker_only_epr_prefetched_count,attacker_only_epr_used_count,attacker_only_epr_expired_count,attacker_only_epr_cancelled_or_orphaned_count,attacker_only_epr_expiration_fraction,attacker_only_makespan_ns,victim_only_request_count,victim_only_completed_request_count,victim_only_rejected_request_count,victim_only_queue_admission_rate,victim_only_request_success_rate,victim_only_mean_remote_latency_ns,victim_only_p95_remote_latency_ns,victim_only_p99_remote_latency_ns,victim_only_mean_queue_delay_ns,victim_only_p95_queue_delay_ns,victim_only_deadline_miss_fraction,victim_only_reordering_rate,victim_only_tenant_success_fairness,victim_only_tenant_wait_fairness,victim_only_hub_utilization,victim_only_link_utilization,victim_only_communication_qubit_utilization,victim_only_epr_reservation_utilization,victim_only_mean_queue_occupancy,victim_only_maximum_queue_occupancy,victim_only_scheduler_decision_count,victim_only_scheduler_idle_decision_count,victim_only_preemption_event_count,victim_only_epr_prefetched_count,victim_only_epr_used_count,victim_only_epr_expired_count,victim_only_epr_cancelled_or_orphaned_count,victim_only_epr_expiration_fraction,victim_only_makespan_ns,combined_request_count,combined_completed_request_count,combined_rejected_request_count,combined_queue_admission_rate,combined_request_success_rate,combined_mean_remote_latency_ns,combined_p95_remote_latency_ns,combined_p99_remote_latency_ns,combined_mean_queue_delay_ns,combined_p95_queue_delay_ns,combined_deadline_miss_fraction,combined_reordering_rate,combined_tenant_success_fairness,combined_tenant_wait_fairness,combined_hub_utilization,combined_link_utilization,combined_communication_qubit_utilization,combined_epr_reservation_utilization,combined_mean_queue_occupancy,combined_maximum_queue_occupancy,combined_scheduler_decision_count,combined_scheduler_idle_decision_count,combined_preemption_event_count,combined_epr_prefetched_count,combined_epr_used_count,combined_epr_expired_count,combined_epr_cancelled_or_orphaned_count,combined_epr_expiration_fraction,combined_makespan_ns,victim_phase_boundary_count,observed_timing_transition_count,visible_phase_boundary_count,phase_boundary_visibility_fraction
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,square_root_n18.qasm,square_root_n18,0,1652399131,32,4,2,1,2,equal,20,500,False,False,48,2,0.0,0.0,0.9583333333333334,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,-0.0,0.0,0.9583333333333334,False,False,,,88,88,0,1.0,1.0,130.73863636363637,178.95,213.13,16.193181818181817,65.44999999999989,0.0,0.0005224660397074191,1.0,0.9296061611921482,0.22682268226822683,0.13393339333933393,0.09072907290729072,0.0,0.06413141314131413,2,114,28,0,0,0,0,0,0.0,22220,156,54,102,0.46153846153846156,0.34615384615384615,2294.8888888888887,4853.499999999999,5076.099999999999,2180.4444444444443,4736.999999999999,0.8589743589743589,0.033542976939203356,0.5132767588283602,0.3356638442603623,0.13981900452488688,0.08199095022624435,0.05592760180995475,0.0,5.327782805429864,32,303,253,0,0,0,0,0,0.0,22100,204,56,148,0.5686274509803921,0.27450980392156865,2219.3571428571427,4842.5,5073.5,2105.0714285714284,4725.0,0.8823529411764706,0.04415584415584416,0.40951092578287374,0.5014598549936087,0.14479638009049775,0.08398190045248868,0.0579185520361991,0.0,5.334117647058823,32,303,251,0,0,0,0,0,0.0,22100,23,46,9,0.391304347826087
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,square_root_n18.qasm,square_root_n18,1,394554289,32,4,2,1,2,equal,20,500,False,False,48,2,0.0,0.0,0.9583333333333334,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,-0.0,0.0,0.9583333333333334,False,False,,,88,88,0,1.0,1.0,135.39772727272728,210.89999999999978,243.76999999999987,20.852272727272727,93.49999999999974,0.0,0.0005224660397074191,1.0,0.8688802945459648,0.2236024844720497,0.13203194321206743,0.08944099378881988,0.0,0.08141082519964507,3,131,44,0,0,0,0,0,0.0,22540,156,55,101,0.46794871794871795,0.3525641025641026,2256.090909090909,4848.0,5074.8,2141.5454545454545,4731.0,0.8525641025641025,0.04983164983164983,0.5524656712395863,0.5296809133174567,0.13975155279503104,0.08251996450754215,0.055900621118012424,0.0,5.225598935226264,32,305,255,0,0,0,0,0,0.0,22540,204,57,147,0.5735294117647058,0.27941176470588236,2183.245614035088,4836.999999999999,5072.2,2068.8596491228072,4718.999999999999,0.8774509803921569,0.05889724310776942,0.4397550245979789,0.5762576519896515,0.14463176574977818,0.084472049689441,0.057852706299911266,0.0,5.231810115350488,32,305,253,0,0,0,0,0,0.0,22540,23,46,9,0.391304347826087
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,square_root_n18.qasm,square_root_n18,2,276512007,32,4,2,1,2,equal,20,500,False,False,48,2,0.0,0.0,0.9583333333333334,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,-0.0,0.0,0.9583333333333334,False,False,,,88,88,0,1.0,1.0,136.01136363636363,214.7499999999999,265.1999999999998,21.46590909090909,102.99999999999983,0.0,0.0007836990595611285,1.0,0.8893573989610523,0.22380106571936056,0.1321492007104796,0.08952042628774423,0.0,0.0838809946714032,2,133,47,0,0,0,0,0,0.0,22520,156,35,121,0.4551282051282051,0.22435897435897437,3470.2571428571428,4952.0,5100.799999999999,3358.8285714285716,4842.0,0.9807692307692307,0.06050420168067227,0.44384295529179696,0.33444617123793924,0.08706134476292526,0.04018215912135012,0.0348245379051701,0.0,5.248638271274221,32,285,254,0,0,0,0,0,0.0,22398,204,37,167,0.5637254901960784,0.18137254901960784,3292.4054054054054,4943.0,5098.2,3181.054054054054,4833.0,0.9754901960784313,0.08408408408408409,0.41057968253212196,0.43936100952401463,0.0919724975444236,0.04214662023394946,0.03678899901776944,0.0,5.254888829359764,32,285,252,0,0,0,0,0,0.0,22398,23,46,9,0.391304347826087
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,qft_n18.qasm,qft_n18,0,1025815130,32,4,2,1,2,equal,20,500,False,False,48,5,0.0,0.0,0.8958333333333334,0.0,0.0,0.8958333333333334,0.0,0.0,0.0,-0.0,0.0,0.8958333333333334,False,False,,,88,88,0,1.0,1.0,134.82954545454547,190.7499999999999,293.03999999999996,20.28409090909091,73.89999999999995,0.0,0.00026123301985370953,1.0,0.853903726034997,0.2212467076382792,0.13064091308165057,0.08849868305531168,0.0,0.07835820895522388,2,124,37,0,0,0,0,0,0.0,22780,106,87,19,0.9905660377358491,0.8207547169811321,1389.0804597701149,4161.5,4433.0,1271.9540229885058,4048.5000000000005,0.5377358490566038,0.04677893611333868,0.9779629460061654,0.6532688419658542,0.2236611062335382,0.15478489903424056,0.08946444249341527,0.0,4.857769973661107,32,359,274,0,0,0,0,0,0.0,22780,154,100,54,0.974025974025974,0.6493506493506493,1581.2,4305.25,4455.3,1465.1,4195.25,0.6558441558441559,0.06767676767676768,0.7974089523503931,0.6531953788496203,0.254828797190518,0.16619841966637403,0.1019315188762072,0.0,6.431518876207199,32,405,307,0,0,0,0,0,0.0,22780,35,43,10,0.2857142857142857
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,qft_n18.qasm,qft_n18,1,1310581232,32,4,2,1,2,equal,20,500,False,False,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,False,False,,,88,88,0,1.0,1.0,135.95454545454547,221.89999999999995,252.99999999999955,21.40909090909091,101.89999999999995,0.0,0.0007836990595611285,1.0,0.9760136311821785,0.22419928825622776,0.13238434163701068,0.08967971530249111,0.0,0.08380782918149467,2,132,44,0,0,0,0,0,0.0,22480,106,97,9,0.9716981132075472,0.9150943396226415,1582.8247422680413,3991.0,4127.599999999999,1466.3298969072166,3881.0,0.5377358490566038,0.04875429553264605,0.9954853273137698,0.6074862196270784,0.2513345195729537,0.16779359430604981,0.10053380782918149,0.0,6.327135231316726,32,401,305,0,0,0,0,0,0.0,22480,154,143,11,0.9935064935064936,0.9285714285714286,1073.0,3827.5,3992.4000000000005,958.7342657342657,3717.5,0.37012987012987014,0.052496798975672214,0.9943609022556392,0.7429371448794987,0.3634341637010676,0.2104982206405694,0.14537366548042704,0.0,6.098709964412811,32,442,309,0,0,0,0,0,0.0,22480,35,0,0,0.0
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,qft_n18.qasm,qft_n18,2,1461130054,32,4,2,1,2,equal,20,500,False,False,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,False,False,,,88,88,0,1.0,1.0,134.5,225.64999999999998,241.68999999999994,19.954545454545453,105.64999999999999,0.0,0.00026123301985370953,1.0,0.8130881363747218,0.22183098591549297,0.13098591549295774,0.08873239436619719,0.0,0.07728873239436619,2,129,41,0,0,0,0,0,0.0,22720,106,96,10,0.9622641509433962,0.9056603773584906,1609.3333333333333,4061.25,4223.499999999999,1492.875,3951.25,0.5377358490566038,0.05021929824561404,0.9943731712806665,0.6674634966923337,0.2460387323943662,0.16390845070422536,0.09841549295774647,0.0,6.307922535211268,32,405,310,0,0,0,0,0,0.0,22720,154,135,19,0.9805194805194806,0.8766233766233766,978.0814814814814,4054.4999999999995,4354.8,863.4888888888889,3941.4999999999995,0.37662337662337664,0.05163073521282476,0.9822772795705963,0.6665007949344653,0.3404489436619718,0.2016725352112676,0.13617957746478873,0.0,5.130765845070423,32,406,278,0,0,0,0,0,0.0,22720,27,0,0,0.0
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,dnn_n16.qasm,dnn_n16,0,1905083293,32,4,2,1,2,equal,20,500,False,False,48,48,0.22916666666666666,0.0,0.0,0.0,0.22916666666666666,0.22916666666666666,20.416666666666668,20.416666666666668,200.0,-0.0,980.0,0.22916666666666666,False,False,,,88,88,0,1.0,1.0,135.9659090909091,223.24999999999994,270.39999999999964,21.420454545454547,106.94999999999997,0.0,0.0005224660397074191,1.0,0.9587857882472062,0.21970357454228423,0.12972972972972974,0.08788142981691369,0.0,0.08217088055797733,2,130,43,0,0,0,0,0,0.0,22940,112,106,6,0.9642857142857143,0.9464285714285714,1905.0,5203.75,5921.250000000001,1788.9622641509434,5093.75,0.5089285714285714,0.10116801437556154,0.9983700081499592,0.6707515748858307,0.2680906713164778,0.17419354838709677,0.10723626852659111,0.0,8.266346992153444,32,633,531,0,0,0,0,0,0.0,22940,160,154,6,0.975,0.9625,1380.974025974026,5201.75,5889.65,1266.8181818181818,5091.75,0.35625,0.08632543926661573,0.9986437613019891,0.7411147507237426,0.3831734960767219,0.2202266782911944,0.15326939843068876,0.0,8.504359197907585,32,672,536,0,0,0,0,0,0.0,22940,41,18,33,0.8048780487804879
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,dnn_n16.qasm,dnn_n16,1,143938607,32,4,2,1,2,equal,20,500,False,False,48,48,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,22.083333333333332,22.083333333333332,280.0,-0.0,1060.0,0.16666666666666666,False,False,,,88,88,0,1.0,1.0,134.32954545454547,208.44999999999987,237.20999999999992,19.78409090909091,91.94999999999997,0.0,0.0007836990595611285,1.0,0.9439017709014955,0.2204724409448819,0.13018372703412073,0.08818897637795275,0.0,0.07615923009623797,3,125,40,0,0,0,0,0,0.0,22860,112,105,7,0.9821428571428571,0.9375,2006.2952380952381,5729.0,5999.4,1890.2,5619.0,0.5089285714285714,0.12490842490842491,0.9977614838164416,0.4935571598144951,0.26662292213473315,0.17384076990376204,0.10664916885389326,0.0,8.682020997375329,32,635,532,0,0,0,0,0,0.0,22860,160,153,7,0.9875,0.95625,1428.2418300653594,5614.0,6002.4,1314.0588235294117,5504.0,0.35625,0.09864121087031304,0.9981417808565505,0.7496979412414967,0.3821084864391951,0.22003499562554682,0.15284339457567803,0.0,8.79488188976378,32,673,534,0,0,0,0,0,0.0,22860,40,11,21,0.525
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,dnn_n16.qasm,dnn_n16,2,529245321,32,4,2,1,2,equal,20,500,False,False,48,48,0.22916666666666666,0.0,0.0,0.0,0.22916666666666666,0.22916666666666666,30.0,30.0,280.0,-0.0,1440.0,0.22916666666666666,False,False,,,88,88,0,1.0,1.0,145.0340909090909,253.34999999999985,420.0,30.488636363636363,142.99999999999983,0.0,0.0018286311389759666,1.0,0.846284360507378,0.230980751604033,0.13638863428047662,0.0923923006416132,0.0,0.12296058661778185,4,138,52,0,0,0,0,0,0.0,21820,112,106,6,0.9642857142857143,0.9464285714285714,1957.433962264151,5598.75,5939.25,1841.3962264150944,5488.75,0.5089285714285714,0.10727762803234502,0.9983700081499592,0.6714868514294805,0.2818515123739688,0.18313473877176903,0.11274060494958753,0.0,8.945371219065079,32,656,553,0,0,0,0,0,0.0,21820,160,154,6,0.975,0.9625,1423.2987012987012,5480.249999999999,6009.349999999999,1309.142857142857,5370.249999999999,0.35625,0.0903149138443256,0.9986437613019891,0.7304564738528856,0.40284142988084326,0.23153070577451879,0.1611365719523373,0.0,9.239596700274976,32,702,570,0,0,0,0,0,0.0,21820,41,16,33,0.8048780487804879
cfg_232a55e0,preemption_prefetch_priority,static_circuit_layer,sat_n11.qasm,sat_n11,0,972192440,32,4,2,1,2,equal,20,500,False,False,48,48,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.4166666666666667,0.4166666666666667,20.0,-0.0,20.0,0.020833333333333332,False,False,,,88,88,0,1.0,1.0,136.42045454545453,195.7999999999999,265.1799999999996,21.875,82.99999999999983,0.0,0.0005224660397074191,1.0,0.9979183694137473,0.2204724409448819,0.13018372703412073,0.08818897637795275,0.0,0.0842082239720035,2,128,41,0,0,0,0,0,0.0,22860,76,75,1,0.9868421052631579,0.9868421052631579,1108.2,3843.0,4254.900000000001,990.8666666666667,3723.0,0.3815789473684211,0.03099099099099099,0.999825342764824,0.6474932675391504,0.19247594050743658,0.1347331583552056,0.07699037620297462,0.0,3.25087489063867,32,278,204,0,0,0,0,0,0.0,22860,124,123,1,0.9919354838709677,0.9919354838709677,728.2520325203252,3579.499999999999,4173.3,613.780487804878,3468.499999999999,0.23387096774193547,0.03465280554444889,0.9998533150792099,0.7526575346089142,0.3079615048118985,0.18092738407699038,0.1231846019247594,0.0,3.30249343832021,32,339,218,0,0,0,0,0,0.0,22860,32,2,0,0.0
