protocol_name,scenario_id,workload_name,trial_id,probe_count,affected_probe_fraction,speedup_probe_fraction,failure_transition_fraction,mean_excess_turnaround_ns,mean_absolute_timing_change_ns,cumulative_positive_excess_ns,maximum_positive_excess_ns,p95_positive_excess_ns,std_excess_turnaround_ns,longest_affected_run,affected_run_count,lag1_excess_autocorrelation,epr_miss_fraction,persistent_epr_state_fraction,direct_victim_generation_overlap_fraction,victim_mean_request_slowdown,victim_makespan_slowdown,victim_mean_added_turnaround_ns,scenario_class,shared_resources
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,sparse_periodic,4,48,0.0625,0.0,0.0,2.395028615573343,2.395028615573343,114.96137354752045,40.081079815568955,23.893050437513686,9.282168784759426,1,3,-0.06808971180007926,0.0,0.0,0.0,1.1138850265182703,1.0,17.082753977740552,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,sparse_periodic,5,48,0.10416666666666667,0.0,0.0,3.863936112275875,3.863936112275875,185.468933389242,61.67996789620884,39.22467951349819,14.516725236337383,1,5,-0.07246379645614032,0.0,0.0,0.0,1.066361053001379,1.0,9.954157950206813,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,sparse_periodic,6,48,0.0625,0.0,0.0,2.481375897884732,2.481375897884732,119.10604309846713,41.9043579664758,24.66297904491661,9.619147399913912,1,3,-0.06805666541924572,0.0,0.0,0.0,1.1051384351564648,1.0,15.770765273469722,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,sparse_periodic,7,48,0.0625,0.0,0.0,2.30594026496586,2.30594026496586,110.68513271836127,39.29309204859055,22.787916858850025,8.94187107871058,1,3,-0.06801389044381903,0.0,0.0,0.0,1.1082879353177717,1.0,16.243190297665734,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,sparse_periodic,8,48,0.14583333333333334,0.0,0.0,5.995891111095948,5.995891111095948,287.8027733326055,75.94035176669672,54.513578631165736,18.40164178899283,1,7,-0.1086725468773619,0.0,0.0,0.0,1.051256902421709,1.0,7.688535363256381,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,sparse_periodic,9,48,0.125,0.0,0.0,6.2110327139326955,6.2110327139326955,298.1295702687694,82.61733492523126,57.38650483780103,19.676023794601505,1,6,-0.1019807160906937,0.0,0.0,0.0,1.045887878535536,1.0,6.883181780330398,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,0,48,0.20833333333333334,0.0,0.0,10.648401933258432,10.648401933258432,511.1232927964047,93.78600394066962,73.79409321191818,24.53938539570375,2,5,0.19493207919239908,0.0,0.0,0.0,1.0711453984907486,1.0022937654540878,10.671809773612294,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,1,48,0.20833333333333334,0.0,0.0,9.041409594486646,9.041409594486646,433.98766053535905,88.67449186314957,63.90441606667159,21.89064383477398,2,5,0.1424786010336396,0.0,0.0,0.0,1.0750082546257491,1.0,11.251238193862372,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,2,48,0.1875,0.0,0.0,8.507529485606028,8.507529485606028,408.36141530908935,84.03121425698737,60.666974265359464,21.00348609655865,2,5,0.12642333161124053,0.0,0.0,0.0,1.07388070709327,1.0,11.082106063990512,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,3,48,0.20833333333333334,0.0,0.0,10.425363986305065,10.425363986305065,500.4174713426431,92.1246575821242,71.6654290818671,24.013486544776764,2,5,0.18261856284776806,0.0,0.0,0.0,1.0650053107046022,1.0,9.750796605690349,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,4,48,0.20833333333333334,0.0,0.0,10.702495974113447,10.702495974113447,513.7198067574454,93.59092885997597,72.36119119307402,24.553512479519426,2,5,0.18697060387766307,0.0,0.0,0.0,1.0603326402299362,1.0,9.04989603449044,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,5,48,0.1875,0.0,0.0,9.385187714392032,9.385187714392032,450.48901029081753,91.52710712440785,66.12205908114665,22.567445969652855,2,5,0.14670332511854442,0.0,0.0,0.0,1.0712760933187597,1.0,10.691413997813957,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,6,48,0.20833333333333334,0.0,0.0,9.397884606498641,9.397884606498641,451.09846111193474,89.85350204819406,66.31314931359454,22.488606169362793,2,5,0.15158904496589357,0.0,0.0,0.0,1.0719691849172543,1.0,10.79537773758814,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,7,48,0.1875,0.0,0.0,9.163530996138235,9.163530996138235,439.84948781463527,90.4692718595943,65.73653465572013,22.08998233851664,2,5,0.13969724773979714,0.0,0.0,0.0,1.0721603090236043,1.0,10.824046353540629,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,8,48,0.20833333333333334,0.0,0.0,9.978244325371973,9.978244325371973,478.9557276178547,93.8858739900661,69.48299987365854,23.6088103401679,2,5,0.15667677187452617,0.0,0.0,0.0,1.0672865511784786,1.0,10.092982676771797,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,dense_periodic,9,48,0.1875,0.0,0.0,8.780944462447925,8.780944462447925,421.4853341975004,86.353981170299,62.80593785177538,21.27683183352456,2,5,0.14474508549608833,0.0,0.0,0.0,1.0746278092793844,1.0,11.194171391907645,single_resource,switch_path
direct_coherent_remote_cx,direct_coherent_remote_cx__share_switch_path,synchronization_bursty,0,48,0.22916666666666666,0.0,0.0,11.48088059760021,11.48088059760021,551.0822686848101,80.2135912367894,66.15779715751003,22.979065472979823,1,11,-0.25629598400569004,0.0,0.0,0.0,1.0667067069217397,1.0,21.451872772908267,single_resource,switch_path
