scenario_name,workload_name,trial_id,logical_component,sharing_mode,component_capacity,maximum_concurrent_occupancy,aggregate_occupancy_ns,capacity_limit,configured_component_capacity,capacity_respected,analysis_horizon_ns,aggregate_lane_utilization
fully_isolated_interconnect_control,periodic_sparse,7,transmission_segment,dedicated,1,2,5600.0,2,1,True,20000.0,0.14
fully_isolated_interconnect_control,periodic_sparse,8,controller_admission,dedicated,1,2,568.0,2,1,True,20000.0,0.0142
fully_isolated_interconnect_control,periodic_sparse,8,destination_link_interface,dedicated,1,2,852.0,2,1,True,20007.622372914306,0.021291885265522878
fully_isolated_interconnect_control,periodic_sparse,8,source_link_interface,dedicated,1,2,8449.0,2,1,True,20000.0,0.211225
fully_isolated_interconnect_control,periodic_sparse,8,switch_arbiter,dedicated,1,2,852.0000000000009,2,1,True,20000.0,0.021300000000000024
fully_isolated_interconnect_control,periodic_sparse,8,switch_path,dedicated,1,2,6744.999999999998,2,1,True,20000.0,0.16862499999999994
fully_isolated_interconnect_control,periodic_sparse,8,transmission_segment,dedicated,1,2,5679.999999999998,2,1,True,20000.0,0.14199999999999996
fully_isolated_interconnect_control,periodic_sparse,9,controller_admission,dedicated,1,1,560.0,2,1,True,20000.0,0.014
fully_isolated_interconnect_control,periodic_sparse,9,destination_link_interface,dedicated,1,1,840.0,2,1,True,20000.0,0.021
fully_isolated_interconnect_control,periodic_sparse,9,source_link_interface,dedicated,1,2,8330.0,2,1,True,20000.0,0.20825
fully_isolated_interconnect_control,periodic_sparse,9,switch_arbiter,dedicated,1,1,840.0,2,1,True,20000.0,0.021
fully_isolated_interconnect_control,periodic_sparse,9,switch_path,dedicated,1,2,6650.0,2,1,True,20000.0,0.16625
fully_isolated_interconnect_control,periodic_sparse,9,transmission_segment,dedicated,1,2,5600.0,2,1,True,20000.0,0.14
partitioned_controller_admission_two_lanes,layered_bursty,0,controller_admission,partitioned,2,2,640.0,2,2,True,20000.0,0.016
partitioned_controller_admission_two_lanes,layered_bursty,0,destination_link_interface,dedicated,1,2,960.0,2,1,True,20000.0,0.024
partitioned_controller_admission_two_lanes,layered_bursty,0,source_link_interface,dedicated,1,2,9520.0,2,1,True,20000.0,0.238
partitioned_controller_admission_two_lanes,layered_bursty,0,switch_arbiter,dedicated,1,2,960.0,2,1,True,20000.0,0.024
partitioned_controller_admission_two_lanes,layered_bursty,0,switch_path,dedicated,1,2,7600.0,2,1,True,20000.0,0.19
partitioned_controller_admission_two_lanes,layered_bursty,0,transmission_segment,dedicated,1,2,6400.0,2,1,True,20000.0,0.16
partitioned_controller_admission_two_lanes,layered_bursty,1,controller_admission,partitioned,2,2,648.0,2,2,True,20008.989971685474,0.016192721394657564
partitioned_controller_admission_two_lanes,layered_bursty,1,destination_link_interface,dedicated,1,2,972.0,2,1,True,20139.989971685474,0.024131094438639766
partitioned_controller_admission_two_lanes,layered_bursty,1,source_link_interface,dedicated,1,2,9639.0,2,1,True,20127.989971685474,0.2394426868643966
partitioned_controller_admission_two_lanes,layered_bursty,1,switch_arbiter,dedicated,1,2,972.0,2,1,True,20032.989971685474,0.024259983192070175
partitioned_controller_admission_two_lanes,layered_bursty,1,switch_path,dedicated,1,2,7695.0,2,1,True,20127.989971685474,0.19115172480771156
partitioned_controller_admission_two_lanes,layered_bursty,1,transmission_segment,dedicated,1,2,6480.0,2,1,True,20127.989971685474,0.16096987352228342
partitioned_controller_admission_two_lanes,layered_bursty,2,controller_admission,partitioned,2,1,640.0,2,2,True,20000.0,0.016
partitioned_controller_admission_two_lanes,layered_bursty,2,destination_link_interface,dedicated,1,1,960.0,2,1,True,20000.0,0.024
partitioned_controller_admission_two_lanes,layered_bursty,2,source_link_interface,dedicated,1,2,9520.0,2,1,True,20000.0,0.238
partitioned_controller_admission_two_lanes,layered_bursty,2,switch_arbiter,dedicated,1,1,960.0,2,1,True,20000.0,0.024
partitioned_controller_admission_two_lanes,layered_bursty,2,switch_path,dedicated,1,2,7600.0,2,1,True,20000.0,0.19
partitioned_controller_admission_two_lanes,layered_bursty,2,transmission_segment,dedicated,1,2,6400.0,2,1,True,20000.0,0.16
partitioned_controller_admission_two_lanes,layered_bursty,3,controller_admission,partitioned,2,1,640.0,2,2,True,20000.0,0.016
partitioned_controller_admission_two_lanes,layered_bursty,3,destination_link_interface,dedicated,1,1,960.0,2,1,True,20000.0,0.024
partitioned_controller_admission_two_lanes,layered_bursty,3,source_link_interface,dedicated,1,2,9520.0,2,1,True,20000.0,0.238
