attacker_request_id,probe_id,window_name,observation_duration_ns,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
0,0,qaoa_n15,20000,1000,1030,1030,1030,1140,110,0,110,module_3,module_4,0,0,110,1140,0,0,False
1,1,qaoa_n15,20000,1420,1450,1450,1575,1685,110,125,235,module_3,module_4,3,0,110,1560,125,125,True
2,2,qaoa_n15,20000,1840,1870,1870,3445,3555,110,1575,1685,module_3,module_4,20,0,110,1980,1575,1575,True
3,3,qaoa_n15,20000,2260,2290,2290,5315,5425,110,3025,3135,module_3,module_4,37,0,110,2400,3025,3025,True
4,4,qaoa_n15,20000,2680,2710,2710,6205,6315,110,3495,3605,module_3,module_4,45,0,110,2820,3495,3495,True
5,5,qaoa_n15,20000,3100,3130,3130,6315,6425,110,3185,3295,module_3,module_4,46,0,110,3240,3185,3185,True
6,6,qaoa_n15,20000,3520,3550,3550,6425,6535,110,2875,2985,module_3,module_4,47,0,110,3660,2875,2875,True
7,7,qaoa_n15,20000,3940,3970,3970,6535,6645,110,2565,2675,module_3,module_4,48,0,110,4080,2565,2565,True
8,8,qaoa_n15,20000,4360,4390,4390,6645,6755,110,2255,2365,module_3,module_4,49,0,110,4500,2255,2255,True
9,9,qaoa_n15,20000,4780,4810,4810,6755,6865,110,1945,2055,module_3,module_4,50,0,110,4920,1945,1945,True
10,10,qaoa_n15,20000,5200,5230,5230,6865,6975,110,1635,1745,module_3,module_4,51,0,110,5340,1635,1635,True
11,11,qaoa_n15,20000,5620,5650,5650,6975,7085,110,1325,1435,module_3,module_4,52,0,110,5760,1325,1325,True
12,12,qaoa_n15,20000,6040,6070,6070,7085,7195,110,1015,1125,module_3,module_4,53,0,110,6180,1015,1015,True
13,13,qaoa_n15,20000,6460,6490,6490,7195,7305,110,705,815,module_3,module_4,54,0,110,6600,705,705,True
14,14,qaoa_n15,20000,6880,6910,6910,7305,7415,110,395,505,module_3,module_4,55,0,110,7020,395,395,True
15,15,qaoa_n15,20000,7300,7330,7330,7415,7525,110,85,195,module_3,module_4,56,0,110,7440,85,85,True
16,16,qaoa_n15,20000,7720,7750,7750,7750,7860,110,0,110,module_3,module_4,57,0,110,7860,0,0,False
17,17,qaoa_n15,20000,8140,8170,8170,8170,8280,110,0,110,module_3,module_4,58,0,110,8280,0,0,False
18,18,qaoa_n15,20000,8560,8590,8590,8590,8700,110,0,110,module_3,module_4,59,0,110,8700,0,0,False
19,19,qaoa_n15,20000,8980,9010,9010,9010,9120,110,0,110,module_3,module_4,60,0,110,9120,0,0,False
20,20,qaoa_n15,20000,9400,9430,9430,9430,9540,110,0,110,module_3,module_4,61,0,110,9540,0,0,False
21,21,qaoa_n15,20000,9820,9850,9850,9850,9960,110,0,110,module_3,module_4,62,0,110,9960,0,0,False
22,22,qaoa_n15,20000,10240,10270,10270,10270,10380,110,0,110,module_3,module_4,63,0,110,10380,0,0,False
23,23,qaoa_n15,20000,10660,10690,10690,10690,10800,110,0,110,module_3,module_4,64,0,110,10800,0,0,False
24,24,qaoa_n15,20000,11080,11110,11110,11110,11220,110,0,110,module_3,module_4,65,0,110,11220,0,0,False
25,25,qaoa_n15,20000,11500,11530,11530,11530,11640,110,0,110,module_3,module_4,66,0,110,11640,0,0,False
26,26,qaoa_n15,20000,11920,11950,11950,11950,12060,110,0,110,module_3,module_4,67,0,110,12060,0,0,False
27,27,qaoa_n15,20000,12340,12370,12370,12370,12480,110,0,110,module_3,module_4,68,0,110,12480,0,0,False
28,28,qaoa_n15,20000,12760,12790,12790,12790,12900,110,0,110,module_3,module_4,69,0,110,12900,0,0,False
