run_type,victim_remote_event_id,victim_trace_step,op_name,qubits,source_module,target_modules,arrival_time_ns,service_start_time_ns,completion_time_ns,waiting_time_ns,turnaround_time_ns,service_time_ns
victim_only,0,12,cx,"0,2",module_0,module_1,1060,1060,1170,0,110,110
victim_only,1,14,cx,"0,2",module_0,module_1,1070,1170,1280,100,210,110
victim_only,2,22,cx,"1,3",module_0,module_1,1110,1280,1390,170,280,110
victim_only,3,24,cx,"1,3",module_0,module_1,1120,1390,1500,270,380,110
victim_only,4,36,cx,"2,4",module_1,module_2,1180,1500,1610,320,430,110
victim_only,5,38,cx,"2,4",module_1,module_2,1190,1610,1720,420,530,110
victim_only,6,44,cx,"0,2",module_0,module_1,1220,1720,1830,500,610,110
victim_only,7,46,cx,"0,2",module_0,module_1,1230,1830,1940,600,710,110
victim_only,8,51,cx,"3,4",module_1,module_2,1255,1940,2050,685,795,110
victim_only,9,53,cx,"3,4",module_1,module_2,1265,2050,2160,785,895,110
victim_only,10,59,cx,"1,3",module_0,module_1,1295,2160,2270,865,975,110
victim_only,11,61,cx,"1,3",module_0,module_1,1305,2270,2380,965,1075,110
victim_only,12,72,cx,"2,4",module_1,module_2,1360,2380,2490,1020,1130,110
victim_only,13,74,cx,"2,4",module_1,module_2,1370,2490,2600,1120,1230,110
victim_only,14,80,cx,"3,4",module_1,module_2,1400,2600,2710,1200,1310,110
victim_only,15,82,cx,"3,4",module_1,module_2,1410,2710,2820,1300,1410,110
victim_only,16,93,barrier,"0,1,2,3,4",module_0,"module_1,module_2",1465,2820,2940,1355,1475,120
