tenancy_model,effect_name,positive_sample_count,negative_sample_count,positive_mean_node_only_leakage_ns,negative_mean_node_only_leakage_ns,estimated_main_effect_ns
time_sliced_module_sharing,module_wide_minus_specific,2160,2160,66.8605324074074,58.374903549382715,8.48562885802469
time_sliced_module_sharing,route_overlap_minus_no_overlap,1164,3156,71.26091781214204,59.42992184199409,11.830995970147953
time_sliced_module_sharing,reset_overlap_minus_no_overlap,2160,2160,66.8605324074074,58.374903549382715,8.48562885802469
time_sliced_module_sharing,comm_overlap_minus_no_overlap,4320,0,62.61771797839505,,
