subexperiment,configuration_id,allocation_policy,communication_qubits_per_module,tenants_sharing_module,reservation_duration_ns,reset_time_ns,epr_prefetch_enabled,allocation_coordination,allocation_granularity,trial_count,mean_cq_queue_delay_ns,mean_excess_cq_queue_delay_ns,mean_excess_latency_ns,mean_detection_probability,mean_balanced_detection_accuracy,mean_conflict_count,mean_request_failure_rate,mean_cq_utilization,mean_reset_utilization,mean_allocation_hold_utilization,mean_reservation_utilization,mean_effective_cq_utilization,mean_epr_wastage_fraction,mean_grant_fairness,mean_wait_fairness,mean_victim_slowdown_ratio,mean_allocation_change_probability,mean_redirected_endpoints
reservation_reset,reservation_reset__coherence_aware__cq2__ten4__res0__reset0__noepr__global__per_operation,coherence_aware,2,4,0,0,False,global,per_operation,15,13.77361111111111,13.629166666666666,13.629166666666666,0.08611111111111111,0.5430555555555556,3069.5333333333333,0.0,0.14431464555788392,0.0,0.0,0.14431464555788392,0.28862929111576785,0.0,0.7677149113724713,0.573776867580894,1.0006759368020255,0.0875,0.0
reservation_reset,reservation_reset__coherence_aware__cq2__ten4__res0__reset200__noepr__global__per_operation,coherence_aware,2,4,0,200,False,global,per_operation,15,1336.4125,1313.5736111111112,1313.5736111111112,0.5958333333333333,0.7979166666666667,12040.6,0.02516339869281046,0.13948916738017375,0.25361666796395227,0.0,0.39310583534412596,0.7862116706882519,0.0,0.7820522222025511,0.7799375154083019,1.0324847780473523,0.3652777777777778,0.0
reservation_reset,reservation_reset__coherence_aware__cq2__ten4__res0__reset50__noepr__global__per_operation,coherence_aware,2,4,0,50,False,global,per_operation,15,52.84305555555555,51.0125,51.0125,0.1611111111111111,0.5805555555555556,6465.4,0.0,0.14696763724182949,0.06680347147355885,0.0,0.21377110871538832,0.42754221743077664,0.0,0.7677149113724713,0.5700776649558595,1.0023143055830017,0.14583333333333334,0.0
reservation_reset,reservation_reset__coherence_aware__cq2__ten4__res2000__reset0__noepr__global__per_operation,coherence_aware,2,4,2000,0,False,global,per_operation,15,21.777777777777775,0.0,0.0,0.0,0.5,7296.0,0.0250555528174124,0.12595402783203385,0.0,0.0,0.4467393839588386,0.5726934117908724,0.0,0.7457868927787205,0.2787993295805102,1.3213123930680335,0.0,0.0
reservation_reset,reservation_reset__coherence_aware__cq2__ten4__res2000__reset200__noepr__global__per_operation,coherence_aware,2,4,2000,200,False,global,per_operation,15,0.0,0.0,0.0,0.0,0.5,14804.533333333333,0.15555656456130837,0.09947986503822359,0.18087248188767927,0.0,0.4727348341874426,0.7530871811133454,0.0,0.745975261015729,0.25088281515080807,1.1131728074544602,0.0,0.0
reservation_reset,reservation_reset__coherence_aware__cq2__ten4__res2000__reset50__noepr__global__per_operation,coherence_aware,2,4,2000,50,False,global,per_operation,15,0.0,0.0,0.0,0.0,0.5,11783.266666666666,0.04816096174540197,0.12021772379984301,0.054644419909019554,0.0,0.45512023676346264,0.6299823804723251,0.0,0.7270013856946136,0.25074104907708505,1.5621289919710528,0.0,0.0
reservation_reset,reservation_reset__coherence_aware__cq2__ten4__res500__reset0__noepr__global__per_operation,coherence_aware,2,4,500,0,False,global,per_operation,15,0.0,0.0,0.0,0.0,0.5,4840.533333333334,0.0,0.14038625157478554,0.0,0.0,0.3831194603398837,0.5235057119146693,0.0,0.7677149113724713,0.25280563664502387,1.1419767714038338,0.0013888888888888887,0.0
reservation_reset,reservation_reset__coherence_aware__cq2__ten4__res500__reset200__noepr__global__per_operation,coherence_aware,2,4,500,200,False,global,per_operation,15,0.0,0.0,0.0,0.0,0.5,13724.133333333333,0.07022621169679993,0.12528372569402968,0.227788592170963,0.0,0.45446711553355373,0.8075394333985464,0.0,0.7563406901779028,0.25075670163152347,1.1803666041836045,0.11111111111111112,0.0
reservation_reset,reservation_reset__coherence_aware__cq2__ten4__res500__reset50__noepr__global__per_operation,coherence_aware,2,4,500,50,False,global,per_operation,15,0.0,0.0,0.0,0.0,0.5,9513.933333333332,0.004575163398692811,0.14072897975151838,0.06396771806887198,0.0,0.4086718673314726,0.6133685651518629,0.0,0.7632842735753546,0.2517681593425076,1.0953650750917432,0.18194444444444446,0.0
reservation_reset,reservation_reset__fair_share__cq2__ten4__res0__reset0__noepr__global__per_operation,fair_share,2,4,0,0,False,global,per_operation,15,14.727777777777778,14.23472222222222,14.23472222222222,0.0875,0.54375,3022.3333333333335,0.0,0.1452057589985495,0.0,0.0,0.1452057589985495,0.290411517997099,0.0,0.7677149113724713,0.5482574734780752,1.005101788216746,0.16527777777777777,0.0
reservation_reset,reservation_reset__fair_share__cq2__ten4__res0__reset200__noepr__global__per_operation,fair_share,2,4,0,200,False,global,per_operation,15,942.2527777777777,906.8527777777779,906.8527777777779,0.5930555555555556,0.7965277777777777,11910.0,0.04441038536626772,0.135649220419434,0.24663494621715273,0.0,0.3822841666365867,0.7645683332731734,0.0,0.7953582577736575,0.776324818421945,1.2166972703361725,0.3611111111111111,0.0
reservation_reset,reservation_reset__fair_share__cq2__ten4__res0__reset50__noepr__global__per_operation,fair_share,2,4,0,50,False,global,per_operation,15,66.52361111111112,64.69166666666666,64.69166666666666,0.17083333333333334,0.5854166666666667,6510.4,0.0,0.14591742879544956,0.06632610399793162,0.0,0.21224353279338118,0.42448706558676236,0.0,0.7677149113724713,0.5719015760442268,1.0126670708972574,0.22222222222222224,0.0
reservation_reset,reservation_reset__fair_share__cq2__ten4__res2000__reset0__noepr__global__per_operation,fair_share,2,4,2000,0,False,global,per_operation,15,17.8625,0.0,0.0,0.0,0.5,7740.666666666667,0.07083984600682892,0.11888750971856453,0.0,0.0,0.5888912340018398,0.7077787437204043,0.0,0.7682511556636501,0.2685752226938823,1.4803629646428396,0.16666666666666666,0.0
reservation_reset,reservation_reset__fair_share__cq2__ten4__res2000__reset200__noepr__global__per_operation,fair_share,2,4,2000,200,False,global,per_operation,15,0.0,0.0,0.0,0.0,0.5,14715.266666666666,0.1908504747940232,0.09501635127436132,0.1727570023170206,0.0,0.6011119281211047,0.8688852817124866,0.0,0.7341046311579764,0.2508077044780163,0.8020503247479901,0.1,0.0
reservation_reset,reservation_reset__fair_share__cq2__ten4__res2000__reset50__noepr__global__per_operation,fair_share,2,4,2000,50,False,global,per_operation,15,0.0,0.0,0.0,0.0,0.5,11907.266666666666,0.08549945784765518,0.11397579271105238,0.05180717850502381,0.0,0.5885555197248674,0.7543384909409436,0.0,0.736539336617872,0.25121535923342536,1.139417196887369,0.3,0.0
