attacker_request_id,probe_id,window_name,observation_duration_ns,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
0,0,start_m10us,20000,10000,10030,10030,10030,10140,110,0,110,module_3,module_4,0,0,110,10140,0,0,False
1,1,start_m10us,20000,10420,10450,10450,10450,10560,110,0,110,module_3,module_4,1,0,110,10560,0,0,False
2,2,start_m10us,20000,10840,10870,10870,10870,10980,110,0,110,module_3,module_4,2,0,110,10980,0,0,False
3,3,start_m10us,20000,11260,11290,11290,11290,11400,110,0,110,module_3,module_4,3,0,110,11400,0,0,False
4,4,start_m10us,20000,11680,11710,11710,11710,11820,110,0,110,module_3,module_4,4,0,110,11820,0,0,False
5,5,start_m10us,20000,12100,12130,12130,12130,12240,110,0,110,module_3,module_4,5,0,110,12240,0,0,False
6,6,start_m10us,20000,12520,12550,12550,12550,12660,110,0,110,module_3,module_4,6,0,110,12660,0,0,False
7,7,start_m10us,20000,12940,12970,12970,12970,13080,110,0,110,module_3,module_4,7,0,110,13080,0,0,False
8,8,start_m10us,20000,13360,13390,13390,13390,13500,110,0,110,module_3,module_4,8,0,110,13500,0,0,False
9,9,start_m10us,20000,13780,13810,13810,13810,13920,110,0,110,module_3,module_4,9,0,110,13920,0,0,False
10,10,start_m10us,20000,14200,14230,14230,14230,14340,110,0,110,module_3,module_4,10,0,110,14340,0,0,False
11,11,start_m10us,20000,14620,14650,14650,14650,14760,110,0,110,module_3,module_4,11,0,110,14760,0,0,False
12,12,start_m10us,20000,15040,15070,15070,15070,15180,110,0,110,module_3,module_4,12,0,110,15180,0,0,False
13,13,start_m10us,20000,15460,15490,15490,15490,15600,110,0,110,module_3,module_4,13,0,110,15600,0,0,False
14,14,start_m10us,20000,15880,15910,15910,15910,16020,110,0,110,module_3,module_4,14,0,110,16020,0,0,False
15,15,start_m10us,20000,16300,16330,16330,16330,16440,110,0,110,module_3,module_4,15,0,110,16440,0,0,False
16,16,start_m10us,20000,16720,16750,16750,16750,16860,110,0,110,module_3,module_4,16,0,110,16860,0,0,False
17,17,start_m10us,20000,17140,17170,17170,17170,17280,110,0,110,module_3,module_4,17,0,110,17280,0,0,False
18,18,start_m10us,20000,17560,17590,17590,17590,17700,110,0,110,module_3,module_4,18,0,110,17700,0,0,False
19,19,start_m10us,20000,17980,18010,18010,18010,18120,110,0,110,module_3,module_4,19,0,110,18120,0,0,False
20,20,start_m10us,20000,18400,18430,18430,18430,18540,110,0,110,module_3,module_4,20,0,110,18540,0,0,False
21,21,start_m10us,20000,18820,18850,18850,18850,18960,110,0,110,module_3,module_4,21,0,110,18960,0,0,False
