uncertainty_name,uncertainty_half_width_ns,workload_count,average_signal_retention,minimum_signal_retention,average_detection_probability,minimum_detection_probability,average_contention_fraction,average_victim_slowdown_ratio,maximum_victim_slowdown_ratio,average_useful_probe_fraction
uncertainty_exact,0,5,1.0,1.0,1.0,1.0,0.5791666666666666,1.0366954461501492,1.0728134424816889,0.5875
uncertainty_0p5us,500,5,1.014896863201368,0.9788532391771569,1.0,1.0,0.5795833333333333,1.033919097172827,1.0749676863420938,0.5758333333333333
uncertainty_1us,1000,5,0.9728200658649364,0.9343817787418656,1.0,1.0,0.5785416666666666,1.0332418863740975,1.0732442912537699,0.5697916666666666
uncertainty_2p5us,2500,5,0.883812768037125,0.6813529411764706,0.96,0.8,0.5620833333333334,1.0302499977222301,1.0732442912537699,0.5508333333333333
uncertainty_5us,5000,5,0.7471488886989341,0.5168267740935854,0.8800000000000001,0.5,0.5225,1.0220916790301324,1.0736751400258508,0.5104166666666667
uncertainty_10us,10000,5,0.63528751993039,0.462527114967462,0.8099999999999999,0.45,0.47562499999999996,1.0197642392586803,1.0736751400258508,0.4522916666666667
