attacker_request_id,probe_id,window_name,observation_duration_ns,round_start_time_ns,request_release_time_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
0,0,random_victim_start,20000,20000,20030,20030,20955,21065,110,925,1035,module_3,module_4,18,0,110,20140,925,925,True
1,1,random_victim_start,20000,20420,20450,20450,22055,22165,110,1605,1715,module_3,module_4,28,0,110,20560,1605,1605,True
2,2,random_victim_start,20000,20840,20870,20870,22165,22275,110,1295,1405,module_3,module_4,29,0,110,20980,1295,1295,True
3,3,random_victim_start,20000,21260,21290,21290,22275,22385,110,985,1095,module_3,module_4,30,0,110,21400,985,985,True
4,4,random_victim_start,20000,21680,21710,21710,22715,22825,110,1005,1115,module_3,module_4,34,0,110,21820,1005,1005,True
5,5,random_victim_start,20000,22100,22130,22130,23485,23595,110,1355,1465,module_3,module_4,41,0,110,22240,1355,1355,True
6,6,random_victim_start,20000,22520,22550,22550,24585,24695,110,2035,2145,module_3,module_4,51,0,110,22660,2035,2035,True
7,7,random_victim_start,20000,22940,22970,22970,24695,24805,110,1725,1835,module_3,module_4,52,0,110,23080,1725,1725,True
8,8,random_victim_start,20000,23360,23390,23390,24805,24915,110,1415,1525,module_3,module_4,53,0,110,23500,1415,1415,True
9,9,random_victim_start,20000,23780,23810,23810,24915,25025,110,1105,1215,module_3,module_4,54,0,110,23920,1105,1105,True
10,10,random_victim_start,20000,24200,24230,24230,25025,25135,110,795,905,module_3,module_4,55,0,110,24340,795,795,True
11,11,random_victim_start,20000,24620,24650,24650,25135,25245,110,485,595,module_3,module_4,56,0,110,24760,485,485,True
12,12,random_victim_start,20000,25040,25070,25070,25465,25575,110,395,505,module_3,module_4,59,0,110,25180,395,395,True
13,13,random_victim_start,20000,25460,25490,25490,26345,26455,110,855,965,module_3,module_4,67,0,110,25600,855,855,True
